field,value
ticker,EVTC
generated_utc,2026-09-13 06:49 UTC
generated_iso,2026-09-13T06:49:07Z
bonds_source,none (pure-rating)
n_bonds,0
run_id,34743664123
git_sha,52d385c
obs_category,unset (forecaster's judgment)
obs_category_effective_in_published_curve,none
