field,value
long_name,"Micron Technology, Inc."
sector,Technology
industry,Semiconductors
country,United States
exchange,NMS
currency,USD
market_cap,1101451975473.49
week52_high,1255.0
week52_low,154.64999389648438
employees,53000
fetched_utc,2026-09-12T18:33:03Z
