tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.4641,0.2578,BBB,0.4399,2.7923
2.0,2.5614,0.2578,BBB,0.4399,2.8896
3.0,2.6968,0.3007,BBB,0.4399,3.0797
4.0,2.8276,0.3437,BBB,0.4399,3.2652
5.0,2.9542,0.3839,BBB,0.4399,3.4432
6.0,3.0842,0.4242,BBB,0.4399,3.6244
7.0,3.215,0.4564,BBB,0.4399,3.7963
8.0,3.3569,0.4886,BBB,0.4399,3.9792
9.0,3.4936,0.5068,BBB,0.4399,4.1389
10.0,3.6198,0.5108,BBB,0.4399,4.2703
11.0,3.7436,0.5148,BBB,0.4399,4.3992
12.0,3.8574,0.5188,BBB,0.4399,4.5182
13.0,3.9533,0.5209,BBB,0.4399,4.6166
14.0,4.0268,0.5209,BBB,0.4399,4.6901
15.0,4.0775,0.5209,BBB,0.4399,4.7408
16.0,4.1046,0.5209,BBB,0.4399,4.7679
17.0,4.1083,0.5209,BBB,0.4399,4.7716
18.0,4.09,0.5209,BBB,0.4399,4.7533
19.0,4.0517,0.5209,BBB,0.4399,4.715
20.0,3.9965,0.5209,BBB,0.4399,4.6598
21.0,3.9271,0.5209,BBB,0.4399,4.5904
22.0,3.8475,0.5209,BBB,0.4399,4.5108
23.0,3.7609,0.5209,BBB,0.4399,4.4242
24.0,3.671,0.5209,BBB,0.4399,4.3343
25.0,3.5821,0.5209,BBB,0.4399,4.2454
26.0,3.4987,0.5209,BBB,0.4399,4.162
27.0,3.425,0.5209,BBB,0.4399,4.0883
28.0,3.3647,0.5209,BBB,0.4399,4.028
29.0,3.3198,0.5209,BBB,0.4399,3.9831
30.0,3.2898,0.5209,BBB,0.4399,3.9531
