tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.02325321,0.003502974,BBB,0.58490127,0.025800209
2.0,0.024163287,0.003502974,BBB,0.58490127,0.026712551
3.0,0.025815312,0.004217723,BBB,0.58490127,0.028890462
4.0,0.027538845,0.004932472,BBB,0.58490127,0.031142076
5.0,0.029227815,0.005468827,BBB,0.58490127,0.033230188
6.0,0.031118547,0.006005181,BBB,0.58490127,0.035522365
7.0,0.033058948,0.006405254,BBB,0.58490127,0.037765662
8.0,0.035123674,0.006805911,BBB,0.58490127,0.040135507
9.0,0.037031697,0.007023494,BBB,0.58490127,0.042213691
10.0,0.038684671,0.007059173,BBB,0.58490127,0.043901358
11.0,0.04018589,0.007095437,BBB,0.58490127,0.045437021
12.0,0.041468896,0.007131116,BBB,0.58490127,0.046753008
13.0,0.042495425,0.007163286,BBB,0.58490127,0.047808667
14.0,0.043252197,0.007191946,BBB,0.58490127,0.048590624
15.0,0.043756288,0.007220021,BBB,0.58490127,0.049118198
16.0,0.044040917,0.007248681,BBB,0.58490127,0.049425635
17.0,0.044152281,0.007277342,BBB,0.58490127,0.04955892
18.0,0.044143573,0.007306002,BBB,0.58490127,0.049571515
19.0,0.044072219,0.007334662,BBB,0.58490127,0.049521137
20.0,0.043988341,0.007363322,BBB,0.58490127,0.049458167
21.0,0.043890211,0.007363322,BBB,0.58490127,0.049359523
22.0,0.043810878,0.007363322,BBB,0.58490127,0.049279775
23.0,0.04376182,0.007363322,BBB,0.58490127,0.04923046
24.0,0.043748252,0.007363322,BBB,0.58490127,0.04921682
25.0,0.043776433,0.007363322,BBB,0.58490127,0.049245149
26.0,0.043853676,0.007363322,BBB,0.58490127,0.049322796
27.0,0.043984165,0.007363322,BBB,0.58490127,0.04945397
28.0,0.044173144,0.007363322,BBB,0.58490127,0.049643938
29.0,0.044419598,0.007363322,BBB,0.58490127,0.049891683
30.0,0.044718344,0.007363322,BBB,0.58490127,0.050191995
