tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.020276838,0.030238666,-0.005873082,0.0,0.024365585,0.044642423
2.0,0.020760564,0.028622046,-0.005866748,0.0,0.022755298,0.043515861
3.0,0.021254731,0.027141922,-0.006790528,0.0,0.020351394,0.041606125
4.0,0.021884018,0.025790539,-0.007713185,0.0,0.018077353,0.039961371
5.0,0.022801059,0.024559242,-0.008313358,0.0,0.016245884,0.039046944
6.0,0.024121324,0.02344009,-0.008917207,0.0,0.014522883,0.038644207
7.0,0.025818674,0.022422828,-0.009515846,0.0,0.012906982,0.038725656
8.0,0.027774721,0.02149666,-0.01011829,0.0,0.01137837,0.039153091
9.0,0.029835417,0.020649623,-0.010403116,0.0,0.010246507,0.040081924
10.0,0.031834205,0.01987326,-0.010368864,0.0,0.009504395,0.0413386
11.0,0.033636327,0.019158112,-0.010333174,0.0,0.008824939,0.042461266
12.0,0.035148609,0.018497886,-0.010295089,0.0,0.008202796,0.043351405
13.0,0.036318988,0.017888196,-0.010321153,0.0,0.007567043,0.043886031
14.0,0.037130744,0.017323154,-0.01041018,0.0,0.006912974,0.044043717
15.0,0.037598595,0.016800472,-0.010495748,0.0,0.006304725,0.04390332
16.0,0.037752171,0.016315867,-0.010580556,0.0,0.005735311,0.043487482
17.0,0.037636987,0.015868329,-0.010660929,0.0,0.0052074,0.042844387
18.0,0.037303959,0.015454686,-0.010739816,0.0,0.00471487,0.042018829
19.0,0.036804099,0.015072704,-0.010818228,0.0,0.004254476,0.041058575
20.0,0.036186348,0.014720021,-0.010894525,0.0,0.003825496,0.040011844
21.0,0.035492335,0.014396198,-0.010883973,0.0,0.003512225,0.03900456
22.0,0.034757397,0.014097506,-0.010873258,0.0,0.003224248,0.037981645
23.0,0.03401264,0.013824319,-0.010862705,0.0,0.002961614,0.036974254
24.0,0.033283918,0.013572725,-0.010852542,0.0,0.002720182,0.0360041
25.0,0.032599077,0.013341966,-0.01084305,0.0,0.002498915,0.035097993
26.0,0.031985896,0.013131271,-0.010834509,0.0,0.002296761,0.034282657
27.0,0.031474158,0.012938837,-0.010827209,0.0,0.002111628,0.033585785
28.0,0.031084334,0.012763786,-0.010821353,0.0,0.001942433,0.033026767
29.0,0.030829688,0.012604107,-0.010817058,0.0,0.001787049,0.032616736
30.0,0.030703934,0.012459646,-0.010814257,0.0,0.001645389,0.032349323
