tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.201,0.1936,BBB,0.3192,2.6138
2.0,2.2484,0.1936,BBB,0.3192,2.6612
3.0,2.3363,0.2331,BBB,0.3192,2.8333
4.0,2.4374,0.2726,BBB,0.3192,3.0187
5.0,2.5528,0.2983,BBB,0.3192,3.1888
6.0,2.7074,0.3239,BBB,0.3192,3.3982
7.0,2.8983,0.3492,BBB,0.3192,3.643
8.0,3.1141,0.3745,BBB,0.3192,3.9127
9.0,3.3261,0.3862,BBB,0.3192,4.1496
10.0,3.518,0.3842,BBB,0.3192,4.3373
11.0,3.6905,0.3822,BBB,0.3192,4.5056
12.0,3.8347,0.3802,BBB,0.3192,4.6456
13.0,3.9486,0.3811,BBB,0.3192,4.7613
14.0,4.0306,0.3848,BBB,0.3192,4.8511
15.0,4.0794,0.3885,BBB,0.3192,4.9078
16.0,4.0978,0.3921,BBB,0.3192,4.9341
17.0,4.0904,0.3958,BBB,0.3192,4.9346
18.0,4.062,0.3995,BBB,0.3192,4.914
19.0,4.0175,0.4032,BBB,0.3192,4.8774
20.0,3.9616,0.4069,BBB,0.3192,4.8293
21.0,3.8946,0.4069,BBB,0.3192,4.7623
22.0,3.8236,0.4069,BBB,0.3192,4.6913
23.0,3.7516,0.4069,BBB,0.3192,4.6193
24.0,3.6811,0.4069,BBB,0.3192,4.5488
25.0,3.6148,0.4069,BBB,0.3192,4.4825
26.0,3.5554,0.4069,BBB,0.3192,4.4231
27.0,3.5058,0.4069,BBB,0.3192,4.3735
28.0,3.468,0.4069,BBB,0.3192,4.3357
29.0,3.4433,0.4069,BBB,0.3192,4.311
30.0,3.4311,0.4069,BBB,0.3192,4.2988
