,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1981-12,3.126,4.931,6.045,14.102,7.677,21.778,AAPL
1982-01,3.423,4.53,5.146,13.099,7.543,20.642,AAPL
1982-02,3.525,4.519,4.851,12.895,7.386,20.281,AAPL
1982-03,3.437,4.849,4.039,12.325,7.217,19.542,AAPL
1982-04,3.495,4.928,4.571,12.994,7.094,20.087,AAPL
1982-05,3.438,4.987,4.073,12.498,7.007,19.505,AAPL
1982-06,3.614,4.717,3.617,11.948,6.937,18.885,AAPL
1982-07,3.386,4.796,3.231,11.413,6.788,18.201,AAPL
1982-08,3.141,5.215,4.13,12.486,6.64,19.126,AAPL
1982-09,3.158,5.295,3.388,11.841,6.47,18.312,AAPL
1982-10,3.137,5.214,4.085,12.436,6.375,18.811,AAPL
1982-11,3.209,5.223,4.415,12.847,6.23,19.077,AAPL
1982-12,3.581,4.912,4.605,13.098,6.066,19.165,AAPL
1983-01,3.445,4.752,5.031,13.228,5.957,19.186,AAPL
1983-02,3.705,4.606,4.379,12.69,5.845,18.536,AAPL
1983-03,3.65,4.48,5.004,13.134,5.765,18.899,AAPL
1983-04,3.354,4.38,3.527,11.261,5.702,16.963,AAPL
1983-05,3.59,4.297,4.44,12.327,5.592,17.919,AAPL
1983-06,3.746,4.228,5.274,13.248,5.432,18.68,AAPL
1983-07,3.257,4.293,7.011,14.561,5.342,19.903,AAPL
1983-08,3.279,4.302,5.943,13.524,5.274,18.798,AAPL
1983-09,3.166,4.339,7.821,15.326,5.225,20.551,AAPL
1983-10,3.158,4.33,6.041,13.529,5.159,18.688,AAPL
1983-11,3.158,4.31,6.423,13.891,5.127,19.018,AAPL
1983-12,3.192,4.278,5.312,12.782,5.104,17.886,AAPL
1984-01,3.227,4.261,4.725,12.213,5.073,17.286,AAPL
1984-02,3.151,4.332,5.064,12.547,5.043,17.589,AAPL
1984-03,3.162,4.305,4.25,11.717,4.999,16.717,AAPL
1984-04,3.201,4.292,5.842,13.335,4.925,18.26,AAPL
1984-05,3.439,4.201,5.089,12.729,4.844,17.572,AAPL
1984-06,3.464,4.213,5.032,12.709,4.79,17.499,AAPL
1984-07,3.41,4.299,3.35,11.059,4.74,15.799,AAPL
1984-08,3.615,4.348,4.237,12.2,4.7,16.899,AAPL
1984-09,3.606,4.278,3.356,11.24,4.654,15.894,AAPL
1984-10,3.433,4.066,3.401,10.9,4.612,15.513,AAPL
1984-11,3.433,4.052,2.348,9.833,4.557,14.391,AAPL
1984-12,3.272,4.103,2.592,9.967,4.512,14.479,AAPL
1985-01,3.685,3.892,3.569,11.146,4.443,15.589,AAPL
1985-02,3.774,3.875,4.292,11.941,4.407,16.348,AAPL
1985-03,3.592,3.896,4.302,11.79,4.388,16.178,AAPL
1985-04,3.598,3.863,3.39,10.851,4.355,15.207,AAPL
1985-05,3.748,4.012,4.222,11.982,4.333,16.315,AAPL
1985-06,3.863,4.041,3.35,11.254,4.304,15.557,AAPL
1985-07,3.987,4.041,4.091,12.119,4.26,16.379,AAPL
1985-08,3.802,4.03,2.478,10.31,4.218,14.527,AAPL
1985-09,3.68,3.989,3.15,10.819,4.176,14.995,AAPL
1985-10,3.669,3.918,3.288,10.875,4.157,15.032,AAPL
1985-11,3.286,4.018,3.26,10.564,4.154,14.718,AAPL
1985-12,3.361,3.997,2.489,9.847,4.152,13.999,AAPL
1986-01,3.155,3.966,1.993,9.114,4.135,13.25,AAPL
1986-02,3.087,4.016,1.76,8.863,4.054,12.917,AAPL
1986-03,3.061,4.075,1.6,8.736,3.967,12.702,AAPL
1986-04,3.196,3.974,2.05,9.22,3.895,13.114,AAPL
1986-05,3.152,3.773,2.422,9.347,3.868,13.214,AAPL
1986-06,3.101,3.783,2.602,9.486,3.871,13.357,AAPL
1986-07,3.107,3.852,2.066,9.025,3.843,12.867,AAPL
1986-08,2.948,4.031,1.801,8.78,3.831,12.61,AAPL
1986-09,2.84,3.881,1.556,8.277,3.834,12.111,AAPL
1986-10,2.808,3.95,1.608,8.366,3.806,12.172,AAPL
1986-11,2.878,3.959,1.996,8.833,3.786,12.619,AAPL
1986-12,2.895,4.049,2.156,9.1,3.77,12.869,AAPL
1987-01,2.829,3.928,2.618,9.375,3.797,13.171,AAPL
1987-02,2.857,3.837,3.119,9.813,3.847,13.66,AAPL
1987-03,2.9,3.816,3.689,10.405,3.921,14.327,AAPL
1987-04,2.724,3.809,4.411,10.944,3.983,14.927,AAPL
1987-05,2.84,3.776,3.364,9.98,3.995,13.974,AAPL
1987-06,2.764,3.857,3.01,9.631,3.985,13.616,AAPL
1987-07,2.861,3.875,2.234,8.97,4.012,12.982,AAPL
1987-08,2.824,3.963,3.531,10.318,4.045,14.363,AAPL
1987-09,2.879,3.896,3.785,10.56,4.055,14.616,AAPL
1987-10,3.068,4.25,3.524,10.842,4.074,14.916,AAPL
1987-11,2.908,4.732,2.388,10.028,4.078,14.107,AAPL
1987-12,2.614,4.84,2.958,10.412,4.075,14.487,AAPL
1988-01,2.59,4.879,3.126,10.595,4.05,14.645,AAPL
1988-02,2.526,4.901,2.726,10.153,4.046,14.199,AAPL
1988-03,2.632,4.895,1.762,9.289,4.048,13.337,AAPL
1988-04,2.629,4.91,1.227,8.766,4.051,12.817,AAPL
1988-05,2.864,4.854,1.14,8.858,4.054,12.912,AAPL
1988-06,2.868,5.002,1.211,9.081,4.064,13.145,AAPL
1988-07,2.709,5.061,1.231,9.001,4.08,13.082,AAPL
1988-08,2.97,4.974,1.307,9.251,4.076,13.327,AAPL
1988-09,2.959,4.991,1.126,9.076,4.092,13.168,AAPL
1988-10,2.977,5.051,1.793,9.821,4.102,13.923,AAPL
1988-11,3.103,4.943,1.575,9.621,4.106,13.728,AAPL
1988-12,3.183,4.909,1.682,9.774,4.123,13.897,AAPL
1989-01,3.347,4.918,1.741,10.006,4.145,14.151,AAPL
1989-02,3.408,4.885,1.701,9.994,4.161,14.155,AAPL
1989-03,3.419,4.784,1.804,10.007,4.175,14.182,AAPL
1989-04,3.3,4.82,1.121,9.241,4.187,13.428,AAPL
1989-05,3.278,4.905,1.948,10.131,4.206,14.337,AAPL
1989-06,3.245,4.977,2.7,10.922,4.191,15.113,AAPL
1989-07,3.241,5.018,3.829,12.088,4.175,16.264,AAPL
1989-08,3.32,5.083,3.699,12.102,4.153,16.254,AAPL
1989-09,3.389,5.047,3.072,11.508,4.123,15.631,AAPL
1989-10,3.31,5.075,2.436,10.821,4.131,14.952,AAPL
1989-11,3.274,5.044,2.537,10.855,4.14,14.995,AAPL
1989-12,3.315,5.054,4.14,12.509,4.135,16.644,AAPL
1990-01,3.22,4.991,3.775,11.986,4.173,16.159,AAPL
1990-02,3.131,4.899,3.471,11.501,4.172,15.673,AAPL
1990-03,3.271,4.831,3.173,11.275,4.163,15.439,AAPL
1990-04,3.247,4.775,2.923,10.945,4.117,15.062,AAPL
1990-05,3.101,4.837,3.098,11.036,4.082,15.119,AAPL
1990-06,3.046,4.813,2.767,10.626,4.097,14.724,AAPL
1990-07,2.959,4.789,2.812,10.56,4.1,14.66,AAPL
1990-08,2.752,4.837,2.292,9.881,4.149,14.031,AAPL
1990-09,2.628,4.833,2.915,10.376,4.179,14.555,AAPL
1990-10,2.488,4.381,2.96,9.829,4.176,14.004,AAPL
1990-11,2.555,3.855,3.354,9.764,4.159,13.923,AAPL
1990-12,2.313,3.915,3.182,9.41,4.129,13.539,AAPL
1991-01,2.247,3.944,3.997,10.188,4.076,14.264,AAPL
1991-02,2.302,4.161,3.945,10.408,4.029,14.437,AAPL
1991-03,2.45,4.146,4.003,10.599,3.976,14.575,AAPL
1991-04,2.446,4.136,4.376,10.958,3.952,14.91,AAPL
