field,value
long_name,"Sun Communities, Inc."
sector,Real Estate
industry,REIT - Residential
country,United States
exchange,NYQ
currency,USD
market_cap,13993711875.388596
week52_high,137.85000610351562
week52_low,113.80000305175781
employees,3607
fetched_utc,2026-09-16T23:52:04Z
