tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0074,3.3599,0.0,3.3599,5.3673
2.0,2.0548,4.4059,0.0,4.4059,6.4607
3.0,2.1032,5.206,0.0,5.206,7.3092
4.0,2.1648,5.201,0.0,5.201,7.3658
5.0,2.2545,5.1859,0.0,5.1859,7.4404
6.0,2.3835,5.1608,0.0,5.1608,7.5443
7.0,2.5491,5.1257,0.0,5.1257,7.6748
8.0,2.7396,5.0806,0.0,5.0806,7.8202
9.0,2.9399,5.0254,0.0,5.0254,7.9653
10.0,3.1338,4.9602,0.0,4.9602,8.094
11.0,3.3083,4.885,0.0,4.885,8.1933
12.0,3.4545,4.7998,0.0,4.7998,8.2543
13.0,3.5675,4.7045,0.0,4.7045,8.272
14.0,3.6458,4.5992,0.0,4.5992,8.245
15.0,3.6909,4.4838,0.0,4.4838,8.1747
16.0,3.7057,4.3584,0.0,4.3584,8.0641
17.0,3.6946,4.223,0.0,4.223,7.9176
18.0,3.6625,4.0776,0.0,4.0776,7.7401
19.0,3.6143,3.9221,0.0,3.9221,7.5364
20.0,3.5547,3.7566,0.0,3.7566,7.3113
21.0,3.4877,3.5811,0.0,3.5811,7.0688
22.0,3.4167,3.3955,0.0,3.3955,6.8122
23.0,3.3447,3.2,0.0,3.2,6.5447
24.0,3.2742,2.9943,0.0,2.9943,6.2685
25.0,3.2079,2.7787,0.0,2.7787,5.9866
26.0,3.1485,2.553,0.0,2.553,5.7015
27.0,3.0989,2.3173,0.0,2.3173,5.4162
28.0,3.0611,2.0716,0.0,2.0716,5.1327
29.0,3.0364,1.8158,0.0,1.8158,4.8522
30.0,3.0242,1.55,0.0,1.55,4.5742
31.0,3.0242,1.55,0.0,1.55,4.5742
32.0,3.0242,1.55,0.0,1.55,4.5742
33.0,3.0242,1.55,0.0,1.55,4.5742
34.0,3.0242,1.55,0.0,1.55,4.5742
35.0,3.0242,1.55,0.0,1.55,4.5742
36.0,3.0242,1.55,0.0,1.55,4.5742
37.0,3.0242,1.55,0.0,1.55,4.5742
38.0,3.0242,1.55,0.0,1.55,4.5742
39.0,3.0242,1.55,0.0,1.55,4.5742
40.0,3.0242,1.55,0.0,1.55,4.5742
41.0,3.0242,1.55,0.0104,1.5604,4.5846
42.0,3.0242,1.55,0.041,1.591,4.6152
43.0,3.0242,1.55,0.0909,1.6409,4.6651
44.0,3.0242,1.55,0.1594,1.7094,4.7336
45.0,3.0242,1.55,0.2456,1.7956,4.8198
46.0,3.0242,1.55,0.3486,1.8986,4.9228
47.0,3.0242,1.55,0.4676,2.0176,5.0418
48.0,3.0242,1.55,0.6018,2.1518,5.176
49.0,3.0242,1.55,0.7503,2.3003,5.3245
50.0,3.0242,1.55,0.9122,2.4622,5.4864
51.0,3.0242,1.55,1.0868,2.6368,5.661
52.0,3.0242,1.55,1.2732,2.8232,5.8474
53.0,3.0242,1.55,1.4705,3.0205,6.0447
54.0,3.0242,1.55,1.6779,3.2279,6.2521
55.0,3.0242,1.55,1.8946,3.4446,6.4688
56.0,3.0242,1.55,2.1197,3.6697,6.6939
57.0,3.0242,1.55,2.3524,3.9024,6.9266
58.0,3.0242,1.55,2.5918,4.1418,7.166
59.0,3.0242,1.55,2.8372,4.3872,7.4114
60.0,3.0242,1.55,3.0875,4.6375,7.6617
61.0,3.0242,1.55,3.3421,4.8921,7.9163
62.0,3.0242,1.55,3.6001,5.1501,8.1743
63.0,3.0242,1.55,3.8605,5.4105,8.4347
64.0,3.0242,1.55,4.1227,5.6727,8.6969
65.0,3.0242,1.55,4.3857,5.9357,8.9599
66.0,3.0242,1.55,4.6487,6.1987,9.2229
67.0,3.0242,1.55,4.9109,6.4609,9.4851
68.0,3.0242,1.55,5.1713,6.7213,9.7455
69.0,3.0242,1.55,5.4293,6.9793,10.0035
