tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.5473,0.5989,BBB,1.0,2.5473
2.0,2.6362,0.5989,BBB,1.0,2.6362
3.0,2.8481,0.7211,BBB,1.0,2.8481
4.0,3.0667,0.8433,BBB,1.0,3.0667
5.0,3.269,0.935,BBB,1.0,3.269
6.0,3.4906,1.0267,BBB,1.0,3.4906
7.0,3.707,1.0951,BBB,1.0,3.707
8.0,3.9351,1.1636,BBB,1.0,3.9351
9.0,4.1347,1.2008,BBB,1.0,4.1347
10.0,4.2965,1.2069,BBB,1.0,4.2965
11.0,4.4435,1.2131,BBB,1.0,4.4435
12.0,4.5693,1.2192,BBB,1.0,4.5693
13.0,4.6701,1.2247,BBB,1.0,4.6701
14.0,4.7447,1.2296,BBB,1.0,4.7447
15.0,4.795,1.2344,BBB,1.0,4.795
16.0,4.8243,1.2393,BBB,1.0,4.8243
17.0,4.837,1.2442,BBB,1.0,4.837
18.0,4.8382,1.2491,BBB,1.0,4.8382
19.0,4.8334,1.254,BBB,1.0,4.8334
20.0,4.8274,1.2589,BBB,1.0,4.8274
21.0,4.818,1.2589,BBB,1.0,4.818
22.0,4.8104,1.2589,BBB,1.0,4.8104
23.0,4.8057,1.2589,BBB,1.0,4.8057
24.0,4.8044,1.2589,BBB,1.0,4.8044
25.0,4.8071,1.2589,BBB,1.0,4.8071
26.0,4.8145,1.2589,BBB,1.0,4.8145
27.0,4.827,1.2589,BBB,1.0,4.827
28.0,4.8451,1.2589,BBB,1.0,4.8451
29.0,4.8687,1.2589,BBB,1.0,4.8687
30.0,4.8973,1.2589,BBB,1.0,4.8973
