field,value
ticker,KO
generated_utc,2026-09-03 18:20 UTC
generated_iso,2026-09-03T18:20:58Z
bonds_source,committed-file
n_bonds,49
run_id,33789904924
git_sha,373754b
obs_category,B
ory_override,
