field,value
ticker,GOOG
price,335.30999755859375
market_equity,4100819418324.3706
nfo,46129000000.0
L,0.011123601102962124
lambda0,0.011248727460144709
market_value_of_debt,59291000000.0
rating,BBB
offset,1.0
mvd_basis,book-par
