cusip,description,ytw,price_frac,coupon,maturity,years,outstanding,face,sp_rating,issuer
XS32856750,4Alphabet Inc. 6.125% 13-FEB-2126D,0.0659,0.9257,0.0613,2126-02-13,99.58932238193019,1000000000.0,1000.0,AA+,"Alphabet, Inc."
XS32855625,1Alphabet Inc. 5.875% 13-FEB-2058D,0.0638,0.9298000000000001,0.0588,2058-02-13,31.592060232717316,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622422,9Alphabet Inc. 5.7% 15-NOV-2075D,0.062,0.9244,0.057,2075-11-15,49.34428473648186,2750000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG606557,9Alphabet Inc. 5.3% 15-MAY-2065D,0.061399999999999996,0.8774,0.053,2065-05-15,38.841889117043124,1500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630842,7Alphabet Inc. 5.75% 15-FEB-2066D,0.060899999999999996,0.9481,0.0575,2066-02-15,39.59753593429158,1750000000.0,1000.0,AA+,"Alphabet, Inc."
XS32855622,7Alphabet Inc. 5.5% 13-NOV-2041,0.0604,0.9468000000000001,0.055,2041-11-13,15.340177960301164,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630842,8Alphabet Inc. 5.65% 15-FEB-2056D,0.0601,0.9497,0.0565,2056-02-15,29.596167008898014,4000000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622422,8Alphabet Inc. 5.45% 15-NOV-2055D,0.06,0.9236,0.0545,2055-11-15,29.34428473648186,4000000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG606557,8Alphabet Inc. 5.25% 15-MAY-2055D,0.0596,0.903,0.0525,2055-05-15,28.840520191649556,1500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622422,7Alphabet Inc. 5.35% 15-NOV-2045D,0.0588,0.9445999999999999,0.0535,2045-11-15,19.345653661875428,2000000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630890,6Alphabet Inc. 5.5% 15-FEB-2046D,0.058499999999999996,0.9592,0.055,2046-02-15,19.59753593429158,1500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG502530,4Alphabet Inc. 2.05% 15-AUG-2050D,0.0583,0.5134000000000001,0.020499999999999997,2050-08-15,24.093086926762492,2500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG502530,5Alphabet Inc. 2.25% 15-AUG-2060D,0.0576,0.4789,0.0225,2060-08-15,34.09445585215606,2000000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG502530,3Alphabet Inc. 1.9% 15-AUG-2040D,0.0548,0.6511,0.019,2040-08-15,14.094455852156058,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630890,7Alphabet Inc. 4.8% 15-FEB-2036D,0.052000000000000005,0.9676,0.048,2036-02-15,9.596167008898014,4250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622422,6Alphabet Inc. 4.7% 15-NOV-2035D,0.0518,0.9645,0.047,2035-11-15,9.344284736481862,3500000000.0,1000.0,AA+,"Alphabet, Inc."
XS32855609,0Alphabet Inc. 4.625% 13-NOV-2032,0.0508,0.9758,0.0463,2032-11-13,6.3408624229979464,1250000000.0,1000.0,AA+,"Alphabet, Inc."
CA2079WAE1,Alphabet Inc. 5.0% 15-MAY-2056,0.0501,0.9982,0.05,2056-05-15,29.842573579739906,2750000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG606558,1Alphabet Inc. 4.5% 15-MAY-2035D,0.049800000000000004,0.9658,0.045,2035-05-15,8.840520191649555,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630891,1Alphabet Inc. 4.4% 15-FEB-2033D,0.0496,0.9688,0.044000000000000004,2033-02-15,6.598220396988364,3000000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKPEAlphabet Inc. 4.375% 06-NOV-2064,0.049100000000000005,0.907,0.0438,2064-11-06,38.32169746748802,1250000000.0,1000.0,AA+,"Alphabet, Inc."
US2079KAC1,Alphabet Inc. 1.998% 15-AUG-2026,0.0489,0.9973000000000001,0.02,2026-08-15,0.09308692676249145,2000000000.0,1000.0,AA+,"Alphabet, Inc."
XS33633880,8Alphabet Inc. 4.8% 11-MAY-2063D,0.0489,0.981,0.048,2063-05-11,36.82956878850103,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622422,5Alphabet Inc. 4.375% 15-NOV-2032D,0.0479,0.9745999999999999,0.0438,2032-11-15,6.346338124572211,1250000000.0,1000.0,AA+,"Alphabet, Inc."
XS30644303,85Alphabet Inc. 4.0% 06-MAY-2054D,0.0466,0.897,0.04,2054-05-06,27.81656399726215,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622381,8Alphabet Inc. 4.1% 15-NOV-2030D,0.0466,0.9778,0.040999999999999995,2030-11-15,4.344969199178645,2500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630890,9Alphabet Inc. 4.1% 15-FEB-2031D,0.04650000000000001,0.9772,0.040999999999999995,2031-02-15,4.596851471594798,3000000000.0,1000.0,AA+,"Alphabet, Inc."
XS32855540,9Alphabet Inc. 4.125% 13-FEB-2029,0.0462,0.9878,0.041299999999999996,2029-02-13,2.5927446954141,750000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG502530,6Alphabet Inc. 1.1% 15-AUG-2030D,0.0452,0.8734999999999999,0.011000000000000001,2030-08-15,4.093086926762491,2250000000.0,1000.0,AA+,"Alphabet, Inc."
XS33633876,0Alphabet Inc. 4.5% 11-MAY-2045D,0.0451,0.9973000000000001,0.045,2045-05-11,18.830937713894592,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG630890,8Alphabet Inc. 3.7% 15-FEB-2029D,0.0449,0.9806999999999999,0.037000000000000005,2029-02-15,2.598220396988364,2500000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG606558,0Alphabet Inc. 4.0% 15-MAY-2030D,0.044800000000000006,0.983,0.04,2030-05-15,3.8412046543463383,750000000.0,1000.0,AA+,"Alphabet, Inc."
XS30644278,3Alphabet Inc. 3.875% 06-MAY-2045D,0.044800000000000006,0.9229,0.0388,2045-05-06,18.817248459958932,1250000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKPDAlphabet Inc. 4.0% 06-NOV-2044,0.0441,0.948,0.04,2044-11-06,18.321697467488022,1250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG622381,6Alphabet Inc. 3.875% 15-NOV-2028D,0.043899999999999995,0.9884000000000001,0.0388,2028-11-15,2.346338124572211,1000000000.0,1000.0,AA+,"Alphabet, Inc."
CA2079WAC5,Alphabet Inc. 4.35% 15-MAY-2036D,0.0425,1.0059,0.0435,2036-05-15,9.842573579739904,2250000000.0,1000.0,AA+,"Alphabet, Inc."
GOOG502530,0Alphabet Inc. 0.8% 15-AUG-2027D,0.042,0.9639,0.008,2027-08-15,1.0924024640657084,1000000000.0,1000.0,AA+,"Alphabet, Inc."
XS33633874,3Alphabet Inc. 4.1% 11-MAY-2039D,0.0412,0.9974,0.040999999999999995,2039-05-11,12.829568788501026,1750000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKPCAlphabet Inc. 3.5% 06-NOV-2038,0.0404,0.9479000000000001,0.035,2038-11-06,12.320328542094456,1000000000.0,1000.0,AA+,"Alphabet, Inc."
XS30644254,6Alphabet Inc. 3.375% 06-MAY-2037D,0.0392,0.9512,0.0338,2037-05-06,10.817248459958932,1250000000.0,1000.0,AA+,"Alphabet, Inc."
CA2079WAA9,Alphabet Inc. 4.0% 15-MAY-2033D,0.039,1.0039,0.04,2033-05-15,6.841889117043121,2000000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKPBAlphabet Inc. 3.125% 06-NOV-2034,0.0366,0.9621999999999999,0.0313,2034-11-06,8.320328542094456,1000000000.0,1000.0,AA+,"Alphabet, Inc."
XS33633865,4Alphabet Inc. 3.625% 11-MAY-2034D,0.0363,1.001,0.0363,2034-05-11,7.83025325119781,1500000000.0,1000.0,AA+,"Alphabet, Inc."
CA2079WAG6,Alphabet Inc. 3.65% 15-MAY-2031D,0.035699999999999996,1.0021,0.0365,2031-05-15,4.8405201916495555,1500000000.0,1000.0,AA+,"Alphabet, Inc."
XS30644231,7Alphabet Inc. 3.0% 06-MAY-2033D,0.0352,0.9688,0.03,2033-05-06,6.8172484599589325,1500000000.0,1000.0,AA+,"Alphabet, Inc."
XS33728457,4Alphabet Inc. 3.45% 11-MAY-2032D,0.0346,1.0004,0.0345,2032-05-11,5.831622176591376,1750000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKPAAlphabet Inc. 2.875% 06-NOV-2031,0.0332,0.9784999999999999,0.0288,2031-11-06,5.319644079397673,1000000000.0,1000.0,AA+,"Alphabet, Inc."
XS33633864,6Alphabet Inc. 3.2% 11-MAY-2030D,0.032,0.9995999999999999,0.032,2030-05-11,3.8302532511978096,1500000000.0,1000.0,AA+,"Alphabet, Inc."
XS30644186,8Alphabet Inc. 2.5% 06-MAY-2029D,0.0304,0.9837,0.025,2029-05-06,2.817248459958932,1500000000.0,1000.0,AA+,"Alphabet, Inc."
,A4EKN9Alphabet Inc. 2.375% 06-NOV-2028,0.0294,0.9873000000000001,0.023799999999999998,2028-11-06,2.321697467488022,1000000000.0,1000.0,AA+,"Alphabet, Inc."
CH15235619,5Alphabet Inc. 1.8675% 03-MAR-2051D,0.0191,0.9873999999999999,0.0187,2051-03-03,24.640657084188913,420000000.0,5000.0,AA+,"Alphabet, Inc."
CH15235619,4Alphabet Inc. 1.5823% 01-MAR-2041D,0.0166,0.9873999999999999,0.0158,2041-03-01,14.636550308008214,455000000.0,5000.0,AA+,"Alphabet, Inc."
CH15235619,3Alphabet Inc. 1.2525% 03-MAR-2036D,0.0129,0.9940000000000001,0.0125,2036-03-03,9.64271047227926,575000000.0,5000.0,AA+,"Alphabet, Inc."
CH15040337,1Alphabet Inc. 0.89% 03-MAR-2032D,0.0096,0.9937,0.0089,2032-03-03,5.642710472279261,700000000.0,5000.0,AA+,"Alphabet, Inc."
,A4EQE1Alphabet Inc. 0.427% 01-MAR-2029,0.0051,0.9979,0.0043,2029-03-01,2.6365503080082138,905000000.0,5000.0,AA+,"Alphabet, Inc."
