tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.020372748,0.026425272,-0.006487921,0.0,0.01993735,0.040310098
2.0,0.020855499,0.025128429,-0.006482876,0.0,0.018645553,0.039501052
3.0,0.02134767,0.023941955,-0.007538073,0.0,0.016403882,0.037751552
4.0,0.021968838,0.022856781,-0.008592317,0.0,0.014264464,0.036233302
5.0,0.022870612,0.021869335,-0.009278664,0.0,0.012590671,0.035461284
6.0,0.024166386,0.020971683,-0.009969056,0.0,0.011002626,0.035169013
7.0,0.025829958,0.020157108,-0.010653416,0.0,0.009503692,0.03533365
8.0,0.027754166,0.019416581,-0.011342056,0.0,0.008074525,0.03582869
9.0,0.029791135,0.018739722,-0.011668569,0.0,0.007071152,0.036862287
10.0,0.031788805,0.018119676,-0.011630981,0.0,0.006488696,0.038277501
11.0,0.033614621,0.0175482,-0.011591891,0.0,0.005956309,0.03957093
12.0,0.035166207,0.017021998,-0.011550159,0.0,0.005471839,0.040638046
13.0,0.036384278,0.016533345,-0.011581621,0.0,0.004951724,0.041336003
14.0,0.037245872,0.016081417,-0.011684999,0.0,0.004396417,0.041642289
15.0,0.037758398,0.015662641,-0.011784549,0.0,0.003878092,0.04163649
16.0,0.037950401,0.015273667,-0.011882699,0.0,0.003390968,0.041341368
17.0,0.037865292,0.014913356,-0.011976105,0.0,0.002937251,0.040802543
18.0,0.037552942,0.014579498,-0.012067476,0.0,0.002512022,0.040064964
19.0,0.037064369,0.014271908,-0.012158129,0.0,0.002113779,0.039178149
20.0,0.036452682,0.013987188,-0.012246307,0.0,0.001740881,0.038193563
21.0,0.035759527,0.013724877,-0.012235168,0.0,0.00148971,0.037249237
22.0,0.035025434,0.013483404,-0.012223794,0.0,0.00125961,0.036285043
23.0,0.034279449,0.013261013,-0.012212505,0.0,0.001048509,0.035327958
24.0,0.033551573,0.013056994,-0.01220164,0.0,0.000855353,0.034406926
25.0,0.032868621,0.012870575,-0.012191505,0.0,0.00067907,0.033547691
26.0,0.032259408,0.012698912,-0.012182401,0.0,0.000516511,0.032775919
27.0,0.031752693,0.012543334,-0.01217468,0.0,0.000368653,0.032121347
28.0,0.031369984,0.012400894,-0.012168558,0.0,0.000232336,0.03160232
29.0,0.031124547,0.012272728,-0.012164202,0.0,0.000108526,0.031233073
30.0,0.031008037,0.012155544,-0.012161478,0.0,-5.934e-06,0.031002102
