tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.027709973,0.006125,BBB,1.0,0.027709973
2.0,0.028786549,0.006125,BBB,1.0,0.028786549
3.0,0.03096989,0.007228,BBB,1.0,0.03096989
4.0,0.033155798,0.00833,BBB,1.0,0.033155798
5.0,0.035215896,0.009249,BBB,1.0,0.035215896
6.0,0.037394208,0.010167,BBB,1.0,0.037394208
7.0,0.03951889,0.010902,BBB,1.0,0.03951889
8.0,0.041748967,0.011637,BBB,1.0,0.041748967
9.0,0.043681118,0.012051,BBB,1.0,0.043681118
10.0,0.045230045,0.012143,BBB,1.0,0.045230045
11.0,0.046651478,0.012235,BBB,1.0,0.046651478
12.0,0.047878873,0.012327,BBB,1.0,0.047878873
13.0,0.048820291,0.012372,BBB,1.0,0.048820291
14.0,0.049463415,0.012372,BBB,1.0,0.049463415
15.0,0.049865436,0.012372,BBB,1.0,0.049865436
16.0,0.050060729,0.012372,BBB,1.0,0.050060729
17.0,0.050096432,0.012372,BBB,1.0,0.050096432
18.0,0.050033428,0.012372,BBB,1.0,0.050033428
19.0,0.04993053,0.012372,BBB,1.0,0.04993053
20.0,0.04983709,0.012372,BBB,1.0,0.04983709
21.0,0.049776201,0.012372,BBB,1.0,0.049776201
22.0,0.049735261,0.012372,BBB,1.0,0.049735261
23.0,0.049717416,0.012372,BBB,1.0,0.049717416
24.0,0.049725813,0.012372,BBB,1.0,0.049725813
25.0,0.049764654,0.012372,BBB,1.0,0.049764654
26.0,0.04984024,0.012372,BBB,1.0,0.04984024
27.0,0.049959928,0.012372,BBB,1.0,0.049959928
28.0,0.050128986,0.012372,BBB,1.0,0.050128986
29.0,0.050351636,0.012372,BBB,1.0,0.050351636
30.0,0.050623713,0.012372,BBB,1.0,0.050623713
