field,value
ticker,HD
price,318.7799987792969
market_equity,318043497758.39716
nfo,63961000000.0
L,0.1674352013531862
lambda0,0.20110771152626486
market_value_of_debt,57496160758.29814
portfolio_ytm,0.05773926859836798
wavg_mod_duration,9.56830869797614
wavg_coupon,0.04521066600264108
wavg_years,14.90695661934487
rating,BBB
offset,0.5679561521963622
mvd_basis,book-scaled
