tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.2987,0.3503,BBB,0.5849,2.5473
2.0,2.3876,0.3503,BBB,0.5849,2.6362
3.0,2.5488,0.4218,BBB,0.5849,2.8481
4.0,2.7166,0.4932,BBB,0.5849,3.0667
5.0,2.8809,0.5469,BBB,0.5849,3.269
6.0,3.0644,0.6005,BBB,0.5849,3.4906
7.0,3.2524,0.6405,BBB,0.5849,3.707
8.0,3.4521,0.6806,BBB,0.5849,3.9351
9.0,3.6362,0.7023,BBB,0.5849,4.1347
10.0,3.7955,0.7059,BBB,0.5849,4.2965
11.0,3.9399,0.7095,BBB,0.5849,4.4435
12.0,4.0632,0.7131,BBB,0.5849,4.5693
13.0,4.1617,0.7163,BBB,0.5849,4.6701
14.0,4.2343,0.7192,BBB,0.5849,4.7447
15.0,4.2826,0.722,BBB,0.5849,4.795
16.0,4.3099,0.7249,BBB,0.5849,4.8243
17.0,4.3205,0.7277,BBB,0.5849,4.837
18.0,4.3197,0.7306,BBB,0.5849,4.8382
19.0,4.3129,0.7335,BBB,0.5849,4.8334
20.0,4.3048,0.7363,BBB,0.5849,4.8274
21.0,4.2954,0.7363,BBB,0.5849,4.818
22.0,4.2878,0.7363,BBB,0.5849,4.8104
23.0,4.2831,0.7363,BBB,0.5849,4.8057
24.0,4.2818,0.7363,BBB,0.5849,4.8044
25.0,4.2845,0.7363,BBB,0.5849,4.8071
26.0,4.2919,0.7363,BBB,0.5849,4.8145
27.0,4.3044,0.7363,BBB,0.5849,4.827
28.0,4.3225,0.7363,BBB,0.5849,4.8451
29.0,4.3461,0.7363,BBB,0.5849,4.8687
30.0,4.3747,0.7363,BBB,0.5849,4.8973
