field,value
ticker,V
generated_utc,2026-09-22 06:46 UTC
generated_iso,2026-09-22T06:46:30Z
bonds_source,none (pure-rating)
n_bonds,0
run_id,35696316470
git_sha,95c81e7
obs_category,unset (forecaster's judgment)
obs_category_effective_in_published_curve,none
