tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.5493,0.5989,BBB,1.0,2.5493
2.0,2.6137,0.5989,BBB,1.0,2.6137
3.0,2.8071,0.7272,BBB,1.0,2.8071
4.0,3.0134,0.8556,BBB,1.0,3.0134
5.0,3.1973,0.935,BBB,1.0,3.1973
6.0,3.4172,1.0144,BBB,1.0,3.4172
7.0,3.6732,1.0976,BBB,1.0,3.6732
8.0,3.9499,1.1807,BBB,1.0,3.9499
9.0,4.1832,1.2146,BBB,1.0,4.1832
10.0,4.3586,1.1993,BBB,1.0,4.3586
11.0,4.5139,1.184,BBB,1.0,4.5139
12.0,4.6412,1.1687,BBB,1.0,4.6412
13.0,4.7501,1.1668,BBB,1.0,4.7501
14.0,4.8401,1.1782,BBB,1.0,4.8401
15.0,4.8999,1.1896,BBB,1.0,4.8999
16.0,4.9327,1.201,BBB,1.0,4.9327
17.0,4.9431,1.2124,BBB,1.0,4.9431
18.0,4.9355,1.2239,BBB,1.0,4.9355
19.0,4.9142,1.2353,BBB,1.0,4.9142
20.0,4.8832,1.2467,BBB,1.0,4.8832
21.0,4.8339,1.2467,BBB,1.0,4.8339
22.0,4.7796,1.2467,BBB,1.0,4.7796
23.0,4.7227,1.2467,BBB,1.0,4.7227
24.0,4.6655,1.2467,BBB,1.0,4.6655
25.0,4.6108,1.2467,BBB,1.0,4.6108
26.0,4.5617,1.2467,BBB,1.0,4.5617
27.0,4.5212,1.2467,BBB,1.0,4.5212
28.0,4.4923,1.2467,BBB,1.0,4.4923
29.0,4.4765,1.2467,BBB,1.0,4.4765
30.0,4.4734,1.2467,BBB,1.0,4.4734
