tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,1.9504,3.4199,0.0,3.4199,5.3703
2.0,2.0148,2.8813,0.0,2.8813,4.8961
3.0,2.0799,7.9141,0.0,7.9141,9.994
4.0,2.1578,7.9047,0.0,7.9047,10.0625
5.0,2.2623,7.8764,0.0,7.8764,10.1387
6.0,2.4028,7.8293,0.0,7.8293,10.2321
7.0,2.5756,7.7633,0.0,7.7633,10.3389
8.0,2.7692,7.6784,0.0,7.6784,10.4476
9.0,2.9686,7.5747,0.0,7.5747,10.5433
10.0,3.1593,7.4521,0.0,7.4521,10.6114
11.0,3.3299,7.3106,0.0,7.3106,10.6405
12.0,3.4725,7.1503,0.0,7.1503,10.6228
13.0,3.5833,6.9712,0.0,6.9712,10.5545
14.0,3.6619,6.7732,0.0,6.7732,10.4351
15.0,3.7103,6.5563,0.0,6.5563,10.2666
16.0,3.7317,6.3205,0.0,6.3205,10.0522
17.0,3.7307,6.0659,0.0,6.0659,9.7966
18.0,3.7116,5.7925,0.0,5.7925,9.5041
19.0,3.6789,5.5002,0.0,5.5002,9.1791
20.0,3.6365,5.189,0.0,5.189,8.8255
21.0,3.5872,4.859,0.0,4.859,8.4462
22.0,3.5329,4.5101,0.0,4.5101,8.043
23.0,3.476,4.1423,0.0,4.1423,7.6183
24.0,3.4188,3.7557,0.0,3.7557,7.1745
25.0,3.3641,3.3502,0.0,3.3502,6.7143
26.0,3.315,2.9259,0.0,2.9259,6.2409
27.0,3.2745,2.4827,0.0,2.4827,5.7572
28.0,3.2456,2.0207,0.0,2.0207,5.2663
29.0,3.2298,1.5398,0.0,1.5398,4.7696
30.0,3.2267,1.04,0.0,1.04,4.2667
31.0,3.2267,1.04,0.0,1.04,4.2667
32.0,3.2267,1.04,0.0,1.04,4.2667
33.0,3.2267,1.04,0.0,1.04,4.2667
34.0,3.2267,1.04,0.0,1.04,4.2667
35.0,3.2267,1.04,0.0,1.04,4.2667
36.0,3.2267,1.04,0.0,1.04,4.2667
37.0,3.2267,1.04,0.0,1.04,4.2667
38.0,3.2267,1.04,0.0,1.04,4.2667
39.0,3.2267,1.04,0.0,1.04,4.2667
40.0,3.2267,1.04,0.0,1.04,4.2667
41.0,3.2267,1.04,0.0068,1.0468,4.2735
42.0,3.2267,1.04,0.0269,1.0669,4.2936
43.0,3.2267,1.04,0.0597,1.0997,4.3264
44.0,3.2267,1.04,0.1046,1.1446,4.3713
45.0,3.2267,1.04,0.1611,1.2011,4.4278
46.0,3.2267,1.04,0.2287,1.2687,4.4954
47.0,3.2267,1.04,0.3067,1.3467,4.5734
