tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.017929,0.025864,-0.001124,0.0,0.02474,0.042669
2.0,0.019011,0.024566,-0.001124,0.0,0.023443,0.042454
3.0,0.02003,0.023376,-0.001537,0.0,0.021839,0.041869
4.0,0.021036,0.022285,-0.001948,0.0,0.020337,0.041373
5.0,0.022144,0.021287,-0.002211,0.0,0.019076,0.04122
6.0,0.02346,0.020378,-0.002472,0.0,0.017906,0.041366
7.0,0.025,0.019548,-0.002734,0.0,0.016815,0.041815
8.0,0.026706,0.018791,-0.002996,0.0,0.015795,0.042501
9.0,0.028486,0.018099,-0.003124,0.0,0.014975,0.043461
10.0,0.030227,0.017466,-0.003116,0.0,0.01435,0.044577
11.0,0.031823,0.016882,-0.00311,0.0,0.013772,0.045595
12.0,0.033202,0.016344,-0.0031,0.0,0.013244,0.046446
13.0,0.034316,0.015848,-0.003111,0.0,0.012737,0.047053
14.0,0.035137,0.015389,-0.003142,0.0,0.012247,0.047384
15.0,0.035664,0.014965,-0.003172,0.0,0.011793,0.047457
16.0,0.03591,0.014572,-0.0032,0.0,0.011372,0.047282
17.0,0.0359,0.014209,-0.003227,0.0,0.010982,0.046882
18.0,0.035674,0.013872,-0.003255,0.0,0.010616,0.04629
19.0,0.035268,0.013561,-0.003281,0.0,0.01028,0.045547
20.0,0.034724,0.013275,-0.003309,0.0,0.009966,0.044691
21.0,0.034081,0.01301,-0.003306,0.0,0.009704,0.043785
22.0,0.033372,0.012767,-0.003303,0.0,0.009464,0.042836
23.0,0.032627,0.012542,-0.0033,0.0,0.009243,0.04187
24.0,0.031877,0.012336,-0.003297,0.0,0.009039,0.040916
25.0,0.031153,0.012147,-0.003294,0.0,0.008853,0.040006
26.0,0.030495,0.011974,-0.003291,0.0,0.008683,0.039178
27.0,0.029934,0.011816,-0.003289,0.0,0.008527,0.038461
28.0,0.029503,0.011672,-0.003287,0.0,0.008385,0.037888
29.0,0.029218,0.011542,-0.003286,0.0,0.008256,0.037474
30.0,0.029073,0.011423,-0.003285,0.0,0.008138,0.03721
