tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.3029,0.2872,BBB,0.4796,2.6146
2.0,2.3625,0.2872,BBB,0.4796,2.6742
3.0,2.485,0.3487,BBB,0.4796,2.8635
4.0,2.6192,0.4103,BBB,0.4796,3.0645
5.0,2.7559,0.4513,BBB,0.4796,3.2457
6.0,2.9239,0.4924,BBB,0.4796,3.4582
7.0,3.1141,0.5275,BBB,0.4796,3.6866
8.0,3.3226,0.5627,BBB,0.4796,3.9332
9.0,3.5184,0.5803,BBB,0.4796,4.1481
10.0,3.6884,0.5803,BBB,0.4796,4.3181
11.0,3.8397,0.5803,BBB,0.4796,4.4694
12.0,3.9656,0.5803,BBB,0.4796,4.5953
13.0,4.0644,0.5818,BBB,0.4796,4.6959
14.0,4.136,0.585,BBB,0.4796,4.7708
15.0,4.1803,0.5881,BBB,0.4796,4.8185
16.0,4.201,0.5912,BBB,0.4796,4.8426
17.0,4.2023,0.5943,BBB,0.4796,4.8473
18.0,4.1891,0.5975,BBB,0.4796,4.8375
19.0,4.1655,0.6006,BBB,0.4796,4.8173
20.0,4.1358,0.6037,BBB,0.4796,4.791
21.0,4.0996,0.6037,BBB,0.4796,4.7548
22.0,4.0617,0.6037,BBB,0.4796,4.7169
23.0,4.024,0.6037,BBB,0.4796,4.6792
24.0,3.9879,0.6037,BBB,0.4796,4.6431
25.0,3.9551,0.6037,BBB,0.4796,4.6103
26.0,3.9275,0.6037,BBB,0.4796,4.5827
27.0,3.9069,0.6037,BBB,0.4796,4.5621
28.0,3.8948,0.6037,BBB,0.4796,4.55
29.0,3.8922,0.6037,BBB,0.4796,4.5474
30.0,3.8985,0.6037,BBB,0.4796,4.5537
