tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.020276838,0.030238666,-0.003668513,0.0,0.026570153,0.046846991
2.0,0.020760564,0.028622046,-0.003664557,0.0,0.024957489,0.045718052
3.0,0.021254731,0.027141922,-0.004134558,0.0,0.023007364,0.044262095
4.0,0.021884018,0.025790539,-0.004603711,0.0,0.021186828,0.043070846
5.0,0.022801059,0.024559242,-0.004909555,0.0,0.019649687,0.042450746
6.0,0.024121324,0.02344009,-0.005217692,0.0,0.018222398,0.042343722
7.0,0.025818674,0.022422828,-0.005523322,0.0,0.016899506,0.04271818
8.0,0.027774721,0.02149666,-0.005831201,0.0,0.015665459,0.04344018
9.0,0.029835417,0.020649623,-0.005976641,0.0,0.014672981,0.044508398
10.0,0.031834205,0.01987326,-0.005960032,0.0,0.013913228,0.045747433
11.0,0.033636327,0.019158112,-0.005942602,0.0,0.01321551,0.046851837
12.0,0.035148609,0.018497886,-0.005923803,0.0,0.012574083,0.047722692
13.0,0.036318988,0.017888196,-0.005937602,0.0,0.011950593,0.048269581
14.0,0.037130744,0.017323154,-0.005983228,0.0,0.011339926,0.048470669
15.0,0.037598595,0.016800472,-0.006026242,0.0,0.01077423,0.048372825
16.0,0.037752171,0.016315867,-0.006070162,0.0,0.010245705,0.047997876
17.0,0.037636987,0.015868329,-0.006110206,0.0,0.009758123,0.04739511
18.0,0.037303959,0.015454686,-0.006150032,0.0,0.009304654,0.046608613
19.0,0.036804099,0.015072704,-0.006189688,0.0,0.008883016,0.045687115
20.0,0.036186348,0.014720021,-0.006228053,0.0,0.008491968,0.044678316
21.0,0.035492335,0.014396198,-0.006222021,0.0,0.008174177,0.043666513
22.0,0.034757397,0.014097506,-0.006215895,0.0,0.00788161,0.042639007
23.0,0.03401264,0.013824319,-0.006209863,0.0,0.007614456,0.041627096
24.0,0.033283918,0.013572725,-0.006204053,0.0,0.007368672,0.040652589
25.0,0.032599077,0.013341966,-0.006198627,0.0,0.007143339,0.039742417
26.0,0.031985896,0.013131271,-0.006193744,0.0,0.006937527,0.038923422
27.0,0.031474158,0.012938837,-0.006189571,0.0,0.006749266,0.038223424
28.0,0.031084334,0.012763786,-0.006186223,0.0,0.006577563,0.037661897
29.0,0.030829688,0.012604107,-0.006183768,0.0,0.006420339,0.037250027
30.0,0.030703934,0.012459646,-0.006182166,0.0,0.00627748,0.036981414
