date,mkey,Epi_1y,Epi_5y,Epi_10y,Epi_20y,Epi_30y
1963-10-31,1963-10,1.5987235650646456,1.8367048125545404,1.8824883678664086,1.905462492965987,1.9131205841252474
1963-11-30,1963-11,1.6074435005676302,1.8527592517184552,1.8999538411247623,1.923636021192649,1.931530132199002
1963-12-31,1963-12,1.7934872768209293,1.9186040976521839,1.942674451713237,1.9547529222824813,1.9587791051417982
1964-01-31,1964-01,1.8026476167855132,1.9354693738496802,1.9610220269486394,1.9738443131368295,1.978118436137104
1964-02-29,1964-02,1.8119658675247772,1.952625382578921,1.9796858873688854,1.9932648114622096,1.9977911487264421
1964-03-31,1964-03,1.6420974269696524,1.9201898961422095,1.9736901701279421,2.0005365340469825,2.0094853798156715
1964-04-30,1964-04,1.6519135287514697,1.9382625078982303,1.9933511943537436,2.0209946214659302,2.0302091566816105
1964-05-31,1964-05,1.6620700686522025,1.9569619067523134,2.013694094364063,2.042162228096508,2.051651667294395
1964-06-30,1964-06,1.6702706443447606,1.9756650672626161,2.0344177740454876,2.063899801519632,2.073727207480827
1964-07-31,1964-07,1.6788493275813183,1.9950408839155553,2.05587077602371,2.0863951322377914,2.0965699833562557
1964-08-31,1964-08,1.5147932304728338,1.966974221031922,2.053966173593716,2.0976186157685843,2.1121695238031903
1964-09-30,1964-09,1.7018791889005227,2.0374415997667237,2.101998115712918,2.1343924866445327,2.145190680028
1964-10-31,1964-10,1.5370521446601262,2.010624169166764,2.1017313938193025,2.14744887387049,2.162688132309546
1964-11-30,1964-11,1.7245309137652045,2.082704305019057,2.151610790057995,2.186187969498806,2.197713770417889
1964-12-31,1964-12,1.5612729401069592,2.0578689014801568,2.153405541047296,2.2013456954118436,2.2173258500737276
1965-01-31,1965-01,1.5750348705654702,2.0832062534879294,2.180969807815574,2.230027424944764,2.2463800696005705
1965-02-28,1965-02,1.5894009621081389,2.109655937962782,2.2097441706052603,2.2599683081162216,2.276709795410606
1965-03-31,1965-03,1.7785531690592788,2.1857008603998747,2.2640291700595805,2.303334208139358,2.3164359721163756
1965-04-30,1965-04,1.9681894307975891,2.2626369853154866,2.319283700302082,2.3477089439887564,2.3571840864123845
1965-05-31,1965-05,1.9840081707565917,2.291761168428386,2.3509676249871037,2.3806773434748267,2.390580646930728
1965-06-30,1965-06,2.170989398563074,2.369077578656394,2.407186384478646,2.4263093308377073,2.432683687459193
1965-07-31,1965-07,2.011012682594398,2.350232319348198,2.4154924235202677,2.4482398540561388,2.4591557347344355
1965-08-31,1965-08,2.204232955563884,2.430282923957282,2.473771103552713,2.495593412274101,2.502867562160966
1965-09-30,1965-09,2.044928284320598,2.4126749789796236,2.4834232052086382,2.518924567846094,2.530758431820335
1965-10-31,1965-10,2.2355052104023563,2.4930935049905245,2.5426491235838253,2.567516064851149,2.575805098807904
1965-11-30,1965-11,2.0775201046293317,2.477014634690476,2.5538706059351,2.5924368266227686,2.605292316545201
1965-12-31,1965-12,2.2683235919239433,2.558717133907787,2.6145839256481374,2.6426178049223004,2.6519624916992166
1966-01-31,1966-01,2.286979426003015,2.5930647449849604,2.6519503684513883,2.681499093334571,2.6913487319090335
1966-02-28,1966-02,2.650984962353762,2.7240634005859725,2.738122452524724,2.7451772654553097,2.747528884953323
1966-03-31,1966-03,2.6656828171197127,2.758014365347711,2.7757773890729585,2.7846908499527605,2.7876620227685334
1966-04-30,1966-04,2.8519127444537613,2.8398601028343666,2.837541379027109,2.836377846609051,2.83598999996481
1966-05-31,1966-05,2.871114806414236,2.875213384456765,2.8760018813509087,2.876397548008146,2.876529437745695
1966-06-30,1966-06,2.7102493338460563,2.8604763581310175,2.889377489410195,2.9038800373448033,2.9087142512112028
1966-07-31,1966-07,2.8999443177944144,2.9435504951967157,2.951939584068612,2.9561492173288855,2.957552437478271
1966-08-31,1966-08,3.2600005902502045,3.0741031348003376,3.0383396176169684,3.020393533871946,3.0144114673220592
1966-09-30,1966-09,3.2792169597270973,3.1094827582634346,3.076828776981328,3.060443054075708,3.0549811111648144
1966-10-31,1966-10,3.4620939337071146,3.1900802248836877,3.1377494012794767,3.1114898659537995,3.1027366309795736
1966-11-30,1966-11,3.4807851124602234,3.2244929097127137,3.175186637204879,3.1504448174603725,3.142197490947255
1966-12-31,1966-12,3.323526772699699,3.2094771525649364,3.1875359401929018,3.1765258699954733,3.172855822893513
1967-01-31,1967-01,3.341777654882122,3.2430791990003938,3.224091290239856,3.2145631837336563,3.2113871277191897
1967-02-28,1967-02,3.0119149061633905,3.1796465778940917,3.2119153064230517,3.228107710026895,3.233505212754346
1967-03-31,1967-03,3.0255325181187676,3.212087839998124,3.2479779195236107,3.2659875120778743,3.271990748367566
1967-04-30,1967-04,2.8681256438186513,3.1972937545057163,3.2606201155593717,3.2923971964574688,3.302989625167509
1967-05-31,1967-05,3.05369026740457,3.278531946304465,3.3217876714966943,3.3434933349181986,3.350728602787318
1967-06-30,1967-06,3.0682753824046625,3.3126184447929328,3.359625905380346,3.3832141844642285,3.391076994940427
1967-07-31,1967-07,3.0831794768091716,3.3472477080810674,3.3980499565778004,3.4235424550164533,3.432040009377037
