date,infl_yoy,model_exp_infl_10y,survey_exp_infl_10y,survey_source,exp_infl_10y_final,exp_infl_source
1914-01-01,2.0408163265306145,4.152749744993657,,,4.152749744993657,model
1914-02-01,1.0204081632652962,4.013759394094207,,,4.013759394094207,model
1914-03-01,1.0204081632652962,4.045402118361504,,,4.045402118361504,model
1914-04-01,0.0,3.8656261909204885,,,3.8656261909204885,model
1914-05-01,2.061855670103108,4.275566879404823,,,4.275566879404823,model
1914-06-01,1.0204081632652962,4.023072661955707,,,4.023072661955707,model
1914-07-01,1.0101010101010166,3.983593175833998,,,3.983593175833998,model
1914-08-01,3.030303030303028,4.399873673682843,,,4.399873673682843,model
1914-09-01,2.0000000000000018,4.203635724859568,,,4.203635724859568,model
1914-10-01,1.0000000000000009,4.018808070468107,,,4.018808070468107,model
1914-11-01,0.990099009900991,4.064295334578016,,,4.064295334578016,model
1914-12-01,1.0000000000000009,4.108453313211486,,,4.108453313211486,model
1915-01-01,1.0000000000000009,4.1322345961244515,,,4.1322345961244515,model
1915-02-01,1.0101010101010166,4.117649793595576,,,4.117649793595576,model
1915-03-01,0.0,3.889402096111879,,,3.889402096111879,model
1915-04-01,2.0408163265306145,4.283499452114096,,,4.283499452114096,model
1915-05-01,2.020202020202011,4.292255941172084,,,4.292255941172084,model
1915-06-01,2.020202020202011,4.335111103216297,,,4.335111103216297,model
1915-07-01,1.0000000000000009,4.199378857490943,,,4.199378857490943,model
1915-08-01,-0.9803921568627416,3.8470951514141296,,,3.8470951514141296,model
1915-09-01,-0.9803921568627416,3.8728236486335215,,,3.8728236486335215,model
1915-10-01,0.990099009900991,4.239936451388676,,,4.239936451388676,model
1915-11-01,0.9803921568627638,4.134545365789088,,,4.134545365789088,model
1915-12-01,1.980198019801982,4.188537566133044,,,4.188537566133044,model
1916-01-01,2.970297029702973,4.232059635323284,,,4.232059635323284,model
1916-02-01,4.000000000000004,4.292600535826074,,,4.292600535826074,model
1916-03-01,6.060606060606055,4.580338567616218,,,4.580338567616218,model
1916-04-01,6.000000000000005,4.453641173819011,,,4.453641173819011,model
1916-05-01,5.940594059405946,4.349401538718709,,,4.349401538718709,model
1916-06-01,6.930693069306937,4.468127365705839,,,4.468127365705839,model
1916-07-01,6.930693069306937,4.3545546666334305,,,4.3545546666334305,model
1916-08-01,7.920792079207928,4.412700968905326,,,4.412700968905326,model
1916-09-01,9.90099009900991,4.659958236588166,,,4.659958236588166,model
1916-10-01,10.784313725490202,4.673832523873241,,,4.673832523873241,model
1916-11-01,11.6504854368932,4.691508642782344,,,4.691508642782344,model
1916-12-01,12.621359223300963,4.7262980791072735,,,4.7262980791072735,model
1917-01-01,12.5,4.54960191265911,,,4.54960191265911,model
1917-02-01,15.384615384615374,4.920182503467558,,,4.920182503467558,model
1917-03-01,14.28571428571428,4.476982201348633,,,4.476982201348633,model
1917-04-01,18.867924528301884,5.185959266285938,,,5.185959266285938,model
1917-05-01,19.62616822429908,5.198044963924548,,,5.198044963924548,model
1917-06-01,20.37037037037037,5.219808232655116,,,5.219808232655116,model
1917-07-01,18.518518518518512,4.794133555828474,,,4.794133555828474,model
1917-08-01,19.266055045871557,4.952941704114529,,,4.952941704114529,model
1917-09-01,19.81981981981984,5.119398147553563,,,5.119398147553563,model
1917-10-01,19.469026548672552,5.068139217801361,,,5.068139217801361,model
1917-11-01,17.391304347826097,4.6578405387721205,,,4.6578405387721205,model
1917-12-01,18.10344827586208,4.859633195444431,,,4.859633195444431,model
1918-01-01,19.658119658119656,5.270430449754458,,,5.270430449754458,model
1918-02-01,17.500000000000004,4.971888747171895,,,4.971888747171895,model
1918-03-01,16.666666666666675,4.94643594518697,,,4.94643594518697,model
1918-04-01,12.698412698412698,4.277662164453958,,,4.277662164453958,model
1918-05-01,13.28125,4.399322271344952,,,4.399322271344952,model
1918-06-01,13.076923076923077,4.285578177970917,,,4.285578177970917,model
1918-07-01,17.96875,5.113658590259448,,,5.113658590259448,model
1918-08-01,18.461538461538463,5.017375069670486,,,5.017375069670486,model
1918-09-01,18.045112781954884,4.71946925793015,,,4.71946925793015,model
1918-10-01,18.518518518518512,4.706163863531687,,,4.706163863531687,model
1918-11-01,20.740740740740748,5.149003669997017,,,5.149003669997017,model
1918-12-01,20.43795620437956,5.138609801324422,,,5.138609801324422,model
1919-01-01,17.85714285714286,4.6586778500349135,,,4.6586778500349135,model
1919-02-01,14.893617021276585,4.132086133720814,,,4.132086133720814,model
1919-03-01,17.142857142857125,4.675182851021484,,,4.675182851021484,model
1919-04-01,17.6056338028169,4.831308273572724,,,4.831308273572724,model
1919-05-01,16.551724137931025,4.627946647706148,,,4.627946647706148,model
1919-06-01,14.965986394557817,4.351003700890409,,,4.351003700890409,model
1919-07-01,15.231788079470189,4.490630629909984,,,4.490630629909984,model
1919-08-01,14.935064935064934,4.504868895985195,,,4.504868895985195,model
1919-09-01,13.375796178343968,4.215320084252372,,,4.215320084252372,model
1919-10-01,13.125000000000009,4.136172723889308,,,4.136172723889308,model
1919-11-01,13.496932515337411,4.095820513328035,,,4.095820513328035,model
1919-12-01,14.545454545454527,4.08596167924183,,,4.08596167924183,model
1920-01-01,16.96969696969697,4.314430730851514,,,4.314430730851514,model
1920-02-01,20.37037037037037,4.715281880984331,,,4.715281880984331,model
1920-03-01,20.12195121951219,4.3958123334005546,,,4.3958123334005546,model
1920-04-01,21.55688622754493,4.481698752121751,,,4.481698752121751,model
1920-05-01,21.89349112426038,4.5271509188285535,,,4.5271509188285535,model
1920-06-01,23.66863905325445,5.015014097740994,,,5.015014097740994,model
1920-07-01,19.54022988505748,4.433152514321193,,,4.433152514321193,model
1920-08-01,14.689265536723164,3.8093840018716394,,,3.8093840018716394,model
1920-09-01,12.35955056179774,3.8065299779910875,,,3.8065299779910875,model
1920-10-01,9.944751381215443,3.828024250791386,,,3.828024250791386,model
1920-11-01,7.027027027027022,3.749608280472337,,,3.749608280472337,model
1920-12-01,2.645502645502651,3.3933468506663713,,,3.3933468506663713,model
1921-01-01,-1.5544041450777255,3.0695080396670513,,,3.0695080396670513,model
1921-02-01,-5.641025641025643,2.7751823278858185,,,2.7751823278858185,model
1921-03-01,-7.106598984771562,2.972202334874943,,,2.972202334874943,model
1921-04-01,-10.83743842364532,2.6239824996697827,,,2.6239824996697827,model
1921-05-01,-14.077669902912628,2.2368619018881364,,,2.2368619018881364,model
1921-06-01,-15.78947368421051,2.0349642270392927,,,2.0349642270392927,model
1921-07-01,-14.903846153846157,2.2389761383986433,,,2.2389761383986433,model
1921-08-01,-12.80788177339902,2.582711489945243,,,2.582711489945243,model
1921-09-01,-12.5,2.5059143065806087,,,2.5059143065806087,model
1921-10-01,-12.060301507537686,2.4416573259212693,,,2.4416573259212693,model
1921-11-01,-12.121212121212132,2.3008964236074307,,,2.3008964236074307,model
1921-12-01,-10.824742268041232,2.40896080704906,,,2.40896080704906,model
1922-01-01,-11.05263157894738,2.2125045169467255,,,2.2125045169467255,model
1922-02-01,-8.15217391304348,2.6222855166375862,,,2.6222855166375862,model
1922-03-01,-8.743169398907114,2.3090168635444357,,,2.3090168635444357,model
1922-04-01,-7.734806629834267,2.3177120080278217,,,2.3177120080278217,model
1922-05-01,-5.649717514124298,2.596449175799136,,,2.596449175799136,model
1922-06-01,-5.113636363636376,2.591528017036951,,,2.591528017036951,model
1922-07-01,-5.0847457627118615,2.494157715965531,,,2.494157715965531,model
1922-08-01,-6.214689265536711,2.186779329776786,,,2.186779329776786,model
1922-09-01,-5.142857142857138,2.313869291188645,,,2.313869291188645,model
1922-10-01,-4.571428571428571,2.3050929164582863,,,2.3050929164582863,model
1922-11-01,-3.44827586206895,2.354866279363516,,,2.354866279363516,model
1922-12-01,-2.3121387283237094,2.4045726664415374,,,2.4045726664415374,model
1923-01-01,-0.5917159763313529,2.567692139630708,,,2.567692139630708,model
1923-02-01,-0.5917159763313529,2.4000217831272064,,,2.4000217831272064,model
1923-03-01,0.5988023952095967,2.501041253199271,,,2.501041253199271,model
1923-04-01,1.197604790419149,2.508270428272143,,,2.508270428272143,model
1923-05-01,1.197604790419149,2.395879402870798,,,2.395879402870798,model
1923-06-01,1.7964071856287456,2.4118071038523095,,,2.4118071038523095,model
1923-07-01,2.3809523809523725,2.4309469032697373,,,2.4309469032697373,model
1923-08-01,3.0120481927710774,2.470338531691693,,,2.470338531691693,model
1923-09-01,3.61445783132528,2.532811969626183,,,2.532811969626183,model
1923-10-01,3.592814371257491,2.498047361264548,,,2.498047361264548,model
1923-11-01,2.9761904761904656,2.3597167693531955,,,2.3597167693531955,model
1923-12-01,2.366863905325456,2.252265764884799,,,2.252265764884799,model
1924-01-01,2.9761904761904656,2.4126370157601755,,,2.4126370157601755,model
1924-02-01,2.3809523809523725,2.3431733536153363,,,2.3431733536153363,model
1924-03-01,1.7857142857142794,2.2717591798025687,,,2.2717591798025687,model
1924-04-01,0.591715976331364,2.098096778499897,,,2.098096778499897,model
1924-05-01,0.591715976331364,2.1671401670060613,,,2.1671401670060613,model
1924-06-01,0.0,2.1008381357467276,,,2.1008381357467276,model
1924-07-01,-0.5813953488371992,2.010271783977737,,,2.010271783977737,model
1924-08-01,-0.5847953216374324,2.0230553195768084,,,2.0230553195768084,model
1924-09-01,-0.5813953488371992,2.0184788067334596,,,2.0184788067334596,model
1924-10-01,-0.5780346820809301,1.9891561115383207,,,1.9891561115383207,model
1924-11-01,-0.5780346820809301,1.9504359994430025,,,1.9504359994430025,model
1924-12-01,0.0,2.0191985003624726,,,2.0191985003624726,model
1925-01-01,0.0,1.950476219171565,,,1.950476219171565,model
1925-02-01,0.0,1.8734507920978452,,,1.8734507920978452,model
1925-03-01,1.1695906432748426,2.0219031649853925,,,2.0219031649853925,model
1925-04-01,1.17647058823529,1.912435211538476,,,1.912435211538476,model
1925-05-01,1.764705882352935,1.9068169267451316,,,1.9068169267451316,model
1925-06-01,2.941176470588225,2.0315658220372415,,,2.0315658220372415,model
1925-07-01,3.50877192982455,2.055074686271833,,,2.055074686271833,model
1925-08-01,4.117647058823515,2.107906852150375,,,2.107906852150375,model
1925-09-01,3.50877192982455,1.9239108352719896,,,1.9239108352719896,model
1925-10-01,2.906976744186052,1.7755423068626737,,,1.7755423068626737,model
1925-11-01,4.651162790697683,2.113924736052202,,,2.113924736052202,model
1925-12-01,3.4682080924855363,1.851569413930438,,,1.851569413930438,model
1926-01-01,3.4682080924855363,1.8317219263497626,,,1.8317219263497626,model
1926-02-01,4.06976744186045,1.9479381380473368,,,1.9479381380473368,model
1926-03-01,2.8901734104046284,1.727651137059766,,,1.727651137059766,model
1926-04-01,4.06976744186045,2.0312144765886035,,,2.0312144765886035,model
1926-05-01,2.8901734104046284,1.9177888684449278,,,1.9177888684449278,model
1926-06-01,1.1428571428571344,1.6951127207151493,,,1.6951127207151493,model
1926-07-01,-1.1299435028248594,1.3654085012582633,,,1.3654085012582633,model
1926-08-01,-1.6949152542372947,1.3492294271323793,,,1.3492294271323793,model
1926-09-01,-1.1299435028248594,1.525704736162972,,,1.525704736162972,model
1926-10-01,-0.5649717514124131,1.648775495616771,,,1.648775495616771,model
1926-11-01,-1.6666666666666718,1.4337590105026556,,,1.4337590105026556,model
1926-12-01,-1.1173184357541888,1.5725392389450683,,,1.5725392389450683,model
1927-01-01,-2.234636871508377,1.3909190731843057,,,1.3909190731843057,model
1927-02-01,-2.793296089385477,1.3092896646616363,,,1.3092896646616363,model
1927-03-01,-2.80898876404494,1.3064670192959373,,,1.3064670192959373,model
1927-04-01,-3.351955307262555,1.1459521343841745,,,1.1459521343841745,model
1927-05-01,-2.247191011235972,1.3012959976221485,,,1.3012959976221485,model
1927-06-01,-0.5649717514124131,1.567400525829201,,,1.567400525829201,model
1927-07-01,-1.1428571428571344,1.3765654703247039,,,1.3765654703247039,model
1927-08-01,-1.1494252873563204,1.3324720442030324,,,1.3324720442030324,model
1927-09-01,-1.1428571428571344,1.344801307901958,,,1.344801307901958,model
1927-10-01,-1.1363636363636576,1.3584493760572924,,,1.3584493760572924,model
1927-11-01,-2.259887005649708,1.1269577139405906,,,1.1269577139405906,model
1927-12-01,-2.259887005649708,1.1213775517994162,,,1.1213775517994162,model
1928-01-01,-1.1428571428571344,1.3273255521169047,,,1.3273255521169047,model
1928-02-01,-1.724137931034464,1.1722887363740255,,,1.1722887363740255,model
1928-03-01,-1.1560693641618491,1.2548726705860176,,,1.2548726705860176,model
1928-04-01,-1.1560693641618491,1.2576563931257474,,,1.2576563931257474,model
1928-05-01,-1.1494252873563204,1.2347664131702287,,,1.2347664131702287,model
1928-06-01,-2.840909090909094,0.8585004559943978,,,0.8585004559943978,model
1928-07-01,-1.1560693641618491,1.1567843282685266,,,1.1567843282685266,model
1928-08-01,-0.5813953488371992,1.240314499379524,,,1.240314499379524,model
1928-09-01,0.0,1.3019073282494598,,,1.3019073282494598,model
1928-10-01,-1.1494252873563204,1.0440886606979585,,,1.0440886606979585,model
1928-11-01,-0.5780346820809301,1.149648368840051,,,1.149648368840051,model
1928-12-01,-1.1560693641618491,1.0203356551947957,,,1.0203356551947957,model
1929-01-01,-1.1560693641618491,1.0032958289862024,,,1.0032958289862024,model
1929-02-01,0.0,1.2302238994821946,,,1.2302238994821946,model
1929-03-01,-0.5847953216374324,1.092891614728127,,,1.092891614728127,model
1929-04-01,-1.1695906432748648,0.9287298047668768,,,0.9287298047668768,model
1929-05-01,-1.1627906976744096,0.8756904074204607,,,0.8756904074204607,model
1929-06-01,0.0,1.0510044540925088,,,1.0510044540925088,model
1929-07-01,1.1695906432748426,1.2318116278451139,,,1.2318116278451139,model
1929-08-01,1.1695906432748426,1.1739129735785492,,,1.1739129735785492,model
1929-09-01,0.0,0.9052797438798024,,,0.9052797438798024,model
1929-10-01,0.5813953488372103,1.021969975717094,,,1.021969975717094,model
1929-11-01,0.5813953488372103,1.0407718636133132,,,1.0407718636133132,model
1929-12-01,0.5847953216374213,1.0550518365658497,,,1.0550518365658497,model
1930-01-01,0.0,0.9496452167935265,,,0.9496452167935265,model
1930-02-01,-0.5847953216374324,0.8349882632510861,,,0.8349882632510861,model
1930-03-01,-0.5882352941176561,0.8620094999297312,,,0.8620094999297312,model
1930-04-01,0.591715976331364,1.156561998870234,,,1.156561998870234,model
1930-05-01,-0.5882352941176561,1.0134277405021368,,,1.0134277405021368,model
1930-06-01,-1.7543859649122862,0.8918716494756194,,,0.8918716494756194,model
1930-07-01,-4.046242774566466,0.556716473727764,,,0.556716473727764,model
1930-08-01,-4.624277456647407,0.5602140859221845,,,0.5602140859221845,model
1930-09-01,-4.046242774566466,0.7797165046816547,,,0.7797165046816547,model
1930-10-01,-4.624277456647407,0.7432661331104926,,,0.7432661331104926,model
1930-11-01,-5.202312138728338,0.7032235273192026,,,0.7032235273192026,model
1930-12-01,-6.395348837209292,0.5572161536921703,,,0.5572161536921703,model
1931-01-01,-7.017543859649134,0.5291700039689406,,,0.5291700039689406,model
1931-02-01,-7.647058823529418,0.5073174530194291,,,0.5073174530194291,model
1931-03-01,-7.692307692307687,0.5941059217996313,,,0.5941059217996313,model
