vintage,date,eff_tips_ry,eff_erp,eff_coe,duration,preset,credit_anchor_rating,credit_anchor_tenor,bbb_spread_30y,risk_addon,erp_plateau,cost_premium,equity_premium_plateau,rate_response,year30_spot_erp,corp_prem_floor,corp_prem_binds,net_basis_expected_loss,net_basis_liquidity,net_basis_erp_plateau
2026-09-24,2026-09-24,2.7845,4.2743,7.0588,23.2,C,BBB,30.0,1.225,2.75,3.975,0.493154,4.468154,-0.235357,4.232797,1.03,False,0.18,0.3,3.495
