vintage,date,eff_tips_ry,eff_erp,eff_coe,duration,preset,credit_anchor_rating,credit_anchor_tenor,bbb_spread_30y,risk_addon,erp_plateau,cost_premium,equity_premium_plateau,rate_response,year30_spot_erp,corp_prem_floor,corp_prem_binds,net_basis_expected_loss,net_basis_liquidity,net_basis_erp_plateau
2026-09-17,2026-09-17,2.7811,3.8142,6.5953,23.93,B,BBB,30.0,1.225,2.0,3.225,0.493154,3.718154,-0.23433,3.483824,1.03,False,0.18,0.3,2.745
