vintage,date,eff_tips_ry,eff_erp,eff_coe,duration,preset,credit_anchor_rating,credit_anchor_tenor,bbb_spread_30y,risk_addon,erp_plateau,cost_premium,equity_premium_plateau,rate_response,year30_spot_erp,corp_prem_floor,corp_prem_binds,net_basis_expected_loss,net_basis_liquidity,net_basis_erp_plateau
2026-09-23,2026-09-23,2.771,3.3784,6.1494,24.78,A,BBB,30.0,1.225,1.25,2.475,0.493154,2.968154,-0.23129,2.736864,1.03,False,0.18,0.3,1.995
