date,infl_yoy,trend_exp_infl
1919-01-01,17.85714285714286,17.857142856668226
1919-02-01,14.893617021276585,14.893617021951227
1919-03-01,17.142857142857125,17.142857142540848
1919-04-01,17.6056338028169,17.605633802267263
1919-05-01,16.551724137931025,16.551724137709577
1919-06-01,14.965986394557817,14.965986394895511
1919-07-01,15.231788079470189,15.231788079618477
1919-08-01,14.935064935064934,14.935064935260579
1919-09-01,13.375796178343968,13.375796179104652
1919-10-01,13.125000000000009,13.125000000792314
1919-11-01,13.496932515337411,13.496932515926575
1919-12-01,14.545454545454527,14.545454545566356
1920-01-01,16.96969696969697,16.96969696878183
1920-02-01,20.37037037037037,20.370370367968466
1920-03-01,20.12195121951219,20.121951217087894
1920-04-01,21.55688622754493,21.556886224297127
1920-05-01,21.89349112426038,21.893491120637332
1920-06-01,23.66863905325445,23.66863904852485
1920-07-01,19.54022988505748,19.5402298815513
1920-08-01,14.689265536723164,14.689265534625687
1920-09-01,12.35955056179774,12.359550560038867
1920-10-01,9.944751381215443,9.94475137980875
1920-11-01,7.027027027027022,7.027027026119452
1920-12-01,2.645502645502651,2.6455026456755997
1921-01-01,-1.5544041450777255,-1.5544041439129765
1921-02-01,-5.641025641025643,-5.641025638847504
1921-03-01,-7.106598984771562,-7.106598982627855
1921-04-01,-10.83743842364532,-10.83743842053236
1921-05-01,-14.077669902912628,-14.077669898990285
1921-06-01,-15.78947368421051,-15.789473679992266
1921-07-01,-14.903846153846157,-14.903846150281192
1921-08-01,-12.80788177339902,-12.807881770903162
1921-09-01,-12.5,-12.499999997767478
1921-10-01,-12.060301507537686,-12.060301505587034
1921-11-01,-12.121212121212132,-12.12121211925273
1921-12-01,-10.824742268041232,-10.824742266610551
1922-01-01,-11.05263157894738,-11.05263157732448
1922-02-01,-8.15217391304348,-8.152173912529662
1922-03-01,-8.743169398907114,-8.743169398007241
1922-04-01,-7.734806629834267,-7.73480662920916
1922-05-01,-5.649717514124298,-5.649717514178845
1922-06-01,-5.113636363636376,-5.113636363723159
1922-07-01,-5.0847457627118615,-5.0847457626535855
1922-08-01,-6.214689265536711,-6.214689264827579
1922-09-01,-5.142857142857138,-5.142857142403271
1922-10-01,-4.571428571428571,-4.571428570990871
1922-11-01,-3.44827586206895,-3.448275861885785
1922-12-01,-2.3121387283237094,-2.3121387283789465
1923-01-01,-0.5917159763313529,-0.5917159768884224
1923-02-01,-0.5917159763313529,-0.5917159766756963
1923-03-01,0.5988023952095967,0.5988023945622248
1923-04-01,1.197604790419149,1.197604789707809
1923-05-01,1.197604790419149,1.1976047898673379
1923-06-01,1.7964071856287456,1.7964071849710885
1923-07-01,2.3809523809523725,2.3809523801837416
1923-08-01,3.0120481927710774,3.012048191851362
1923-09-01,3.61445783132528,3.614457830242527
1923-10-01,3.592814371257491,3.5928143702390254
1923-11-01,2.9761904761904656,2.9761904754471655
1923-12-01,2.366863905325456,2.366863904848711
1924-01-01,2.9761904761904656,2.976190475458255
1924-02-01,2.3809523809523725,2.3809523804560255
1924-03-01,1.7857142857142794,1.785714285417093
1924-04-01,0.591715976331364,0.5917159764913078
1924-05-01,0.591715976331364,0.5917159764496638
1924-06-01,0.0,3.315837604489502e-10
1924-07-01,-0.5813953488371992,-0.581395348295769
1924-08-01,-0.5847953216374324,-0.5847953211098182
1924-09-01,-0.5813953488371992,-0.5813953483097798
1924-10-01,-0.5780346820809301,-0.578034681546751
1924-11-01,-0.5780346820809301,-0.5780346815181965
1924-12-01,0.0,3.622488975452143e-10
1925-01-01,0.0,4.083079619101826e-10
1925-02-01,0.0,4.713397384109425e-10
1925-03-01,1.1695906432748426,1.1695906433279395
1925-04-01,1.17647058823529,1.1764705883605104
1925-05-01,1.764705882352935,1.7647058823044626
1925-06-01,2.941176470588225,2.941176470126565
1925-07-01,3.50877192982455,3.5087719291991757
1925-08-01,4.117647058823515,4.117647057987123
1925-09-01,3.50877192982455,3.508771929253034
1925-10-01,2.906976744186052,2.9069767438843237
1925-11-01,4.651162790697683,4.65116278966553
1925-12-01,3.4682080924855363,3.4682080919283766
1926-01-01,3.4682080924855363,3.468208091878716
1926-02-01,4.06976744186045,4.0697674409372135
1926-03-01,2.8901734104046284,2.8901734099058887
1926-04-01,4.06976744186045,4.069767440771047
1926-05-01,2.8901734104046284,2.8901734097021547
1926-06-01,1.1428571428571344,1.1428571427214862
1926-07-01,-1.1299435028248594,-1.1299435021670632
1926-08-01,-1.6949152542372947,-1.6949152534734913
1926-09-01,-1.1299435028248594,-1.1299435023865125
1926-10-01,-0.5649717514124131,-0.5649717513117003
1926-11-01,-1.6666666666666718,-1.6666666661959637
1926-12-01,-1.1173184357541888,-1.1173184356073367
1927-01-01,-2.234636871508377,-2.234636870967661
1927-02-01,-2.793296089385477,-2.7932960886812457
1927-03-01,-2.80898876404494,-2.8089887633864783
1927-04-01,-3.351955307262555,-3.3519553064087986
1927-05-01,-2.247191011235972,-2.2471910108412034
1927-06-01,-0.5649717514124131,-0.5649717517100632
1927-07-01,-1.1428571428571344,-1.1428571429169954
1927-08-01,-1.1494252873563204,-1.149425287430533
1927-09-01,-1.1428571428571344,-1.1428571429280097
1927-10-01,-1.1363636363636576,-1.1363636364476022
1927-11-01,-2.259887005649708,-2.259887005279553
1927-12-01,-2.259887005649708,-2.2598870052742948
1928-01-01,-1.1428571428571344,-1.142857142935129
1928-02-01,-1.724137931034464,-1.7241379308528197
1928-03-01,-1.1560693641618491,-1.1560693642114974
1928-04-01,-1.1560693641618491,-1.156069364182006
1928-05-01,-1.1494252873563204,-1.1494252873879491
1928-06-01,-2.840909090909094,-2.8409090902201894
1928-07-01,-1.1560693641618491,-1.1560693641536899
1928-08-01,-0.5813953488371992,-0.5813953490106311
1928-09-01,0.0,-4.061715408454347e-10
1928-10-01,-1.1494252873563204,-1.1494252872636008
1928-11-01,-0.5780346820809301,-0.5780346822204879
1928-12-01,-1.1560693641618491,-1.1560693640431783
1929-01-01,-1.1560693641618491,-1.1560693640218895
1929-02-01,0.0,-3.163120876337189e-10
1929-03-01,-0.5847953216374324,-0.5847953216953298
1929-04-01,-1.1695906432748648,-1.1695906430971648
1929-05-01,-1.1627906976744096,-1.1627906974877664
1929-06-01,0.0,-2.70459654672095e-10
1929-07-01,1.1695906432748426,1.1695906425393627
1929-08-01,1.1695906432748426,1.1695906425183704
1929-09-01,0.0,-3.040858675973368e-10
1929-10-01,0.5813953488372103,0.5813953482474138
1929-11-01,0.5813953488372103,0.5813953482078504
1929-12-01,0.5847953216374213,0.5847953209331739
1930-01-01,0.0,-5.555605975260391e-10
1930-02-01,-0.5847953216374324,-0.5847953220663098
1930-03-01,-0.5882352941176561,-0.588235294650053
1930-04-01,0.591715976331364,0.5917159751809232
1930-05-01,-0.5882352941176561,-0.5882352949242066
1930-06-01,-1.7543859649122862,-1.7543859654369496
1930-07-01,-4.046242774566466,-4.046242774338617
1930-08-01,-4.624277456647407,-4.624277456367805
1930-09-01,-4.046242774566466,-4.046242774700932
1930-10-01,-4.624277456647407,-4.6242774567198435
1930-11-01,-5.202312138728338,-5.202312138760556
1930-12-01,-6.395348837209292,-6.395348836935939
1931-01-01,-7.017543859649134,-7.017543859305506
1931-02-01,-7.647058823529418,-7.647058823086905
1931-03-01,-7.692307692307687,-7.6923076920090825
1931-04-01,-8.823529411764708,-8.823529411145605
1931-05-01,-9.467455621301768,-9.46745562056866
1931-06-01,-10.119047619047628,-10.119047618156976
1931-07-01,-9.036144578313266,-9.036144577958952
1931-08-01,-8.484848484848484,-8.484848484805596
1931-09-01,-9.63855421686748,-9.638554216428652
1931-10-01,-9.696969696969692,-9.696969696596717
1931-11-01,-10.365853658536585,-10.365853657928852
1931-12-01,-9.316770186335413,-9.316770186213324
1932-01-01,-10.062893081761004,-10.0628930813589
1932-02-01,-10.191082802547768,-10.19108280213034
1932-03-01,-10.256410256410254,-10.256410255978471
1932-04-01,-10.322580645161285,-10.322580644709678
1932-05-01,-10.457516339869288,-10.457516339350539
1932-06-01,-9.93377483443708,-9.933774834109707
1932-07-01,-9.93377483443708,-9.933774834076088
1932-08-01,-10.596026490066224,-10.596026489388851
1932-09-01,-10.666666666666668,-10.666666665903959
1932-10-01,-10.738255033557042,-10.73825503267384
1932-11-01,-10.20408163265306,-10.204081631886817
1932-12-01,-10.273972602739722,-10.27397260180802
1933-01-01,-9.790209790209792,-9.790209789327356
1933-02-01,-9.9290780141844,-9.929078013065551
1933-03-01,-9.999999999999998,-9.999999998650065
1933-04-01,-9.35251798561152,-9.352517984289161
1933-05-01,-8.029197080291972,-8.029197079250519
1933-06-01,-6.617647058823528,-6.617647058057726
1933-07-01,-3.676470588235292,-3.676470588368722
1933-08-01,-2.222222222222225,-2.2222222226346875
1933-09-01,-1.49253731343284,-1.4925373138482576
1933-10-01,-0.7518796992481258,-0.7518796996762742
1933-11-01,0.0,-4.5765335965342047e-10
1933-12-01,0.7633587786259444,0.7633587781192798
1934-01-01,2.325581395348819,2.3255813944587214
1934-02-01,4.724409448818912,4.724409447173315
1934-03-01,5.555555555555558,5.555555553759073
1934-04-01,5.555555555555558,5.555555553897504
1934-05-01,5.555555555555558,5.555555554018546
1934-06-01,5.51181102362206,5.51181102215915
1934-07-01,2.290076335877877,2.290076335772097
1934-08-01,1.5151515151515138,1.515151515388487
1934-09-01,3.030303030303028,3.030303029948665
1934-10-01,2.2727272727272707,2.2727272727204513
1934-11-01,2.2727272727272707,2.2727272727064065
1934-12-01,1.5151515151515138,1.5151515154676134
1935-01-01,3.030303030303028,3.030303030001535
1935-02-01,3.007518796992481,3.007518796716144
1935-03-01,3.007518796992481,3.0075187967124024
1935-04-01,3.759398496240607,3.7593984956509052
1935-05-01,3.759398496240607,3.7593984956275235
1935-06-01,2.238805970149249,2.2388059701307004
1935-07-01,2.238805970149249,2.238805970097022
1935-08-01,2.238805970149249,2.2388059700570184
1935-09-01,0.7352941176470562,0.7352941181389345
1935-10-01,1.4814814814814836,1.481481481625012
1935-11-01,2.2222222222222365,2.2222222220576775
1935-12-01,2.9850746268656803,2.9850746263516466
1936-01-01,1.4705882352941346,1.4705882353705457
1936-02-01,0.7299270072992803,0.7299270076364776
1936-03-01,0.0,6.15501205558644e-10
1936-04-01,-0.7246376811594346,-0.7246376802620561
1936-05-01,-0.7246376811594346,-0.7246376802496202
1936-06-01,0.7299270072992803,0.7299270076382458
1936-07-01,1.4598540145985384,1.4598540146841177
1936-08-01,2.189781021897818,2.1897810217174705
1936-09-01,2.189781021897818,2.1897810217611187
1936-10-01,2.189781021897818,2.1897810217913047
1936-11-01,1.4492753623188248,1.4492753625526777
1936-12-01,1.4492753623188248,1.449275362593959
1937-01-01,2.1739130434782483,2.1739130434939313
1937-02-01,2.1739130434782483,2.173913043545493
1937-03-01,3.649635036496357,3.649635035989644
1937-04-01,4.379562043795637,4.379562043032334
1937-05-01,5.109489051094895,5.109489050031692
1937-06-01,4.347826086956519,4.347826086198417
1937-07-01,4.316546762589923,4.316546761793536
1937-08-01,3.571428571428581,3.571428570893966
1937-09-01,4.285714285714293,4.285714284812192
1937-10-01,4.285714285714293,4.285714284726619
1937-11-01,3.571428571428581,3.5714285706236115
1937-12-01,2.857142857142869,2.857142856484767
1938-01-01,0.7092198581560183,0.7092198582363016
1938-02-01,0.0,2.1077883882725246e-10
1938-03-01,-0.7042253521126751,-0.7042253517416146
1938-04-01,-0.6993006993007089,-0.6993006990791124
1938-05-01,-2.083333333333337,-2.0833333326639485
1938-06-01,-2.083333333333337,-2.0833333327928
1938-07-01,-2.758620689655178,-2.7586206889246654
1938-08-01,-2.758620689655178,-2.7586206890109484
1938-09-01,-3.424657534246578,-3.4246575333958074
1938-10-01,-4.109589041095885,-4.109589040009798
1938-11-01,-3.4482758620689613,-3.448275861280366
1938-12-01,-2.777777777777779,-2.777777777251011
1939-01-01,-1.4084507042253502,-1.4084507042508436
1939-02-01,-1.4184397163120477,-1.4184397163032794
1939-03-01,-1.4184397163120477,-1.418439716300837
1939-04-01,-2.8169014084506894,-2.816901407829655
1939-05-01,-2.127659574468077,-2.127659574099142
1939-06-01,-2.127659574468077,-2.1276595740374193
1939-07-01,-2.127659574468077,-2.1276595739935305
1939-08-01,-2.127659574468077,-2.127659573911081
1939-09-01,0.0,-2.4175550450422634e-10
1939-10-01,0.0,-1.4904733248548122e-10
1939-11-01,0.0,-7.917515641861331e-11
1939-12-01,0.0,-1.4430546140098922e-11
1940-01-01,-0.7142857142857117,-0.7142857139182966
1940-02-01,0.7194244604316502,0.7194244602805164
1940-03-01,0.7194244604316502,0.719424460376805
1940-04-01,1.4492753623188248,1.4492753620273604
1940-05-01,1.4492753623188248,1.449275362111557
1940-06-01,2.1739130434782483,2.17391304303204
1940-07-01,1.4492753623188248,1.4492753622508907
1940-08-01,1.4492753623188248,1.449275362287927
1940-09-01,-0.7092198581560294,-0.7092198572211978
1940-10-01,0.0,7.080275254978119e-10
1940-11-01,0.0,8.255216928817233e-10
1940-12-01,0.7142857142857117,0.7142857149408571
1941-01-01,1.4388489208633004,1.4388489213520526
1941-02-01,0.7142857142857117,0.7142857152283798
1941-03-01,1.4285714285714235,1.4285714293863845
1941-04-01,2.142857142857157,2.142857143577911
1941-05-01,2.857142857142869,2.8571428577866405
1941-06-01,4.255319148936176,4.2553191492261995
1941-07-01,5.000000000000004,5.000000000222051
1941-08-01,6.428571428571428,6.4285714284389845
1941-09-01,7.857142857142851,7.857142856664291
1941-10-01,9.285714285714295,9.285714284873862
1941-11-01,10.000000000000009,9.99999999905978
1941-12-01,9.92907801418439,9.929078013454214
1942-01-01,11.347517730496447,11.34751772933382
1942-02-01,12.056737588652489,12.05673758733696
1942-03-01,12.676056338028175,12.676056336543152
1942-04-01,12.587412587412585,12.58741258603704
1942-05-01,13.194444444444445,13.194444442817922
1942-06-01,10.88435374149661,10.884353740823057
1942-07-01,11.564625850340128,11.56462584933356
1942-08-01,10.738255033557053,10.738255032837756
1942-09-01,9.27152317880795,9.271523178603273
1942-10-01,9.15032679738561,9.150326797133781
1942-11-01,9.090909090909085,9.090909090595815
1942-12-01,9.03225806451613,9.032258064112463
1943-01-01,7.643312101910826,7.6433121019536445
1943-02-01,6.962025316455689,6.962025316649904
1943-03-01,7.499999999999996,7.499999999861193
1943-04-01,8.074534161490664,8.074534160991353
1943-05-01,7.361963190184051,7.361963189851085
1943-06-01,7.361963190184051,7.361963189698768
1943-07-01,6.0975609756097615,6.09756097548787
1943-08-01,4.8484848484848575,4.8484848487276055
1943-09-01,5.454545454545445,5.454545454381106
1943-10-01,4.191616766467066,4.191616766681669
1943-11-01,3.5714285714285587,3.5714285717353498
1943-12-01,2.9585798816567976,2.958579882078917
1944-01-01,2.9585798816567976,2.958579881958755
1944-02-01,2.9585798816567976,2.958579881834235
1944-03-01,1.162790697674421,1.1627906984823728
1944-04-01,0.5747126436781658,0.5747126446186259
1944-05-01,0.0,1.1104415165164028e-09
1944-06-01,0.5714285714285783,0.571428572260063
1944-07-01,1.7241379310344973,1.72413793137574
1944-08-01,2.3121387283236983,2.312138728406216
1944-09-01,1.7241379310344973,1.7241379313475902
1944-10-01,1.7241379310344973,1.7241379313373633
1944-11-01,1.7241379310344973,1.7241379313529377
1944-12-01,2.298850574712663,2.2988505748103654
1945-01-01,2.298850574712663,2.2988505748349946
1945-02-01,2.298850574712663,2.2988505748603942
1945-03-01,2.298850574712663,2.298850574883614
1945-04-01,1.7142857142857126,1.7142857147348838
1945-05-01,2.2857142857142687,2.285714285976415
1945-06-01,2.840909090909083,2.840909090998679
1945-07-01,2.259887005649719,2.2598870060391367
1945-08-01,2.259887005649719,2.2598870061025123
1945-09-01,2.259887005649719,2.2598870061890923
1945-10-01,2.259887005649719,2.259887006288222
1945-11-01,2.259887005649719,2.2598870064055507
1945-12-01,2.2471910112359383,2.247191012138653
1946-01-01,2.2471910112359383,2.2471910122924794
1946-02-01,1.6853932584269593,1.6853932599126842
1946-03-01,2.80898876404494,2.8089887652962977
1946-04-01,3.3707865168539186,3.3707865181431758
1946-05-01,3.3519553072625774,3.351955308813768
1946-06-01,3.3149171270718147,3.3149171289844532
1946-07-01,9.392265193370154,9.392265193136753
1946-08-01,11.602209944751362,11.602209943991964
1946-09-01,12.707182320441968,12.707182319542538
1946-10-01,14.9171270718232,14.91712707033408
1946-11-01,17.67955801104972,17.679558008708188
1946-12-01,18.13186813186813,18.13186812956431
1947-01-01,18.13186813186813,18.13186812971601
1947-02-01,18.78453038674033,18.78453038443279
1947-03-01,19.67213114754096,19.672131144917756
1947-04-01,19.02173913043479,19.021739128067594
1947-05-01,18.37837837837837,18.378378376220827
1947-06-01,17.647058823529417,17.6470588215169
1947-07-01,12.12121212121211,12.12121212129918
1947-08-01,11.386138613861396,11.386138614061919
1947-09-01,12.745098039215684,12.745098038693948
1947-10-01,10.576923076923084,10.576923077097085
1947-11-01,8.450704225352123,8.450704226180612
1947-12-01,8.837209302325565,8.837209302824187
1948-01-01,10.232558139534875,10.232558139305565
1948-02-01,9.302325581395344,9.302325581355133
1948-03-01,6.849315068493156,6.849315069284431
1948-04-01,8.675799086757996,8.675799086618202
1948-05-01,9.1324200913242,9.13242009085104
1948-06-01,9.545454545454549,9.545454544630202
1948-07-01,9.909909909909898,9.909909908741675
1948-08-01,8.888888888888879,8.888888887908367
1948-09-01,6.521739130434789,6.521739130187865
1948-10-01,6.0869565217391175,6.086956521416514
1948-11-01,4.761904761904745,4.761904761884001
1948-12-01,2.991452991453003,2.991452991891386
1949-01-01,1.265822784810133,1.265822785708195
1949-02-01,1.276595744680864,1.2765957453542014
1949-03-01,1.7094017094017255,1.7094017096892484
1949-04-01,0.4201680672268892,0.4201680678462716
1949-05-01,-0.4184100418409997,-0.4184100410593409
1949-06-01,-0.8298755186722073,-0.8298755178915237
1949-07-01,-2.868852459016391,-2.8688524575291936
1949-08-01,-2.857142857142858,-2.8571428557684326
1949-09-01,-2.448979591836742,-2.4489795906975376
1949-10-01,-2.868852459016391,-2.868852457729172
1949-11-01,-1.6528925619834656,-1.6528925612128458
1949-12-01,-2.0746887966805017,-2.07468879571236
1950-01-01,-2.083333333333337,-2.0833333323229564
1950-02-01,-1.260504201680679,-1.2605042009316878
1950-03-01,-0.8403361344537785,-0.8403361337862172
1950-04-01,-1.2552301255229992,-1.2552301245676545
1950-05-01,-0.4201680672269003,-0.42016806649691696
1950-06-01,-0.4184100418409997,-0.4184100409372613
1950-07-01,1.6877637130801704,1.687763713287458
1950-08-01,2.1008403361344463,2.1008403363591572
1950-09-01,2.092050209205021,2.092050209625881
1950-10-01,3.797468354430378,3.7974683543291574
1950-11-01,3.7815126050420034,3.781512605153667
1950-12-01,5.932203389830493,5.93220338924087
1951-01-01,8.085106382978724,8.085106381694711
1951-02-01,9.361702127659566,9.361702125993327
1951-03-01,9.322033898305085,9.322033896757386
1951-04-01,9.322033898305085,9.322033896822099
1951-05-01,9.282700421940929,9.282700420512969
1951-06-01,8.823529411764696,8.823529410520825
1951-07-01,7.468879668049788,7.468879667321481
1951-08-01,6.584362139917688,6.584362139496753
1951-09-01,6.9672131147541005,6.9672131140983495
1951-10-01,6.5040650406503975,6.504065040109279
1951-11-01,6.882591093117396,6.8825910923129925
1951-12-01,6.000000000000005,5.999999999443838
1952-01-01,4.330708661417337,4.330708661400482
1952-02-01,2.3346303501945664,2.334630350859224
1952-03-01,1.9379844961240345,1.9379844968320548
1952-04-01,2.325581395348819,2.325581395790854
1952-05-01,1.9305019305019264,1.9305019310090263
1952-06-01,2.316602316602312,2.3166023168593175
1952-07-01,3.088803088803082,3.08880308866605
1952-08-01,3.088803088803082,3.0888030885830258
1952-09-01,2.298850574712641,2.298850574732401
1952-10-01,1.9083969465648831,1.9083969466568362
1952-11-01,1.1363636363636465,1.1363636366985426
1952-12-01,0.7547169811320753,0.7547169815470331
1953-01-01,0.3773584905660376,0.37735849107749125
1953-02-01,0.7604562737642651,0.7604562740703902
1953-03-01,1.1406844106463865,1.1406844107513905
1953-04-01,0.7575757575757791,0.757575757802502
1953-05-01,1.1363636363636465,1.1363636363998426
1953-06-01,1.132075471698113,1.132075471702967
1953-07-01,0.3745318352059934,0.37453183549506064
1953-08-01,0.7490636704119868,0.749063670516011
1953-09-01,0.7490636704119868,0.7490636705063076
1953-10-01,1.1235955056179805,1.1235955055342217
1953-11-01,0.7490636704119868,0.7490636704626952
1953-12-01,0.7490636704119868,0.7490636704388298
1954-01-01,1.1278195488721776,1.1278195487292595
1954-02-01,1.5094339622641506,1.5094339619427097
1954-03-01,1.1278195488721776,1.1278195486773883
1954-04-01,0.7518796992481258,0.7518796991730392
1954-05-01,0.7490636704119868,0.7490636703003992
1954-06-01,0.3731343283581934,0.3731343283690179
1954-07-01,0.3731343283581934,0.37313432832929877
1954-08-01,0.0,8.970479914438556e-11
1954-09-01,-0.3717472118959009,-0.37174721169396296
1954-10-01,-0.7407407407407418,-0.7407407404122668
1954-11-01,-0.3717472118959009,-0.37174721174536046
1954-12-01,-0.743494423791824,-0.7434944235014139
1955-01-01,-0.743494423791824,-0.7434944235170132
1955-02-01,-0.743494423791824,-0.7434944235209637
1955-03-01,-0.743494423791824,-0.7434944235130653
1955-04-01,-0.3731343283582156,-0.37313432822432546
1955-05-01,-0.743494423791824,-0.7434944234889838
1955-06-01,-0.743494423791824,-0.743494423468346
1955-07-01,-0.3717472118959009,-0.3717472116980039
1955-08-01,-0.3717472118959009,-0.3717472116554391
1955-09-01,0.3731343283581934,0.3731343283297046
1955-10-01,0.3731343283581934,0.373134328376658
1955-11-01,0.3731343283581934,0.37313432841691485
1955-12-01,0.3745318352059934,0.37453183531097956
1956-01-01,0.3745318352059934,0.37453183536118
1956-02-01,0.3745318352059934,0.37453183541297985
1956-03-01,0.3745318352059934,0.3745318354713121
1956-04-01,0.7490636704119868,0.7490636705838187
1956-05-01,1.1235955056179805,1.1235955057069085
1956-06-01,1.8726591760299671,1.8726591758828297
1956-07-01,2.238805970149249,2.2388059699178537
1956-08-01,1.865671641791056,1.8656716417732484
1956-09-01,1.8587360594795488,1.8587360595249356
1956-10-01,2.230483271375472,2.230483271327593
1956-11-01,2.230483271375472,2.230483271395205
1956-12-01,2.9850746268656803,2.985074626628163
1957-01-01,2.9850746268656803,2.98507462668626
1957-02-01,3.3582089552238736,3.3582089549365564
1957-03-01,3.731343283582089,3.731343283183972
1957-04-01,3.7174721189590976,3.7174721186014152
1957-05-01,3.703703703703698,3.7037037033706506
1957-06-01,3.308823529411775,3.3088235292552857
1957-07-01,3.284671532846728,3.2846715327130345
1957-08-01,3.663003663003672,3.663003662721346
1957-09-01,3.284671532846728,3.2846715327185976
1957-10-01,2.9090909090909056,2.909090909113153
1957-11-01,3.272727272727272,3.2727272725865957
1957-12-01,2.898550724637672,2.898550724652607
1958-01-01,3.6231884057970953,3.623188405491817
1958-02-01,3.249097472924189,3.249097472763414
1958-03-01,3.597122302158273,3.597122301825825
1958-04-01,3.584229390680993,3.584229390326928
1958-05-01,3.214285714285703,3.2142857140442227
1958-06-01,2.8469750889679624,2.8469750888316465
1958-07-01,2.473498233215543,2.473498233183471
1958-08-01,2.1201413427561766,2.1201413428203573
1958-09-01,2.1201413427561766,2.1201413427708498
1958-10-01,2.1201413427561766,2.12014134272517
1958-11-01,2.1126760563380254,2.112676056260073
1958-12-01,1.760563380281699,1.760563380298886
1959-01-01,1.3986013986013957,1.3986013987194317
1959-02-01,1.0489510489510412,1.0489510491644571
1959-03-01,0.3472222222222099,0.3472222226867284
1959-04-01,0.34602076124568,0.34602076167756896
1959-05-01,0.34602076124568,0.34602076166446055
1959-06-01,0.6920415224913601,0.6920415227553258
1959-07-01,0.6896551724137945,0.6896551726777563
1959-08-01,1.038062283737018,1.0380622838584803
1959-09-01,1.384083044982698,1.3840830449740464
1959-10-01,1.730103806228378,1.7301038060808547
1959-11-01,1.379310344827589,1.3793103448372526
1959-12-01,1.730103806228378,1.7301038060868623
1960-01-01,1.0344827586207028,1.0344827587789054
1960-02-01,1.730103806228378,1.7301038060983491
1960-03-01,1.730103806228378,1.7301038061090388
1960-04-01,1.724137931034475,1.7241379309139244
1960-05-01,1.724137931034475,1.7241379309129157
1960-06-01,1.718213058419238,1.7182130582930832
1960-07-01,1.3698630136986356,1.3698630137107317
1960-08-01,1.3698630136986356,1.3698630136966354
1960-09-01,1.0238907849829282,1.023890785119687
1960-10-01,1.3605442176870763,1.3605442176758733
1960-11-01,1.3605442176870763,1.360544217670912
1960-12-01,1.3605442176870763,1.3605442176655784
1961-01-01,1.7064846416382284,1.7064846414634722
1961-02-01,1.3605442176870763,1.3605442176485836
1961-03-01,1.3605442176870763,1.3605442176310019
1961-04-01,1.016949152542379,1.0169491526195213
1961-05-01,1.016949152542379,1.0169491526004177
1961-06-01,0.6756756756756799,0.6756756758724092
1961-07-01,1.3513513513513375,1.351351351256005
1961-08-01,1.0135135135135087,1.0135135135621192
1961-09-01,1.3513513513513375,1.351351351243989
