date,trend,Epi_1y,Epi_5y,Epi_10y,Epi_20y,Epi_30y
1878-11-30,-1.5587641743043354,-5.333739893842393,-3.261609720715332,-2.4714225184091796,-2.017466642068511,-1.8645740873536698
1878-12-31,-1.5923578758709365,-5.560061642141014,-3.395000608655101,-2.5588723262424766,-2.078141777371993,-1.916222612411683
1879-01-31,-1.6273100077004274,-5.3007977649176095,-3.293307627394243,-2.5204754196107695,-2.0762245795396064,-1.9265945124702724
1879-02-28,-1.482024837637959,-3.8836126129405018,-2.549855003849797,-2.0538955329091557,-1.7694312239242282,-1.6736342198337086
1879-03-31,-1.3632377659216344,-2.991741919617717,-2.0782505477929885,-1.7458949599163938,-1.555541127948075,-1.4914434030709511
1879-04-30,-1.4413507773627265,-2.937737821659303,-2.10723117262029,-1.7979749774970122,-1.6205807939407788,-1.560840652836052
1879-05-31,-1.3108929084336811,-1.317050024364657,-1.2792677959084053,-1.2929566640733579,-1.3018424788661414,-1.3048590019869466
1879-06-30,-0.9789922546961995,0.38835222359533916,-0.3142712808414685,-0.6213536567112005,-0.7991932566220515,-0.8591228429929378
1879-07-31,-1.2119886655137582,-1.3680058348022395,-1.2890389389769992,-1.253475916978755,-1.2328470933799054,-1.2258946840284926
1879-08-31,-1.284606596092582,-1.101131111729478,-1.1979977475879253,-1.2380773979284967,-1.2612170150436246,-1.2690131066590573
1879-09-30,-1.1720759620504109,0.9075272944891757,-0.18939500769205508,-0.6441188183438337,-0.906678244815249,-0.995139206669815
1879-10-31,-0.921899936303888,3.5685638377132505,1.1846051623073373,0.20942406143864956,-0.35321213672455865,-0.5427641955731533
1879-11-30,-0.8989286527986133,5.102108691545804,1.892698871973754,0.5997007566777539,-0.14562914101516866,-0.3967150963654861
1879-12-31,-0.6502859935682469,8.055278440591188,3.393223676361013,1.5202178409971059,0.44073096121951416,0.0770787266738231
1880-01-31,-0.18879048440090698,10.540589872676831,4.7746932195683085,2.474985604204076,1.150152627190392,0.7038628344660852
1880-02-29,-0.46706544922276394,8.155053106448122,3.4619742760759706,1.6398840798036287,0.5919294355648834,0.23895037113203932
1880-03-31,-0.49058426436029745,7.838299372552873,3.2995239377425563,1.5417125522608561,0.5308832345302695,0.19041259840069513
1880-04-30,-0.4106076544476851,7.906681665018753,3.376523634121983,1.6201582579299703,0.6100927471921096,0.269877804414974
1880-05-31,-0.3486651155131999,7.139179972441529,3.0472032931265534,1.4719086413834663,0.5663748814240632,0.2613781075964774
1880-06-30,-0.6822620800245309,4.640233904783987,1.6965739245160212,0.5920675865527396,-0.04180634104467762,-0.25528012281132095
1880-07-31,-0.6329592111325097,5.175707079548744,1.999038634210006,0.7780260262282817,0.07621477460329373,-0.16016372916130328
1880-08-31,-0.5542265543170315,5.83521203488151,2.3600293641738874,1.0086193809569426,0.23129370539184857,-0.0305321074017727
1880-09-30,-0.31260812051581727,6.366650858579899,2.7374413688160324,1.323162896948143,0.5095695610572766,0.23552528655027077
1880-10-31,-0.6263853306208078,3.609532650867701,1.2638208959155375,0.38610132570058453,-0.11753043092705884,-0.2871396328679756
1880-11-30,-0.5208128022988352,3.3199909713247098,1.2021694845990636,0.4023640012299601,-0.05683366079944252,-0.21148504598944373
1880-12-31,-0.5752754365985846,1.384131139516901,0.27057220794873493,-0.12302437283074474,-0.3480132742325205,-0.4237633686639419
1881-01-31,-0.9999470116826291,-1.6911255514368149,-1.3854986441091839,-1.2087027427147348,-1.1049442078059861,-1.0699472999995585
1881-02-28,-0.9326412517115006,-0.8547822629436959,-0.9191449634998206,-0.9260278251762655,-0.929339759667886,-0.9304402752049861
1881-03-31,-0.9026810702251777,0.06403584250895433,-0.45752974933923024,-0.6638371743618114,-0.7826286172978855,-0.8226439051106337
1881-04-30,-0.7648261617299936,1.687745833800809,0.3813711501421835,-0.14936616026850702,-0.4554543701544358,-0.5585725811569819
1881-05-31,-0.6476773889510823,2.948927072954923,1.0258601538883991,0.25073973288209594,-0.1960795343033483,-0.34660382891358743
1881-06-30,-0.5358972295177239,3.7657576325170683,1.4541834211111686,0.5321316575105778,0.0009460182025194941,-0.17799187630499858
1881-07-31,-0.5822819356895195,3.6423760387903856,1.3564891885656893,0.4577717416161753,-0.05951622594840322,-0.23376192109708427
1881-08-31,-0.45903463623218843,4.276381201720241,1.7146955209842114,0.707078673784209,0.12709342784434863,-0.06827189361702968
1881-09-30,-0.6533065904054387,3.5256357095878386,1.2490881507464724,0.36679904115537565,-0.14058310988070233,-0.31148163290168995
1881-10-31,-0.3178983009957528,5.414958522207437,2.320958934431211,1.097940505342224,0.3937576540477655,0.15655201942848496
1881-11-30,-0.4749452500631275,3.934335790731139,1.5241857584458476,0.59680172981967,0.06372576399800689,-0.11582149492721411
1881-12-31,-0.4675301347837516,3.512722612767931,1.3334820090066661,0.49790132043350777,0.01770189391522725,-0.1440333495886617
1882-01-31,-0.6236793447691876,2.5583260057130834,0.8057403450987682,0.142263040301852,-0.23872254213770916,-0.36703455905911286
1882-02-28,-0.626557656210523,3.1929523278089165,1.1148033055071704,0.30727178398734034,-0.15719548355746493,-0.3136410148943583
1882-03-31,-0.45333030472675184,4.740347950007914,1.9380454137197078,0.8297458466094019,0.1915946628390094,-0.02336852740152756
1882-04-30,-0.29464752589626064,5.313218163949953,2.280491278227791,1.086830344689385,0.3997310025671851,0.1682841723652878
1882-05-31,-0.48311169633086837,3.8415860941630955,1.474782901363614,0.566445818032203,0.04440368793241933,-0.13142523987445276
1882-06-30,-0.470625385870452,3.8881094911000984,1.5096860842765238,0.591149214309569,0.06303763334720991,-0.1148403699257819
1882-07-31,-0.4010089987607395,3.9385064950606625,1.5730843631724598,0.6575032322570247,0.13101689387250903,-0.04631542123922605
1882-08-31,-0.30820300255088795,3.1407786460303218,1.2459623088683849,0.5247218862406637,0.11042370895894638,-0.029110988532728088
1882-09-30,-0.533109129832843,0.054843599894424555,-0.3246238626248601,-0.4229959246030983,-0.47782500255770666,-0.49625225235289344
1882-10-31,-0.9115145742590809,-2.7467847107740697,-1.8206343041186739,-1.401096786739401,-1.1576630351549821,-1.0756182768192197
1882-11-30,-0.8218599421185488,-2.145415142220319,-1.452625470158039,-1.1608925212452736,-0.9922928231981301,-0.9354850559769968
1882-12-31,-0.9267290393805858,-2.2495054432781343,-1.5434056655318336,-1.2578166211749755,-1.0931545194839534,-1.0376824309987096
1883-01-31,-0.7456019404178166,-0.6042909429175565,-0.662319345394504,-0.7004054987440648,-0.7228659335152496,-0.7304441224761227
1883-02-28,-0.5593923156643985,0.055864429593745935,-0.2611280068093003,-0.3989399803716808,-0.4787274138589716,-0.5056141860383487
1883-03-31,-0.6941770298397588,-1.6301479999107502,-1.139094259622925,-0.9332864203154312,-0.8143770561116772,-0.7743126288336672
1883-04-30,-0.810442545060175,-2.9466075110593044,-1.8143525215069292,-1.3496547389190905,-1.0814926126274191,-0.9911476204794764
1883-05-31,-0.8967662359953025,-3.720163271116998,-2.210846448582187,-1.6022223199038668,-1.251370727052071,-1.133175767037029
1883-06-30,-0.8294197769653886,-3.72605881341846,-2.1645042352490007,-1.5457882505109248,-1.189496363474797,-1.0694774270354015
1883-07-31,-0.958550533247729,-4.7745376147692165,-2.7212907935766157,-1.9044970137493173,-1.4340265471819391,-1.2755432614740814
1883-08-31,-1.096874495141828,-4.8975831076730625,-2.8405152164062795,-2.0322343430271785,-1.5670170072568699,-1.4103114154940817
1883-09-30,-0.7989775723075778,-2.6636155948835682,-1.6202996875494617,-1.238606436726186,-1.0199147044548773,-0.9462729048997396
1883-10-31,-0.8360048323434454,-2.8411613520190118,-1.737889874767022,-1.319304772282937,-1.0789088728147318,-0.9979452281418342
1883-11-30,-0.8899128351617617,-2.6951000216863203,-1.7029868449982932,-1.3256534820460493,-1.1089149987619644,-1.0359182205643986
1883-12-31,-0.7509665224841369,-1.445528969578826,-1.0430117675527248,-0.9068816181150618,-0.8293074710523656,-0.8031951571865319
1884-01-31,-0.5847636382568644,-0.9506758634832653,-0.7333570467136217,-0.6639317639262985,-0.6245365018726701,-0.611279538394508
1884-02-29,-0.7383256082467491,-2.6505351225825757,-1.6278785854328246,-1.2158646308589047,-0.9783648910328961,-0.8983562202860291
1884-03-31,-0.8812250546087036,-3.7051227655895853,-2.1933016300432597,-1.5855433414598488,-1.2352553770438786,-1.1172517882098942
1884-04-30,-0.8504461043041689,-3.430365653266926,-2.0344723405694207,-1.4856184724944241,-1.1697050034827017,-1.0632911976768995
1884-05-31,-0.8457777042356318,-3.236281394512617,-1.9359509796693857,-1.4304074367776283,-1.1396251349295563,-1.0416813303744126
1884-06-30,-0.8519956911399493,-2.852638747931667,-1.757172587544336,-1.337212700604814,-1.0958687749950726,-1.0145821524698813
1884-07-31,-0.7037730615500222,-1.8062425278788334,-1.1869805756763256,-0.9623489369050702,-0.8337187844816061,-0.7904058350372608
1884-08-31,-0.7106578044351967,-1.9821262378412778,-1.2833587244146591,-1.017578836934914,-0.8649155705646475,-0.8134990925752776
1884-09-30,-0.7020910050443945,-2.170336232297319,-1.3712426459116478,-1.0609262494527203,-0.8824488452630738,-0.8223328406367684
1884-10-31,-0.6749402644252271,-2.5621906647026487,-1.5423727169078363,-1.1403121139923884,-0.9088530603555736,-0.8308864024416674
1884-11-30,-0.7811477067961337,-3.7335482850829393,-2.1490768483374936,-1.5153401749363664,-1.1501906142080156,-1.0271830933821304
1884-12-31,-0.722322994815563,-4.20390280544231,-2.3295278949938725,-1.5847742015408945,-1.155829388570405,-1.0113352029303322
1885-01-31,-1.0023125631130012,-6.111608719033151,-3.369721854323945,-2.2729478638352054,-1.6409993688192472,-1.428115504076216
1885-02-28,-0.9801883586113354,-5.375983836937473,-2.990369534180685,-2.058349059706366,-1.5221006740451068,-1.3414731013106382
1885-03-31,-0.8286174741593215,-3.9620399904371317,-2.237676180467141,-1.5836917335987803,-1.2081135634768256,-1.0816216914841483
1885-04-30,-0.8522348525443733,-3.4435298529130858,-2.013956112840961,-1.4746659462329241,-1.1650615381664329,-1.0607915890321504
1885-05-31,-0.5665406672333904,-1.7510834722005282,-1.0717939396247116,-0.8365027802451153,-0.7021935916125253,-0.6569782907454196
1885-06-30,-0.7712835554234087,-2.944830507933634,-1.7618055166514104,-1.302452921790871,-1.0382599332818698,-0.9492726555892435
1885-07-31,-0.6353773517598218,-1.9727035129677408,-1.230003879344841,-0.9538265147368858,-0.7954210933894621,-0.742076033229019
1885-08-31,-0.6556510691478805,-2.0551337635951854,-1.2870119735183487,-0.9940377658873683,-0.8257244392441991,-0.7690363816189569
1885-09-30,-0.68026278568289,-1.8401867836944246,-1.201365113359889,-0.9594922326776942,-0.8206014199508904,-0.773824397089841
1885-10-31,-0.5316023432944559,-0.7996169304215412,-0.6341910099273584,-0.5860608518479815,-0.5589542309264908,-0.5498373622681512
1885-11-30,-0.5573686129833282,-0.9593741547157931,-0.7330713551559884,-0.6513767513120101,-0.6046112988385882,-0.5888645681581081
1885-12-31,-0.5661467672254668,-0.7989391646542565,-0.665457244520199,-0.619209865728799,-0.5928103942721732,-0.5839229787106293
1886-01-31,-0.3860794998235748,-0.06582997967407378,-0.22695309805277394,-0.30037348511190204,-0.34298841656678936,-0.35735128159839985
1886-02-28,-0.5482891245802586,-1.411356850850181,-0.9558505384696787,-0.7672490945352085,-0.6583574094507646,-0.6216700306266213
1886-03-31,-0.523162565633223,-1.409665575298198,-0.9347302281056754,-0.744081485246751,-0.634208613264928,-0.5971953075560368
1886-04-30,-0.49284997750400317,-1.581120238544711,-0.9961488213122426,-0.7629537504731916,-0.6286170958644937,-0.5833638814045314
1886-05-31,-0.630150146819292,-2.3416466990373914,-1.4247871730737205,-1.0566924512296598,-0.8445539201058976,-0.7730899414000412
1886-06-30,-0.4271297986394482,-1.3711456945351854,-0.8511437382077737,-0.6543324310514641,-0.5413200503354383,-0.5032586847837022
1886-07-31,-0.5700212208298436,-2.532899498592276,-1.4793747617460404,-1.0580849575227813,-0.8153470616604401,-0.7335762892080284
1886-08-31,-0.5595969203868851,-2.4621715160021265,-1.4329962074246476,-1.0281396421689921,-0.795102417581091,-0.7166048845555939
1886-09-30,-0.5585586253726125,-2.301701705285784,-1.3532829241269004,-0.98474088818826,-0.772766732594188,-0.701367921406438
1886-10-31,-0.5776454014087897,-1.8682878849147324,-1.1579547551559206,-0.8886144142255085,-0.7339366051910999,-0.6818423475631044
1886-11-30,-0.42569001300075837,-0.4562474175472815,-0.4133807132747517,-0.4183445344098548,-0.42197112097623346,-0.4232105908683665
1886-12-31,-0.29721919637618477,0.21332068255903813,-0.04178109180755191,-0.15959356802464097,-0.22802243486142007,-0.2510866844719512
1887-01-31,-0.5226612233487439,-0.5727250815975908,-0.5439014549747587,-0.5340066464873096,-0.5283620455200865,-0.5264618693921485
1887-02-28,-0.20137731167580597,1.7289385634611822,0.7140474594223567,0.2905356114366392,0.04590465379826544,-0.036518050355610704
1887-03-31,-0.21760409842950235,1.4255645766562428,0.5441183605446797,0.19123728644188542,-0.01209898427923184,-0.08059691118557682
1887-04-30,-0.24086710353113316,1.1354373475319643,0.38808975013974256,0.09646197406885326,-0.07131694627974311,-0.12783058012597806
1887-05-31,-0.24050478437280443,1.052610797068413,0.34816862394558556,0.07515486920051923,-0.08184854797383298,-0.1347310811356669
1887-06-30,-0.23082989833229584,1.0440687419080246,0.3494943876900345,0.08035117781937723,-0.07442473334671765,-0.1265569504182687
1887-07-31,-0.22043841043527013,1.041641044072524,0.35411582647753415,0.08765050523226753,-0.06558735362071841,-0.11720156260223435
1887-08-31,-0.21551026937149176,1.0327489543456387,0.35276475511227545,0.08921194258027004,-0.06235136599074162,-0.11340155448979211
1887-09-30,-0.22584769103548719,1.075925292766876,0.3680127368090341,0.09262875363037831,-0.06577440541699608,-0.11912925817178474
1887-10-31,-0.24102897097516762,1.4395803284241482,0.531817922088492,0.1736093856066669,-0.0326162726264517,-0.10208336256962558
1887-11-30,-0.0863805578046477,2.6492024135560346,1.182357368549251,0.594609532093509,0.2559213735423125,0.14182702442760664
1887-12-31,-0.10205965205795772,2.7356124569475107,1.203980059140175,0.5986718580304394,0.2501552547674224,0.1327567277335677
1888-01-31,0.07204528038906871,3.3881295768260613,1.5980955604297225,0.8908143763866512,0.4835902865943238,0.3464161442683811
1888-02-29,-0.10814754261310713,1.9395225519343868,0.8100256425790788,0.3837993596095701,0.13909946944946108,0.0566882354785376
1888-03-31,-0.09908085729397492,1.983361127882559,0.8429289719421731,0.40587527777479543,0.15471305142096975,0.0701196658579645
1888-04-30,-0.0755472884019825,2.111602246156201,0.9194411823937143,0.45796808344497214,0.19260646205411225,0.10322674205225746
1888-05-31,-0.06253358877275789,2.150255284912172,0.9453934785923961,0.47795573097751937,0.2091266942470622,0.11857819819382495
1888-06-30,-0.05980039306529575,2.149768121579987,0.9467814186457686,0.47997100222957245,0.21149917217376016,0.12107090926494041
1888-07-31,-0.07160423038941052,2.20779590541434,0.9681520847566608,0.4859954036459414,0.20865755092473912,0.11524205021251055
1888-08-31,-0.0773779094025768,2.5967847422951262,1.1486923878790052,0.5803150096505473,0.25319934308401615,0.14301295516865425
1888-09-30,0.11772149565494935,3.7180858472356926,1.7784801710798865,1.0088746062022333,0.5656534488180472,0.416351003286082
1888-10-31,0.16466379278157317,3.056267451655307,1.479901609461646,0.8698913094340804,0.5191227091473634,0.4009761650203356
1888-11-30,0.03638148233704508,1.0153725968171021,0.4474247067237308,0.2558080382867909,0.14663367164898206,0.1098848192889717
1888-12-31,-0.23176073312924902,-1.1118137280836085,-0.6833466892068041,-0.4753587592833012,-0.3542498131676659,-0.3134225238144724
1889-01-31,-0.14623095323176327,-0.880262537981131,-0.5036154566099437,-0.33852830634600856,-0.2429069201920956,-0.21068343479866064
1889-02-28,-0.24724128698947745,-1.6126243651869125,-0.8921244224294999,-0.5937041396006454,-0.42140370179709885,-0.3633528068215376
1889-03-31,-0.20915963360501622,-1.3112252914059157,-0.7181275144413227,-0.48228590583424236,-0.3464452871305803,-0.30068591966294916
1889-04-30,-0.1826753227931287,-1.1393887001659984,-0.6194683449567382,-0.4169292270978242,-0.3004168570059154,-0.2611718199604526
1889-05-31,-0.17041025023344603,-1.091287489386826,-0.5898166223987973,-0.39531057145927717,-0.2834494034063473,-0.24577173756112275
1889-06-30,-0.15776749493653353,-1.0778685628088613,-0.5769077540621218,-0.3825275988014705,-0.27073626189759514,-0.23308205715614502
1889-07-31,-0.1321763813377298,-1.124125442249265,-0.5853849231335342,-0.3752433020099515,-0.2543478815506585,-0.21362627089203673
1889-08-31,-0.10642292281801202,-1.475668529406632,-0.7376293477348194,-0.44511348403172707,-0.27666299553657864,-0.21991942182632065
1889-09-30,-0.2534896564350576,-2.5774533676166147,-1.3330121219417634,-0.8329662147519684,-0.5447671751313596,-0.44768003116291916
1889-10-31,-0.2519101029675912,-2.3523731860773056,-1.2154320536237828,-0.7687796228466793,-0.5117055582841039,-0.42511181344624027
1889-11-30,-0.2697597305350743,-1.8170076747649533,-0.9682266974165563,-0.6441255719845008,-0.4579167014174371,-0.39520110443126794
1889-12-31,-0.14743476182469162,-0.2927366782023255,-0.18552013944002566,-0.16705970761586963,-0.15726980114665357,-0.15399153332087726
1890-01-31,-0.025871230812759438,0.9821279627521536,0.46803137695362984,0.23996534170575745,0.10777898831507948,0.06323146511407758
1890-02-28,0.09775920334926846,1.746270257857918,0.8777044271999491,0.5168206786262748,0.3084173326922724,0.23820188374998566
1890-03-31,0.06089713716454506,1.333553633939993,0.6486554077542244,0.3763046923949036,0.21943528777508314,0.16659214428484154
1890-04-30,0.04306418562424097,1.1198021240493499,0.5341864698625725,0.3064418213183173,0.17544351402223526,0.13131947676118638
1890-05-31,0.04383798456000387,1.066575078213883,0.5091543783095897,0.29334319304341644,0.16924352531915227,0.1274439530406949
1890-06-30,0.04511914018411728,1.0563370628503066,0.5053338954816429,0.2918927809493906,0.1691518918482698,0.1278098915306029
1890-07-31,0.03307309261321545,1.1080873753681744,0.5237650165296008,0.29623002621302436,0.16534185595152714,0.12125467296481492
1890-08-31,0.020987912294248734,1.4750027698163237,0.6906660626556267,0.38030449844945774,0.20159487574394322,0.14139585948619254
1890-09-30,0.1880299231682495,2.615048649912254,1.3147566238500632,0.7928266671884048,0.49203412156482373,0.3907049829988743
1890-10-31,0.19434334247921445,2.364572321714566,1.1891897196235464,0.727997335197394,0.46257452942312705,0.373169025567473
1890-11-30,0.20165267523128322,1.8442041652950854,0.9437634958909664,0.5994286487729896,0.40157626593552015,0.3349386767775433
1890-12-31,0.048177358820563544,0.6684709393688163,0.30953022893548937,0.187723101040248,0.11829397603002045,0.09492296780514548
1891-01-31,0.07153043406813003,0.858199604639972,0.42219824927614763,0.2593544994122752,0.16592654547693092,0.13446286139710606
1891-02-28,0.09730052492947999,1.0310181000655538,0.5214384264956808,0.3247063497413777,0.21159784572959695,0.17350080954249442
1891-03-31,0.10991763513634084,1.088232983237279,0.5558229618026373,0.34903725310955086,0.23010402379805717,0.19004407706582402
1891-04-30,0.12207717780236688,1.105200542335962,0.5701978680703809,0.36238547771433566,0.24286104674084733,0.20260195085279492
1891-05-31,0.14677796009308106,1.0601313051581984,0.5617991427641584,0.3692995696893471,0.2586205441535614,0.22134170955010912
1891-06-30,0.17193462062384482,0.7084582253224098,0.4091531547793733,0.2989367880421696,0.2357609864214223,0.21448666434391953
1891-07-31,0.0250247474825101,-0.40260304888430737,-0.19055523273858424,-0.09116802747673712,-0.03339730517758494,-0.013924422147157889
1891-08-31,0.05002730297480751,-0.19509121439607918,-0.06888187731511769,-0.013942458883821507,0.01786742836929313,0.02858677694396953
1891-09-30,0.07531996228057192,-0.024010201237559065,0.029000978695501833,0.05045144203483219,0.06281946565758152,0.0669860671165091
1891-10-31,0.09198698098369096,0.03237309122558055,0.06499286454312128,0.07751624077879803,0.08471387406839628,0.0871381115760614
1891-11-30,0.11702001415104968,-0.006348808524445429,0.05976228236658217,0.08628602468855848,0.1015714315343867,0.1067206748447691
1891-12-31,0.14169894541794914,-0.3540787430541391,-0.09132731280855044,0.016536867944136724,0.07878270098680615,0.09975361470453585
1892-01-31,-0.0032221117921023557,-1.4497903421968643,-0.6827906399953316,-0.36821945490549796,-0.18669796199545827,-0.12554274946770555
1892-02-29,0.022629626547162718,-1.241762863189793,-0.5605777163551756,-0.29031520834358615,-0.1346699064281418,-0.08223961020007559
1892-03-31,0.052182781408208645,-1.076679597267602,-0.4633638319395047,-0.2243114747910836,-0.08678991107462414,-0.040468207902670056
1892-04-30,0.0769027541302243,-1.083953345184031,-0.45321110886271265,-0.20740285450826473,-0.06599606761397692,-0.018365725940692718
1892-05-31,0.08492029601178053,-1.3754338879793786,-0.5863938261465785,-0.27523802179980855,-0.09610845357605693,-0.03576884514501796
1892-06-30,-0.07294100672577697,-2.120773208997971,-1.019429970572232,-0.5808738581991042,-0.3282518431945017,-0.24315291457492588
1892-07-31,0.12005568037175496,-0.8811848883365725,-0.3243848007862835,-0.11794031975326713,0.00044626211014320294,0.040313938193855425
1892-08-31,0.14513313200900368,-1.2705550657001066,-0.5013385399670893,-0.20157601179173235,-0.029131190546977465,0.028953747664528018
1892-09-30,-0.01564008038726772,-2.4845777695487774,-1.159993343403349,-0.6298471943911407,-0.32437260503668885,-0.2214674383372251
1892-10-31,-0.01867692966566481,-2.2914447245645357,-1.0605763630178713,-0.5775724238997328,-0.2995953342753104,-0.20596098941582128
1892-11-30,-0.031942068426735526,-1.7508524194073563,-0.8085497034768665,-0.4482084783647341,-0.24115901442547394,-0.17142380786499795
1892-12-31,0.1097130467031735,-0.2708046359170604,-0.03663653341808348,0.03200077047216976,0.07068105007419434,0.08369110297718377
1893-01-31,0.2512471740900821,0.6463096149577505,0.45862322182333565,0.36322893418517804,0.3075594929408674,0.2887898397900724
1893-02-28,0.2196710213340169,0.27573282131725,0.25300850248405915,0.23776938271807785,0.22877560957570678,0.2257409398522933
1893-03-31,0.19683078983777674,0.05926890107796723,0.13464949735690682,0.1635003657414406,0.1800787711329119,0.18566247495867763
1893-04-30,0.1787878739111508,0.057006263573447596,0.1238281392012817,0.14933088216537893,0.16398275099340412,0.1689175250196093
1893-05-31,0.16602436456063963,0.41280277322695585,0.2852647446194212,0.23015966384599235,0.19826700545885415,0.18752006811151148
1893-06-30,0.3281357079157931,1.5444974026101252,0.9029757875761899,0.6369773370491175,0.483386755062725,0.4316392983030148
1893-07-31,0.315398912636272,1.342369893878086,0.7903789813022719,0.5703057972749592,0.44352737660619657,0.4008202401956723
1893-08-31,0.30360160612266424,1.1908650394290068,0.7089647247156414,0.5210073951134002,0.41287516486887543,0.37645263331537315
1893-09-30,0.3120882435614735,1.1731712488015886,0.7045283193859961,0.5225358653363372,0.41786347028897697,0.38260698235250257
1893-10-31,0.34922176205971933,1.1477069900181138,0.7119927368146983,0.5437268506972879,0.4469827803414824,0.41439754562322245
1893-11-30,0.41465284226633653,0.7081399465326383,0.5389054500608044,0.48101408096580056,0.4479975942020488,0.4368832486804214
1893-12-31,0.30745537282441016,-1.1123719413329853,-0.37461659214040743,-0.0593013643707595,0.1230801496867869,0.18453508464752866
1894-01-31,0.035551956945956587,-3.116884374344602,-1.449269429290532,-0.762054546931849,-0.36539050883644486,-0.23175047264226073
1894-02-28,0.12084214918054559,-2.5861618930969055,-1.1291417107653234,-0.5499284028068956,-0.21631736041174132,-0.10393703812905392
1894-03-31,0.19211245261014498,-2.5662500176701766,-1.074001166663022,-0.4871012330108482,-0.14928328371816973,-0.035490936927708855
1894-04-30,0.0594663834272513,-3.5838685230837797,-1.6209877571142064,-0.842251668185097,-0.39377583698601576,-0.24270339920635475
1894-05-31,0.088353917134806,-3.3720460178320306,-1.4954302253605494,-0.7611470800881752,-0.3386293199809217,-0.19630935248839365
1894-06-30,0.11569384885849998,-3.2131549779815867,-1.4023452530203695,-0.6983867676886496,-0.2934804509656093,-0.1570964518979034
1894-07-31,0.13029454362720738,-3.1714393552106968,-1.3743130674603725,-0.6765529056534395,-0.2752431189397644,-0.14007126243010082
1894-08-31,0.13978976679981625,-3.1755778150909713,-1.3712090153466145,-0.670490014646884,-0.26747323739585327,-0.13172629897489435
1894-09-30,0.1432639566692615,-3.193884971079899,-1.3778941659636676,-0.6724704103103535,-0.26674087081550396,-0.13008004191830191
1894-10-31,0.12909890592567663,-3.161068507004302,-1.3695523386768447,-0.6745349792664412,-0.2748228519850547,-0.14018959858027308
