currency,month,usd_per_unit
CNY,2022-09,0.1424602892
CNY,2022-10,0.1390781898
CNY,2022-11,0.1392524926
CNY,2022-12,0.1434370383
CNY,2023-01,0.1472667295
CNY,2023-02,0.1462415911
CNY,2023-03,0.145118925
CNY,2023-04,0.1451884546
CNY,2023-05,0.1431557248
CNY,2023-06,0.139637501
CNY,2023-07,0.1391536674
CNY,2023-08,0.1379576746
CNY,2023-09,0.1370257197
CNY,2023-10,0.1368531976
CNY,2023-11,0.1384542962
CNY,2023-12,0.1400520994
CNY,2024-01,0.139456399
CNY,2024-02,0.139014388
CNY,2024-03,0.1388599597
CNY,2024-04,0.1381711664
CNY,2024-05,0.1382609537
CNY,2024-06,0.1378416751
CNY,2024-07,0.1377239736
CNY,2024-08,0.1399090591
CNY,2024-09,0.1413227812
CNY,2024-10,0.141081531
CNY,2024-11,0.1387674674
CNY,2024-12,0.1373494307
CNY,2025-01,0.1370670395
CNY,2025-02,0.1374872824
CNY,2025-03,0.1379443532
CNY,2025-04,0.1370463765
CNY,2025-05,0.1385694094
CNY,2025-06,0.1392680074
CNY,2025-07,0.1393903068
CNY,2025-08,0.1394175136
CNY,2025-09,0.140380431
CNY,2025-10,0.1404494382
CNY,2025-11,0.1407083257
CNY,2025-12,0.1419809178
CNY,2026-01,0.1434884922
CNY,2026-02,0.1447932353
CNY,2026-03,0.145093658
CNY,2026-04,0.1462608416
CNY,2026-05,0.1470674746
CNY,2026-06,0.1475840491
CNY,2026-07,0.1475862273
CNY,2026-08,0.1484538531
EUR,1999-01,1.1591
EUR,1999-02,1.1203
EUR,1999-03,1.0886
EUR,1999-04,1.0701
EUR,1999-05,1.063
EUR,1999-06,1.0377
EUR,1999-07,1.037
EUR,1999-08,1.0605
EUR,1999-09,1.0497
EUR,1999-10,1.0706
EUR,1999-11,1.0328
EUR,1999-12,1.011
EUR,2000-01,1.0131
EUR,2000-02,0.9834
EUR,2000-03,0.9643
EUR,2000-04,0.9449
EUR,2000-05,0.9059
EUR,2000-06,0.9505
EUR,2000-07,0.9386
EUR,2000-08,0.9045
EUR,2000-09,0.8695
EUR,2000-10,0.8525
EUR,2000-11,0.8552
EUR,2000-12,0.8983
EUR,2001-01,0.9376
EUR,2001-02,0.9205
EUR,2001-03,0.9083
EUR,2001-04,0.8925
EUR,2001-05,0.8753
EUR,2001-06,0.853
EUR,2001-07,0.8615
EUR,2001-08,0.9014
EUR,2001-09,0.9114
EUR,2001-10,0.905
EUR,2001-11,0.8883
EUR,2001-12,0.8912
EUR,2002-01,0.8832
EUR,2002-02,0.8707
EUR,2002-03,0.8766
EUR,2002-04,0.886
EUR,2002-05,0.917
EUR,2002-06,0.9561
EUR,2002-07,0.9935
EUR,2002-08,0.9781
EUR,2002-09,0.9806
EUR,2002-10,0.9812
EUR,2002-11,1.0013
EUR,2002-12,1.0194
EUR,2003-01,1.0622
EUR,2003-02,1.0785
EUR,2003-03,1.0797
EUR,2003-04,1.0862
EUR,2003-05,1.1556
EUR,2003-06,1.1674
EUR,2003-07,1.1365
EUR,2003-08,1.1155
EUR,2003-09,1.1267
EUR,2003-10,1.1714
EUR,2003-11,1.171
EUR,2003-12,1.2298
EUR,2004-01,1.2638
EUR,2004-02,1.264
EUR,2004-03,1.2261
EUR,2004-04,1.1989
EUR,2004-05,1.2
EUR,2004-06,1.2146
EUR,2004-07,1.2266
EUR,2004-08,1.2191
EUR,2004-09,1.2224
EUR,2004-10,1.2507
EUR,2004-11,1.2997
EUR,2004-12,1.3406
EUR,2005-01,1.3123
EUR,2005-02,1.3013
EUR,2005-03,1.3185
EUR,2005-04,1.2943
EUR,2005-05,1.2697
EUR,2005-06,1.2155
EUR,2005-07,1.2041
EUR,2005-08,1.2295
EUR,2005-09,1.2234
EUR,2005-10,1.2022
EUR,2005-11,1.1789
EUR,2005-12,1.1861
EUR,2006-01,1.2126
EUR,2006-02,1.194
EUR,2006-03,1.2028
EUR,2006-04,1.2273
EUR,2006-05,1.2767
EUR,2006-06,1.2661
EUR,2006-07,1.2681
EUR,2006-08,1.281
EUR,2006-09,1.2722
EUR,2006-10,1.2617
EUR,2006-11,1.2888
EUR,2006-12,1.3205
EUR,2007-01,1.2993
EUR,2007-02,1.308
EUR,2007-03,1.3246
EUR,2007-04,1.3513
EUR,2007-05,1.3518
EUR,2007-06,1.3421
EUR,2007-07,1.3726
EUR,2007-08,1.3626
EUR,2007-09,1.391
EUR,2007-10,1.4233
EUR,2007-11,1.4683
EUR,2007-12,1.4559
EUR,2008-01,1.4728
EUR,2008-02,1.4759
EUR,2008-03,1.552
EUR,2008-04,1.5754
EUR,2008-05,1.5554
EUR,2008-06,1.5562
EUR,2008-07,1.5759
EUR,2008-08,1.4955
EUR,2008-09,1.4342
EUR,2008-10,1.3266
EUR,2008-11,1.2744
EUR,2008-12,1.3511
EUR,2009-01,1.3244
EUR,2009-02,1.2797
EUR,2009-03,1.305
EUR,2009-04,1.3199
EUR,2009-05,1.3646
EUR,2009-06,1.4014
EUR,2009-07,1.4092
EUR,2009-08,1.4266
EUR,2009-09,1.4575
EUR,2009-10,1.4821
EUR,2009-11,1.4908
EUR,2009-12,1.4579
EUR,2010-01,1.4266
EUR,2010-02,1.368
EUR,2010-03,1.357
EUR,2010-04,1.3417
EUR,2010-05,1.2563
EUR,2010-06,1.2223
EUR,2010-07,1.2811
EUR,2010-08,1.2903
EUR,2010-09,1.3103
EUR,2010-10,1.3901
EUR,2010-11,1.3654
EUR,2010-12,1.3221
EUR,2011-01,1.3371
EUR,2011-02,1.3656
EUR,2011-03,1.402
EUR,2011-04,1.446
EUR,2011-05,1.4335
EUR,2011-06,1.4403
EUR,2011-07,1.4275
EUR,2011-08,1.4333
EUR,2011-09,1.3747
EUR,2011-10,1.3732
EUR,2011-11,1.3558
EUR,2011-12,1.3155
EUR,2012-01,1.291
EUR,2012-02,1.3238
EUR,2012-03,1.3208
EUR,2012-04,1.316
EUR,2012-05,1.2806
EUR,2012-06,1.2541
EUR,2012-07,1.2278
EUR,2012-08,1.2406
EUR,2012-09,1.2885
EUR,2012-10,1.2974
EUR,2012-11,1.2837
EUR,2012-12,1.3119
EUR,2013-01,1.3304
EUR,2013-02,1.3347
EUR,2013-03,1.2953
EUR,2013-04,1.3025
EUR,2013-05,1.2983
EUR,2013-06,1.3197
EUR,2013-07,1.3088
EUR,2013-08,1.3314
EUR,2013-09,1.3364
EUR,2013-10,1.3646
EUR,2013-11,1.3491
EUR,2013-12,1.3708
EUR,2014-01,1.3618
EUR,2014-02,1.3665
EUR,2014-03,1.3828
EUR,2014-04,1.381
EUR,2014-05,1.3739
EUR,2014-06,1.3595
EUR,2014-07,1.3533
EUR,2014-08,1.3315
EUR,2014-09,1.2889
EUR,2014-10,1.2677
EUR,2014-11,1.2473
EUR,2014-12,1.2329
EUR,2015-01,1.1615
EUR,2015-02,1.135
EUR,2015-03,1.0819
EUR,2015-04,1.0822
EUR,2015-05,1.1167
EUR,2015-06,1.1226
EUR,2015-07,1.0997
EUR,2015-08,1.1136
EUR,2015-09,1.1229
EUR,2015-10,1.1228
EUR,2015-11,1.0727
EUR,2015-12,1.0889
EUR,2016-01,1.0855
EUR,2016-02,1.1092
EUR,2016-03,1.1134
EUR,2016-04,1.1346
EUR,2016-05,1.1312
EUR,2016-06,1.1232
EUR,2016-07,1.1055
EUR,2016-08,1.1207
EUR,2016-09,1.1218
EUR,2016-10,1.1014
EUR,2016-11,1.0792
EUR,2016-12,1.0545
EUR,2017-01,1.0635
EUR,2017-02,1.065
EUR,2017-03,1.0691
EUR,2017-04,1.0714
EUR,2017-05,1.105
EUR,2017-06,1.1233
EUR,2017-07,1.153
EUR,2017-08,1.1813
EUR,2017-09,1.1913
EUR,2017-10,1.1755
EUR,2017-11,1.1743
EUR,2017-12,1.1836
EUR,2018-01,1.2197
EUR,2018-02,1.234
EUR,2018-03,1.2334
EUR,2018-04,1.227
EUR,2018-05,1.1823
EUR,2018-06,1.1679
EUR,2018-07,1.1685
EUR,2018-08,1.1547
EUR,2018-09,1.1667
EUR,2018-10,1.1488
EUR,2018-11,1.1364
EUR,2018-12,1.138
EUR,2019-01,1.1418
EUR,2019-02,1.1349
EUR,2019-03,1.1296
EUR,2019-04,1.1234
EUR,2019-05,1.1187
EUR,2019-06,1.1295
EUR,2019-07,1.1211
EUR,2019-08,1.1129
EUR,2019-09,1.1011
EUR,2019-10,1.1058
EUR,2019-11,1.1051
EUR,2019-12,1.1114
EUR,2020-01,1.1098
EUR,2020-02,1.0911
EUR,2020-03,1.1046
EUR,2020-04,1.0871
EUR,2020-05,1.0907
EUR,2020-06,1.1259
EUR,2020-07,1.1488
EUR,2020-08,1.1831
EUR,2020-09,1.1785
EUR,2020-10,1.1768
EUR,2020-11,1.1826
EUR,2020-12,1.2168
EUR,2021-01,1.2178
EUR,2021-02,1.2094
EUR,2021-03,1.1902
EUR,2021-04,1.1965
EUR,2021-05,1.2146
EUR,2021-06,1.2048
EUR,2021-07,1.1821
EUR,2021-08,1.1767
EUR,2021-09,1.1765
EUR,2021-10,1.16
EUR,2021-11,1.1416
EUR,2021-12,1.1301
EUR,2022-01,1.1317
EUR,2022-02,1.1349
EUR,2022-03,1.1019
EUR,2022-04,1.0803
EUR,2022-05,1.0567
EUR,2022-06,1.0567
EUR,2022-07,1.0168
EUR,2022-08,1.0129
EUR,2022-09,0.9899
EUR,2022-10,0.9853
EUR,2022-11,1.0192
EUR,2022-12,1.0591
EUR,2023-01,1.0777
EUR,2023-02,1.0702
EUR,2023-03,1.0711
EUR,2023-04,1.0962
EUR,2023-05,1.0867
EUR,2023-06,1.084
EUR,2023-07,1.1067
EUR,2023-08,1.091
EUR,2023-09,1.0672
EUR,2023-10,1.0565
EUR,2023-11,1.0819
EUR,2023-12,1.0909
EUR,2024-01,1.0899
EUR,2024-02,1.0793
EUR,2024-03,1.087
EUR,2024-04,1.0724
EUR,2024-05,1.081
EUR,2024-06,1.0763
EUR,2024-07,1.0847
EUR,2024-08,1.102
EUR,2024-09,1.1104
EUR,2024-10,1.0895
EUR,2024-11,1.0621
EUR,2024-12,1.0472
EUR,2025-01,1.0356
EUR,2025-02,1.0413
EUR,2025-03,1.0813
EUR,2025-04,1.1232
EUR,2025-05,1.1274
EUR,2025-06,1.1534
EUR,2025-07,1.1671
EUR,2025-08,1.1647
EUR,2025-09,1.1739
EUR,2025-10,1.1641
EUR,2025-11,1.1558
EUR,2025-12,1.171
EUR,2026-01,1.1744
EUR,2026-02,1.1824
EUR,2026-03,1.1557
EUR,2026-04,1.1697
EUR,2026-05,1.1681
EUR,2026-06,1.1516
EUR,2026-07,1.1423
EUR,2026-08,1.1594
JPY,1971-01,0.002793140048
JPY,1971-02,0.002796850746
JPY,1971-03,0.00279705649
JPY,1971-04,0.00279717776
JPY,1971-05,0.002797883681
JPY,1971-06,0.002797893075
JPY,1971-07,0.002797951787
JPY,1971-08,0.002810725729
JPY,1971-09,0.002958396076
JPY,1971-10,0.003020139802
JPY,1971-11,0.00304180659
JPY,1971-12,0.0031242902
JPY,1972-01,0.003197748785
JPY,1972-02,0.003276679544
JPY,1972-03,0.003305386292
JPY,1972-04,0.00329423624
JPY,1972-05,0.003285372372
JPY,1972-06,0.003306719751
JPY,1972-07,0.003321922529
JPY,1972-08,0.003320484166
JPY,1972-09,0.003320946204
JPY,1972-10,0.003322137729
JPY,1972-11,0.003322386071
JPY,1972-12,0.003319606759
JPY,1973-01,0.003313582175
JPY,1973-02,0.003591688259
JPY,1973-03,0.00381823083
JPY,1973-04,0.003766600349
JPY,1973-05,0.003778568338
JPY,1973-06,0.003780745495
JPY,1973-07,0.003779949485
JPY,1973-08,0.003770454717
JPY,1973-09,0.003766837292
JPY,1973-10,0.00375467269
JPY,1973-11,0.003593728943
JPY,1973-12,0.003569165975
JPY,1974-01,0.003354200935
JPY,1974-02,0.003435396678
JPY,1974-03,0.003544028171
JPY,1974-04,0.003600047665
JPY,1974-05,0.003584661092
JPY,1974-06,0.003533943528
JPY,1974-07,0.003436662314
JPY,1974-08,0.003308151683
JPY,1974-09,0.003343542282
JPY,1974-10,0.003340409434
JPY,1974-11,0.003332500208
JPY,1974-12,0.003328768482
JPY,1975-01,0.003336842579
JPY,1975-02,0.003428669782
JPY,1975-03,0.003472842028
JPY,1975-04,0.003422350963
JPY,1975-05,0.003431349842
JPY,1975-06,0.003407547445
JPY,1975-07,0.003374114
JPY,1975-08,0.003355972725
JPY,1975-09,0.003334344751
JPY,1975-10,0.003307573947
JPY,1975-11,0.00330529015
JPY,1975-12,0.003271501947
JPY,1976-01,0.003282609359
JPY,1976-02,0.003315711432
JPY,1976-03,0.003327584377
JPY,1976-04,0.003343267295
JPY,1976-05,0.003344436864
JPY,1976-06,0.003342347645
JPY,1976-07,0.003393960786
JPY,1976-08,0.00344084956
JPY,1976-09,0.003479943347
JPY,1976-10,0.00343419566
JPY,1976-11,0.003387932118
JPY,1976-12,0.003393261729
JPY,1977-01,0.003435807435
JPY,1977-02,0.003508499867
JPY,1977-03,0.003568541876
JPY,1977-04,0.003633627185
JPY,1977-05,0.003604562222
JPY,1977-06,0.003664871002
JPY,1977-07,0.003775533936
JPY,1977-08,0.003749849069
JPY,1977-09,0.003748547438
JPY,1977-10,0.003925501826
JPY,1977-11,0.004086593277
JPY,1977-12,0.004148983354
JPY,1978-01,0.004147983458
JPY,1978-02,0.004160214867
JPY,1978-03,0.004312995833
JPY,1978-04,0.004507407925
JPY,1978-05,0.004421284772
JPY,1978-06,0.004670575004
JPY,1978-07,0.005007624108
JPY,1978-08,0.005299147473
JPY,1978-09,0.005265388757
JPY,1978-10,0.005445703612
JPY,1978-11,0.00520447064
JPY,1978-12,0.005103212472
JPY,1979-01,0.005056762155
JPY,1979-02,0.004987352075
JPY,1979-03,0.004846755291
JPY,1979-04,0.004623524864
JPY,1979-05,0.004578458991
JPY,1979-06,0.004574634475
JPY,1979-07,0.004618724308
JPY,1979-08,0.004588719917
JPY,1979-09,0.004496125913
JPY,1979-10,0.004338686549
JPY,1979-11,0.004081895894
JPY,1979-12,0.00416017506
JPY,1980-01,0.004203648262
JPY,1980-02,0.00409249028
JPY,1980-03,0.004024491445
JPY,1980-04,0.003995604835
JPY,1980-05,0.004373905977
JPY,1980-06,0.00458889048
JPY,1980-07,0.004522095865
JPY,1980-08,0.004466004328
JPY,1980-09,0.004663815832
JPY,1980-10,0.004777312733
JPY,1980-11,0.004692502648
JPY,1980-12,0.004773529443
JPY,1981-01,0.00494152447
JPY,1981-02,0.004861054061
JPY,1981-03,0.004789460122
JPY,1981-04,0.004651684212
JPY,1981-05,0.004532506
JPY,1981-06,0.004460691273
JPY,1981-07,0.004304294696
JPY,1981-08,0.00428584531
JPY,1981-09,0.00435765924
JPY,1981-10,0.004319299928
JPY,1981-11,0.00448175857
JPY,1981-12,0.00456715893
JPY,1982-01,0.004448299637
JPY,1982-02,0.00424979261
JPY,1982-03,0.004145450596
JPY,1982-04,0.004096567568
JPY,1982-05,0.004220059207
JPY,1982-06,0.003980928169
JPY,1982-07,0.003921091946
JPY,1982-08,0.003860325696
JPY,1982-09,0.003798155388
JPY,1982-10,0.003681681792
JPY,1982-11,0.003786618016
JPY,1982-12,0.00413323397
JPY,1983-01,0.004296806184
JPY,1983-02,0.004235114947
JPY,1983-03,0.004197196021
JPY,1983-04,0.004206157225
JPY,1983-05,0.004259747474
JPY,1983-06,0.004166121599
JPY,1983-07,0.004157727552
JPY,1983-08,0.004090627024
JPY,1983-09,0.004126328368
JPY,1983-10,0.004293955613
JPY,1983-11,0.004254775986
JPY,1983-12,0.004265076191
JPY,1984-01,0.004277159966
JPY,1984-02,0.004280889723
JPY,1984-03,0.004439188445
JPY,1984-04,0.004440497336
JPY,1984-05,0.004338814558
JPY,1984-06,0.004281450573
JPY,1984-07,0.004114081844
JPY,1984-08,0.004127781247
JPY,1984-09,0.004074036653
JPY,1984-10,0.004052610996
JPY,1984-11,0.004104576397
JPY,1984-12,0.004032843477
JPY,1985-01,0.003934174958
JPY,1985-02,0.003839098764
JPY,1985-03,0.0038771637
JPY,1985-04,0.003970688378
JPY,1985-05,0.00397251812
JPY,1985-06,0.00401864652
JPY,1985-07,0.004147030477
JPY,1985-08,0.004211219616
JPY,1985-09,0.004227838201
JPY,1985-10,0.004658084922
JPY,1985-11,0.00490019047
JPY,1985-12,0.004931255828
JPY,1986-01,0.005002739
JPY,1986-02,0.005409744898
JPY,1986-03,0.00559616506
JPY,1986-04,0.005711289735
JPY,1986-05,0.005986898272
JPY,1986-06,0.005968656199
JPY,1986-07,0.006304935693
JPY,1986-08,0.006486047539
JPY,1986-09,0.006462812332
JPY,1986-10,0.006390907528
JPY,1986-11,0.006140642827
JPY,1986-12,0.006170847313
JPY,1987-01,0.006458717492
JPY,1987-02,0.006518615863
JPY,1987-03,0.00660357174
JPY,1987-04,0.006997969189
JPY,1987-05,0.007118501698
JPY,1987-06,0.006918045375
JPY,1987-07,0.006653629988
JPY,1987-08,0.006787285785
JPY,1987-09,0.006978805368
JPY,1987-10,0.006977393246
JPY,1987-11,0.007385666194
JPY,1987-12,0.007797769526
JPY,1988-01,0.007831755104
JPY,1988-02,0.007741945473
JPY,1988-03,0.007866960262
JPY,1988-04,0.008006558973
JPY,1988-05,0.008013648847
JPY,1988-06,0.00784526009
JPY,1988-07,0.007517581744
JPY,1988-08,0.007475735631
JPY,1988-09,0.007445040709
JPY,1988-10,0.007771185222
JPY,1988-11,0.008116751351
JPY,1988-12,0.008090117436
JPY,1989-01,0.007851604672
JPY,1989-02,0.007828560782
JPY,1989-03,0.007659876952
JPY,1989-04,0.007573663343
JPY,1989-05,0.007253546259
JPY,1989-06,0.00694536567
JPY,1989-07,0.007121289808
JPY,1989-08,0.007067877064
JPY,1989-09,0.006893223961
JPY,1989-10,0.007032017479
JPY,1989-11,0.006966975838
JPY,1989-12,0.00695966872
JPY,1990-01,0.006897412712
JPY,1990-02,0.006863738321
JPY,1990-03,0.006522808304
JPY,1990-04,0.006310796637
JPY,1990-05,0.006491647522
JPY,1990-06,0.006506362898
JPY,1990-07,0.006709630668
JPY,1990-08,0.006781458678
JPY,1990-09,0.007223319766
JPY,1990-10,0.007716591211
JPY,1990-11,0.007739009639
JPY,1990-12,0.00746887347
JPY,1991-01,0.007479509883
JPY,1991-02,0.007660733684
JPY,1991-03,0.007278724942
JPY,1991-04,0.007293270426
JPY,1991-05,0.007234748788
JPY,1991-06,0.007155763073
JPY,1991-07,0.007255314518
JPY,1991-08,0.007309065287
JPY,1991-09,0.007446044103
JPY,1991-10,0.007646879347
JPY,1991-11,0.007714138705
JPY,1991-12,0.007810089855
JPY,1992-01,0.007970578999
JPY,1992-02,0.007830921018
JPY,1992-03,0.0075265669
JPY,1992-04,0.007488421029
JPY,1992-05,0.007646955365
JPY,1992-06,0.007884227996
JPY,1992-07,0.007943966438
JPY,1992-08,0.007921984299
JPY,1992-09,0.008156826407
JPY,1992-10,0.008253194812
JPY,1992-11,0.008072328059
JPY,1992-12,0.008061857017
JPY,1993-01,0.008000435224
JPY,1993-02,0.008280921998
JPY,1993-03,0.008545737642
JPY,1993-04,0.0088958949
JPY,1993-05,0.0090626501
JPY,1993-06,0.009309964082
JPY,1993-07,0.009285792552
JPY,1993-08,0.009637160892
JPY,1993-09,0.009471957323
JPY,1993-10,0.009344047842
JPY,1993-11,0.009269859515
JPY,1993-12,0.009098104865
JPY,1994-01,0.008973317839
JPY,1994-02,0.009407240377
JPY,1994-03,0.009514983244
JPY,1994-04,0.009663301583
JPY,1994-05,0.009638247651
JPY,1994-06,0.009753585418
JPY,1994-07,0.01015795622
JPY,1994-08,0.01000596355
JPY,1994-09,0.01012409098
JPY,1994-10,0.01016745803
JPY,1994-11,0.01019950226
JPY,1994-12,0.009981793209
JPY,1995-01,0.01002345488
JPY,1995-02,0.01017948467
JPY,1995-03,0.01104733119
JPY,1995-04,0.01194893027
JPY,1995-05,0.01174912792
JPY,1995-06,0.01181537298
JPY,1995-07,0.01144204034
JPY,1995-08,0.01055539312
JPY,1995-09,0.009945745956
JPY,1995-10,0.009916798064
JPY,1995-11,0.009809691976
JPY,1995-12,0.009818408534
JPY,1996-01,0.009456139588
JPY,1996-02,0.009452868
JPY,1996-03,0.009439305267
JPY,1996-04,0.009328401718
JPY,1996-05,0.009403595747
JPY,1996-06,0.009177679883
JPY,1996-07,0.009158272347
JPY,1996-08,0.009270770466
JPY,1996-09,0.00909661515
JPY,1996-10,0.008895823678
JPY,1996-11,0.008905052549
JPY,1996-12,0.008773392057
JPY,1997-01,0.008480872241
JPY,1997-02,0.008132587196
JPY,1997-03,0.008145060265
JPY,1997-04,0.007959394354
JPY,1997-05,0.008389796665
JPY,1997-06,0.008750001094
JPY,1997-07,0.008667321338
JPY,1997-08,0.008479642498
JPY,1997-09,0.008271982794
JPY,1997-10,0.008260332644
JPY,1997-11,0.007975645569
JPY,1997-12,0.007708073668
JPY,1998-01,0.007719176364
JPY,1998-02,0.007945866401
JPY,1998-03,0.007746995521
JPY,1998-04,0.007589925437
JPY,1998-05,0.007413118254
JPY,1998-06,0.007126034611
JPY,1998-07,0.007102908357
JPY,1998-08,0.006911805364
JPY,1998-09,0.007436022323
JPY,1998-10,0.008261144697
JPY,1998-11,0.008313277551
JPY,1998-12,0.008541832343
JPY,1999-01,0.008826904405
JPY,1999-02,0.008571301226
JPY,1999-03,0.008370091987
JPY,1999-04,0.008349175895
JPY,1999-05,0.008196754905
JPY,1999-06,0.008283322772
JPY,1999-07,0.008380087237
JPY,1999-08,0.008831831333
JPY,1999-09,0.009356707637
JPY,1999-10,0.009437078281
JPY,1999-11,0.009555798698
JPY,1999-12,0.009748080359
JPY,2000-01,0.009497036924
JPY,2000-02,0.009141728792
JPY,2000-03,0.009406682884
JPY,2000-04,0.009467276359
JPY,2000-05,0.009231862851
JPY,2000-06,0.009422806017
JPY,2000-07,0.009241161984
JPY,2000-08,0.009252371383
JPY,2000-09,0.00936000936
JPY,2000-10,0.009221442805
JPY,2000-11,0.0091735124
JPY,2000-12,0.00891194111
JPY,2001-01,0.008571044099
JPY,2001-02,0.008603356858
JPY,2001-03,0.008230113987
JPY,2001-04,0.008079437025
JPY,2001-05,0.008212324728
JPY,2001-06,0.008173206594
JPY,2001-07,0.008032251095
JPY,2001-08,0.008239472015
JPY,2001-09,0.008430871491
JPY,2001-10,0.008233597028
JPY,2001-11,0.008169567544
JPY,2001-12,0.007837328411
JPY,2002-01,0.007536743509
JPY,2002-02,0.007482644007
JPY,2002-03,0.007630034869
JPY,2002-04,0.007646908584
JPY,2002-05,0.007912957468
JPY,2002-06,0.00811092501
JPY,2002-07,0.008481828954
JPY,2002-08,0.008403876876
JPY,2002-09,0.008259138737
JPY,2002-10,0.008070523462
JPY,2002-11,0.008223149976
JPY,2002-12,0.00820392328
JPY,2003-01,0.008416566159
JPY,2003-02,0.008379567598
JPY,2003-03,0.008425515494
JPY,2003-04,0.008340631386
JPY,2003-05,0.008520202679
JPY,2003-06,0.008451013699
JPY,2003-07,0.008424890834
JPY,2003-08,0.008427269295
JPY,2003-09,0.008710801394
JPY,2003-10,0.009132795412
JPY,2003-11,0.009159371227
JPY,2003-12,0.009281802006
JPY,2004-01,0.009410126237
JPY,2004-02,0.009371377377
JPY,2004-03,0.00921525641
JPY,2004-04,0.009288811441
JPY,2004-05,0.008912973725
JPY,2004-06,0.009137961284
JPY,2004-07,0.009133496092
JPY,2004-08,0.009071644217
JPY,2004-09,0.009083361643
JPY,2004-10,0.009192570564
JPY,2004-11,0.009551189601
JPY,2004-12,0.009632946217
JPY,2005-01,0.009676701406
JPY,2005-02,0.009528873439
JPY,2005-03,0.009500799492
JPY,2005-04,0.009328897753
JPY,2005-05,0.009381285461
JPY,2005-06,0.009195630604
JPY,2005-07,0.00893227992
JPY,2005-08,0.009041059974
JPY,2005-09,0.00898965291
JPY,2005-10,0.008705531059
JPY,2005-11,0.008442095666
JPY,2005-12,0.008441497049
JPY,2006-01,0.008659770603
JPY,2006-02,0.008484606802
JPY,2006-03,0.008526762951
JPY,2006-04,0.008541934492
JPY,2006-05,0.008950107625
JPY,2006-06,0.008724100327
JPY,2006-07,0.008638040201
JPY,2006-08,0.008626319072
JPY,2006-09,0.008531367706
JPY,2006-10,0.00843106341
JPY,2006-11,0.008523659548
JPY,2006-12,0.00852355057
JPY,2007-01,0.008302399975
JPY,2007-02,0.008298431513
JPY,2007-03,0.008528057309
JPY,2007-04,0.008408137732
JPY,2007-05,0.008279982645
JPY,2007-06,0.008150716529
JPY,2007-07,0.008236228203
JPY,2007-08,0.008566521179
JPY,2007-09,0.008692364193
JPY,2007-10,0.008630652106
JPY,2007-11,0.009003096165
JPY,2007-12,0.008892920346
JPY,2008-01,0.009274880563
JPY,2008-02,0.009343174811
JPY,2008-03,0.009924947547
JPY,2008-04,0.009739213091
JPY,2008-05,0.009582261318
JPY,2008-06,0.009353207028
JPY,2008-07,0.009358756708
JPY,2008-08,0.009143910521
JPY,2008-09,0.009383081179
JPY,2008-10,0.01000341116
JPY,2008-11,0.01031293572
JPY,2008-12,0.01095590249
JPY,2009-01,0.01109625446
JPY,2009-02,0.01076243222
JPY,2009-03,0.01021920188
JPY,2009-04,0.01010917913
JPY,2009-05,0.01034720031
JPY,2009-06,0.01035041324
JPY,2009-07,0.01059692477
JPY,2009-08,0.01053772981
JPY,2009-09,0.0109559265
JPY,2009-10,0.01106597423
JPY,2009-11,0.01120229782
JPY,2009-12,0.01111717615
JPY,2010-01,0.01097681587
JPY,2010-02,0.01109391554
JPY,2010-03,0.01102340158
JPY,2010-04,0.01070060041
JPY,2010-05,0.01087275613
JPY,2010-06,0.01101250029
JPY,2010-07,0.01142850612
JPY,2010-08,0.0117133463
JPY,2010-09,0.01185436673
JPY,2010-10,0.01223563384
JPY,2010-11,0.01211856807
JPY,2010-12,0.01199938563
JPY,2011-01,0.01210287443
JPY,2011-02,0.01211580774
JPY,2011-03,0.01224784744
JPY,2011-04,0.01202253986
JPY,2011-05,0.01232655003
JPY,2011-06,0.01243380553
JPY,2011-07,0.0126194908
JPY,2011-08,0.01299280069
JPY,2011-09,0.01302156241
JPY,2011-10,0.01304750597
JPY,2011-11,0.01289332706
JPY,2011-12,0.01285401566
JPY,2012-01,0.01299308768
JPY,2012-02,0.01274372372
JPY,2012-03,0.01212622429
JPY,2012-04,0.01230732877
JPY,2012-05,0.01255228025
JPY,2012-06,0.01260792383
JPY,2012-07,0.01266868352
JPY,2012-08,0.01270794971
JPY,2012-09,0.01279831267
JPY,2012-10,0.01265611316
JPY,2012-11,0.01234103208
JPY,2012-12,0.01193452718
JPY,2013-01,0.01122862491
JPY,2013-02,0.01075250318
JPY,2013-03,0.0105518624
JPY,2013-04,0.01022932092
JPY,2013-05,0.009908976145
JPY,2013-06,0.01028436263
JPY,2013-07,0.01003283748
JPY,2013-08,0.01022366308
JPY,2013-09,0.01007962907
JPY,2013-10,0.01022808633
JPY,2013-11,0.009992635428
JPY,2013-12,0.009665571235
JPY,2014-01,0.009637495254
JPY,2014-02,0.0097918929
JPY,2014-03,0.009771398141
JPY,2014-04,0.009760077768
JPY,2014-05,0.009825711529
JPY,2014-06,0.009797879543
JPY,2014-07,0.009828975821
JPY,2014-08,0.009714038145
JPY,2014-09,0.00930875945
JPY,2014-10,0.009256996438
JPY,2014-11,0.008598496639
JPY,2014-12,0.008380592893
JPY,2015-01,0.008456659619
JPY,2015-02,0.00842034355
JPY,2015-03,0.008306027269
JPY,2015-04,0.008367535635
JPY,2015-05,0.008278282753
JPY,2015-06,0.008082859004
JPY,2015-07,0.008109583176
JPY,2015-08,0.008129830135
JPY,2015-09,0.008323095925
JPY,2015-10,0.008329994394
