currency,month,usd_per_unit
CNY,1995-08,0.1201157916
CNY,1995-09,0.1199414686
CNY,1995-10,0.1199716867
CNY,1995-11,0.11999904
CNY,1995-12,0.1199760048
CNY,1996-01,0.1199270843
CNY,1996-02,0.1199932804
CNY,1996-03,0.1197676508
CNY,1996-04,0.119738969
CNY,1996-05,0.119790606
CNY,1996-06,0.1198695819
CNY,1996-07,0.1198911388
CNY,1996-08,0.119934276
CNY,1996-09,0.119988961
CNY,1996-10,0.1200494604
CNY,1996-11,0.1200566667
CNY,1996-12,0.1200624325
CNY,1997-01,0.120105693
CNY,1997-02,0.1201533156
CNY,1997-03,0.1201085782
CNY,1997-04,0.1201100208
CNY,1997-05,0.1201504283
CNY,1997-06,0.1201576468
CNY,1997-07,0.1202472283
CNY,1997-08,0.1202110907
CNY,1997-09,0.1202342163
CNY,1997-10,0.1202862813
CNY,1997-11,0.120323912
CNY,1997-12,0.1203383916
CNY,1998-01,0.1203456327
CNY,1998-02,0.1203775039
CNY,1998-03,0.1203717078
CNY,1998-04,0.1203977943
CNY,1998-05,0.1203601175
CNY,1998-06,0.1203369434
CNY,1998-07,0.1203369434
CNY,1998-08,0.1203369434
CNY,1998-09,0.1204021432
CNY,1998-10,0.1208050448
CNY,1998-11,0.1208050448
CNY,1998-12,0.1208021261
CNY,1999-01,0.1207889937
CNY,1999-02,0.1208006668
CNY,1999-03,0.1207846169
CNY,1999-04,0.1207846169
CNY,1999-05,0.12079483
CNY,1999-06,0.1208021261
CNY,1999-07,0.1208079637
CNY,1999-08,0.1208138018
CNY,1999-09,0.1208108826
CNY,1999-10,0.1208094231
CNY,1999-11,0.1207992076
CNY,1999-12,0.1207816992
CNY,2000-01,0.1207846169
CNY,2000-02,0.1208006668
CNY,2000-03,0.1207933709
CNY,2000-04,0.120783158
CNY,2000-05,0.1208006668
CNY,2000-06,0.1208138018
CNY,2000-07,0.1207816992
CNY,2000-08,0.1207787816
CNY,2000-09,0.12079483
CNY,2000-10,0.12079483
CNY,2000-11,0.1208108826
CNY,2000-12,0.1208152614
CNY,2001-01,0.1208079637
CNY,2001-02,0.1208152614
CNY,2001-03,0.1208094231
CNY,2001-04,0.1208152614
CNY,2001-05,0.120816721
CNY,2001-06,0.120816721
CNY,2001-07,0.1208181807
CNY,2001-08,0.120816721
CNY,2001-09,0.1208196404
CNY,2001-10,0.1208196404
CNY,2001-11,0.1208181807
CNY,2001-12,0.1208254797
CNY,2002-01,0.1208152614
CNY,2002-02,0.1208211002
CNY,2002-03,0.1208123422
CNY,2002-04,0.1208138018
CNY,2002-05,0.120816721
CNY,2002-06,0.1208211002
CNY,2002-07,0.1208196404
CNY,2002-08,0.1208211002
CNY,2002-09,0.120816721
CNY,2002-10,0.1208138018
CNY,2002-11,0.1208138018
CNY,2002-12,0.1208065042
CNY,2003-01,0.1208094231
CNY,2003-02,0.1208021261
CNY,2003-03,0.1208123422
CNY,2003-04,0.1208138018
CNY,2003-05,0.1208181807
CNY,2003-06,0.1208152614
CNY,2003-07,0.1208123422
CNY,2003-08,0.120816721
CNY,2003-09,0.1208138018
CNY,2003-10,0.1208196404
CNY,2003-11,0.1208181807
CNY,2003-12,0.120816721
CNY,2004-01,0.120816721
CNY,2004-02,0.1208152614
CNY,2004-03,0.1208152614
CNY,2004-04,0.1208181807
CNY,2004-05,0.1208152614
CNY,2004-06,0.1208211002
CNY,2004-07,0.1208211002
CNY,2004-08,0.1208196404
CNY,2004-09,0.1208211002
CNY,2004-10,0.1208240198
CNY,2004-11,0.1208240198
CNY,2004-12,0.1208240198
CNY,2005-01,0.1208240198
CNY,2005-02,0.1208240198
CNY,2005-03,0.1208240198
CNY,2005-04,0.1208240198
CNY,2005-05,0.1208240198
CNY,2005-06,0.1208240198
CNY,2005-07,0.1215598561
CNY,2005-08,0.1234308849
CNY,2005-09,0.1235803705
CNY,2005-10,0.1236170344
CNY,2005-11,0.1237011381
CNY,2005-12,0.1238313417
CNY,2006-01,0.1239864111
CNY,2006-02,0.1242050874
CNY,2006-03,0.1244555072
CNY,2006-04,0.1247769612
CNY,2006-05,0.1247956471
CNY,2006-06,0.1249344094
CNY,2006-07,0.125161145
CNY,2006-08,0.1254358897
CNY,2006-09,0.1260493609
CNY,2006-10,0.1265534435
CNY,2006-11,0.1271908626
CNY,2006-12,0.1278461755
CNY,2007-01,0.128409266
CNY,2007-02,0.1290289283
CNY,2007-03,0.1292507335
CNY,2007-04,0.1294548656
CNY,2007-05,0.1302541258
CNY,2007-06,0.1310049389
CNY,2007-07,0.1320010032
CNY,2007-08,0.1320410912
CNY,2007-09,0.1329610424
CNY,2007-10,0.1332995641
CNY,2007-11,0.1347527287
CNY,2007-12,0.1357183573
CNY,2008-01,0.1381120088
CNY,2008-02,0.1395790296
CNY,2008-03,0.1413987161
CNY,2008-04,0.1428632656
CNY,2008-05,0.1434205809
CNY,2008-06,0.1449422405
CNY,2008-07,0.1462950772
CNY,2008-08,0.146066431
CNY,2008-09,0.1463978802
CNY,2008-10,0.1462886568
CNY,2008-11,0.1464536255
CNY,2008-12,0.145902333
CNY,2009-01,0.1462843768
CNY,2009-02,0.1462779574
CNY,2009-03,0.1462843768
CNY,2009-04,0.1464000234
CNY,2009-05,0.1465523558
CNY,2009-06,0.1463400357
CNY,2009-07,0.146376451
CNY,2009-08,0.1463635964
CNY,2009-09,0.1464622054
CNY,2009-10,0.1464836597
CNY,2009-11,0.1464750773
CNY,2009-12,0.1464664958
CNY,2010-01,0.1464793684
CNY,2010-02,0.1464450465
CNY,2010-03,0.1464943893
CNY,2010-04,0.1465072668
CNY,2010-05,0.1464664958
CNY,2010-06,0.1466619735
CNY,2010-07,0.1475753372
CNY,2010-08,0.1473339914
CNY,2010-09,0.1483767583
CNY,2010-10,0.1499745043
CNY,2010-11,0.1502900598
CNY,2010-12,0.150382724
CNY,2011-01,0.1515978412
CNY,2011-02,0.1520658141
CNY,2011-03,0.1523345266
CNY,2011-04,0.1532167864
CNY,2011-05,0.1539479964
CNY,2011-06,0.1544496957
CNY,2011-07,0.1548586914
CNY,2011-08,0.1561621588
CNY,2011-09,0.1565312671
CNY,2011-10,0.1569612306
CNY,2011-11,0.1573217545
CNY,2011-12,0.1575249677
CNY,2012-01,0.1582979801
CNY,2012-02,0.1587377177
CNY,2012-03,0.1584158416
CNY,2012-04,0.158621893
CNY,2012-05,0.1581227665
CNY,2012-06,0.1571511637
CNY,2012-07,0.1569439867
CNY,2012-08,0.1572500118
CNY,2012-09,0.1582278481
CNY,2012-10,0.1596755393
CNY,2012-11,0.1604157977
CNY,2012-12,0.1604415351
CNY,2013-01,0.1607329422
CNY,2013-02,0.1604544069
CNY,2013-03,0.1608906909
CNY,2013-04,0.1616527376
CNY,2013-05,0.1628240198
CNY,2013-06,0.1630204428
CNY,2013-07,0.1630177852
CNY,2013-08,0.1633639913
CNY,2013-09,0.1634040328
CNY,2013-10,0.1638484729
CNY,2013-11,0.1641254575
CNY,2013-12,0.1646415753
CNY,2014-01,0.1652646714
CNY,2014-02,0.164430413
CNY,2014-03,0.1619984124
CNY,2014-04,0.1606528934
CNY,2014-05,0.160307791
CNY,2014-06,0.1604981864
CNY,2014-07,0.1613319566
CNY,2014-08,0.1624932972
CNY,2014-09,0.1629142094
CNY,2014-10,0.1632626406
CNY,2014-11,0.1632679717
CNY,2014-12,0.161587435
CNY,2015-01,0.1608208295
CNY,2015-02,0.1599539333
CNY,2015-03,0.1602923733
CNY,2015-04,0.1612643122
CNY,2015-05,0.161199323
CNY,2015-06,0.1611551602
CNY,2015-07,0.1610695015
CNY,2015-08,0.1577710112
CNY,2015-09,0.1570450405
CNY,2015-10,0.1574679159
CNY,2015-11,0.1571338781
CNY,2015-12,0.155060396
CNY,2016-01,0.1521467912
CNY,2016-02,0.1526694249
CNY,2016-03,0.1537822751
CNY,2016-04,0.1544306143
CNY,2016-05,0.153235569
CNY,2016-06,0.1517634918
CNY,2016-07,0.1497656168
CNY,2016-08,0.1504528631
CNY,2016-09,0.1499205421
CNY,2016-10,0.1485817868
CNY,2016-11,0.1461945557
CNY,2016-12,0.1445128472
CNY,2017-01,0.145123137
CNY,2017-02,0.1455731214
CNY,2017-03,0.1450536699
CNY,2017-04,0.1451884546
CNY,2017-05,0.1452580509
CNY,2017-06,0.1469162284
CNY,2017-07,0.1477235796
CNY,2017-08,0.1499925004
CNY,2017-09,0.152230172
CNY,2017-10,0.1509342832
CNY,2017-11,0.1510574018
CNY,2017-12,0.151671419
CNY,2018-01,0.1556832158
CNY,2018-02,0.1582704208
CNY,2018-03,0.1582929686
CNY,2018-04,0.1588133467
CNY,2018-05,0.1569834069
CNY,2018-06,0.1546766485
CNY,2018-07,0.1488892859
CNY,2018-08,0.1460856354
CNY,2018-09,0.1458767925
CNY,2018-10,0.1445274674
CNY,2018-11,0.1441607681
CNY,2018-12,0.145270712
CNY,2019-01,0.1473557019
CNY,2019-02,0.1484406312
CNY,2019-03,0.1489891089
CNY,2019-04,0.1488959366
CNY,2019-05,0.1459449204
CNY,2019-06,0.1449758615
CNY,2019-07,0.1454016721
CNY,2019-08,0.1415849014
CNY,2019-09,0.1405738223
CNY,2019-10,0.1409224785
CNY,2019-11,0.1424521717
CNY,2019-12,0.1425780972
CNY,2020-01,0.1445420907
CNY,2020-02,0.1429245216
CNY,2020-03,0.1424399972
CNY,2020-04,0.1414267127
CNY,2020-05,0.1408133378
CNY,2020-06,0.1412110258
CNY,2020-07,0.1427735184
CNY,2020-08,0.1443626389
CNY,2020-09,0.1468299416
CNY,2020-10,0.1486900407
CNY,2020-11,0.1514486059
CNY,2020-12,0.1529215665
CNY,2021-01,0.1546264226
CNY,2021-02,0.1547963654
CNY,2021-03,0.1535885976
CNY,2021-04,0.1534071733
CNY,2021-05,0.1554702197
CNY,2021-06,0.1556420233
CNY,2021-07,0.1544091534
CNY,2021-08,0.1543972332
CNY,2021-09,0.1548874742
CNY,2021-10,0.1558312036
CNY,2021-11,0.1565214669
CNY,2021-12,0.1570031244
CNY,2022-01,0.1573415571
CNY,2022-02,0.1576391954
CNY,2022-03,0.1576143492
CNY,2022-04,0.1554968123
CNY,2022-05,0.1492760113
CNY,2022-06,0.149360736
CNY,2022-07,0.1484736905
CNY,2022-08,0.1470436867
