,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1967-07,1.24,4.203,3.687,9.13,3.398,12.528,MCD
1967-08,1.472,4.134,3.705,9.311,3.414,12.724,MCD
1967-09,1.426,4.15,3.522,9.098,3.477,12.575,MCD
1967-10,1.768,4.048,3.777,9.593,3.494,13.087,MCD
1967-11,1.784,4.048,3.61,9.442,3.56,13.002,MCD
1967-12,1.734,4.065,3.609,9.408,3.626,13.033,MCD
1968-01,1.404,4.165,3.06,8.629,3.715,12.344,MCD
1968-02,1.363,4.174,2.949,8.486,3.782,12.268,MCD
1968-03,1.478,4.136,3.015,8.629,3.825,12.454,MCD
1968-04,1.592,4.167,3.562,9.321,3.868,13.188,MCD
1968-05,1.477,4.21,6.834,12.521,3.91,16.432,MCD
1968-06,3.008,3.677,5.907,12.592,3.975,16.567,MCD
1968-07,3.206,3.722,5.167,12.095,4.04,16.135,MCD
1968-08,0.987,4.352,2.53,7.869,4.082,11.951,MCD
1968-09,0.958,4.326,2.134,7.418,4.124,11.542,MCD
1968-10,1.04,4.273,1.884,7.197,4.187,11.384,MCD
1968-11,1.065,4.248,2.404,7.717,4.228,11.945,MCD
1968-12,1.493,4.115,3.075,8.683,4.268,12.951,MCD
1969-01,1.407,4.195,2.864,8.466,4.284,12.75,MCD
1969-02,1.327,4.218,2.495,8.04,4.346,12.386,MCD
1969-03,1.511,4.123,1.378,7.012,4.429,11.44,MCD
1969-04,1.232,4.198,1.521,6.951,4.489,11.44,MCD
1969-05,1.457,4.127,1.642,7.226,4.526,11.752,MCD
1969-06,1.591,4.13,4.987,10.708,4.561,15.269,MCD
1969-07,1.287,4.313,5.531,11.131,4.595,15.726,MCD
1969-08,1.565,4.097,5.483,11.145,4.651,15.796,MCD
1969-09,2.072,3.946,2.717,8.735,4.684,13.419,MCD
1969-10,0.443,4.652,2.513,7.608,4.715,12.323,MCD
1969-11,1.928,3.98,3.052,8.96,4.768,13.728,MCD
1969-12,0.569,4.394,2.607,7.57,4.819,12.389,MCD
1970-01,1.173,4.198,2.944,8.315,4.848,13.163,MCD
1970-02,0.588,4.374,2.571,7.533,4.874,12.406,MCD
1970-03,1.488,4.094,3.163,8.745,4.877,13.622,MCD
1970-04,2.335,3.847,3.424,9.606,4.921,14.528,MCD
1970-05,2.051,4.307,3.192,9.55,4.946,14.496,MCD
1970-06,2.094,4.306,3.44,9.84,4.967,14.807,MCD
1970-07,1.914,4.353,3.183,9.45,4.988,14.438,MCD
1970-08,1.941,4.38,3.982,10.303,4.967,15.271,MCD
1970-09,1.756,4.544,3.969,10.269,5.008,15.278,MCD
1970-10,1.518,4.635,3.617,9.77,5.027,14.797,MCD
1970-11,1.104,4.734,3.347,9.185,5.045,14.23,MCD
1970-12,0.659,4.964,2.954,8.577,5.063,13.64,MCD
1971-01,0.92,4.926,2.808,8.654,5.062,13.715,MCD
1971-02,0.613,5.002,2.841,8.456,5.059,13.515,MCD
1971-03,0.378,5.519,3.383,9.28,5.057,14.336,MCD
1971-04,0.803,4.837,2.943,8.583,5.035,13.618,MCD
1971-05,0.961,4.778,3.726,9.465,5.074,14.538,MCD
1971-06,1.305,4.671,3.726,9.702,5.113,14.814,MCD
1971-07,1.431,4.639,3.566,9.636,5.113,14.749,MCD
1971-08,0.593,4.889,2.658,8.14,5.155,13.294,MCD
1971-09,2.634,4.254,1.758,8.646,5.138,13.784,MCD
1971-10,2.697,4.249,2.304,9.25,5.141,14.392,MCD
1971-11,2.759,4.283,2.613,9.655,5.127,14.782,MCD
1971-12,2.628,4.461,2.469,9.558,5.153,14.711,MCD
1972-01,2.45,4.546,2.341,9.337,5.182,14.519,MCD
1972-02,2.426,4.603,2.058,9.087,5.231,14.319,MCD
1972-03,2.557,4.611,1.99,9.158,5.263,14.422,MCD
1972-04,2.506,4.663,2.342,9.511,5.297,14.808,MCD
1972-05,2.524,4.636,2.379,9.539,5.314,14.853,MCD
1972-06,2.679,4.514,2.277,9.47,5.313,14.783,MCD
1972-07,2.656,4.45,2.015,9.121,5.372,14.493,MCD
1972-08,2.719,4.509,2.122,9.35,5.415,14.765,MCD
1972-09,2.684,4.519,1.827,9.03,5.479,14.509,MCD
1972-10,2.739,4.527,2.204,9.47,5.545,15.015,MCD
1972-11,2.673,4.684,2.083,9.44,5.614,15.054,MCD
1972-12,2.572,4.624,2.751,9.947,5.646,15.593,MCD
1973-01,2.358,4.662,2.321,9.341,5.719,15.061,MCD
1973-02,2.455,4.59,2.28,9.325,5.792,15.117,MCD
1973-03,2.302,4.614,1.834,8.75,5.905,14.654,MCD
1973-04,2.181,4.579,1.809,8.569,6.0,14.569,MCD
1973-05,2.18,4.053,2.128,8.361,6.096,14.457,MCD
1973-06,2.054,4.013,2.531,8.598,6.192,14.789,MCD
1973-07,2.148,3.956,2.63,8.734,6.233,14.967,MCD
1973-08,1.717,4.079,2.657,8.453,6.419,14.872,MCD
1973-09,1.939,3.971,2.18,8.09,6.479,14.569,MCD
1973-10,1.66,4.051,1.75,7.461,6.572,14.033,MCD
1973-11,1.664,4.242,1.788,7.694,6.665,14.359,MCD
1973-12,1.461,4.377,2.235,8.073,6.756,14.828,MCD
1974-01,1.217,4.397,2.387,8.001,6.865,14.866,MCD
1974-02,1.124,4.407,2.197,7.728,6.971,14.699,MCD
1974-03,1.198,4.394,2.181,7.773,7.055,14.828,MCD
1974-04,1.235,4.413,2.807,8.455,7.085,15.54,MCD
1974-05,1.446,4.382,3.044,8.872,7.183,16.055,MCD
1974-06,1.685,4.304,3.217,9.206,7.242,16.447,MCD
1974-07,1.282,4.862,3.304,9.448,7.337,16.785,MCD
1974-08,1.868,4.737,3.189,9.794,7.333,17.127,MCD
1974-09,1.706,5.054,3.424,10.184,7.46,17.645,MCD
1974-10,1.198,5.234,3.417,9.849,7.509,17.358,MCD
1974-11,1.494,5.16,3.248,9.902,7.554,17.456,MCD
1974-12,1.659,5.051,3.295,10.005,7.593,17.598,MCD
1975-01,1.475,5.244,3.363,10.082,7.577,17.659,MCD
1975-02,1.509,5.488,3.31,10.307,7.555,17.862,MCD
1975-03,1.587,5.516,2.86,9.963,7.501,17.465,MCD
1975-04,1.639,5.507,3.172,10.318,7.514,17.832,MCD
1975-05,1.585,5.634,3.316,10.535,7.472,18.007,MCD
1975-06,1.676,5.628,3.165,10.469,7.478,17.947,MCD
1975-07,1.881,5.57,2.458,9.909,7.512,17.421,MCD
1975-08,2.042,5.576,1.825,9.443,7.436,16.879,MCD
1975-09,2.177,5.542,1.841,9.56,7.392,16.951,MCD
1975-10,2.16,5.613,1.634,9.407,7.363,16.771,MCD
1975-11,2.398,5.482,1.71,9.59,7.365,16.955,MCD
1975-12,2.458,5.447,1.392,9.297,7.339,16.635,MCD
1976-01,2.473,5.653,2.17,10.296,7.329,17.624,MCD
1976-02,2.572,5.651,1.951,10.174,7.304,17.478,MCD
1976-03,2.489,5.68,2.048,10.217,7.296,17.513,MCD
1976-04,2.373,5.716,1.18,9.269,7.303,16.573,MCD
1976-05,2.396,5.694,1.397,9.487,7.325,16.811,MCD
1976-06,2.406,5.681,1.327,9.414,7.318,16.732,MCD
1976-07,2.395,5.691,1.327,9.413,7.284,16.697,MCD
1976-08,2.478,5.647,1.129,9.254,7.325,16.58,MCD
1976-09,2.544,5.631,1.1,9.275,7.325,16.6,MCD
1976-10,2.415,5.664,1.083,9.162,7.339,16.502,MCD
1976-11,2.489,5.525,1.188,9.202,7.315,16.517,MCD
1976-12,2.326,5.475,1.785,9.586,7.334,16.92,MCD
1977-01,2.23,5.498,2.0,9.728,7.383,17.112,MCD
1977-02,2.11,5.524,1.873,9.507,7.462,16.97,MCD
1977-03,2.051,5.511,1.734,9.296,7.531,16.826,MCD
1977-04,2.077,5.446,1.499,9.022,7.6,16.622,MCD
1977-05,2.275,5.348,1.621,9.244,7.613,16.857,MCD
1977-06,2.268,5.349,1.483,9.1,7.654,16.754,MCD
1977-07,2.377,4.905,1.78,9.062,7.681,16.743,MCD
1977-08,2.389,4.837,2.12,9.346,7.695,17.042,MCD
1977-09,2.368,4.429,1.879,8.676,7.723,16.399,MCD
1977-10,2.486,4.413,1.815,8.714,7.737,16.452,MCD
1977-11,2.521,4.382,1.321,8.224,7.793,16.017,MCD
1977-12,2.435,4.227,1.18,7.842,7.822,15.664,MCD
1978-01,2.324,4.157,0.869,7.35,7.863,15.213,MCD
1978-02,2.491,3.825,0.933,7.249,7.864,15.114,MCD
1978-03,2.643,3.74,0.926,7.309,7.906,15.215,MCD
1978-04,2.707,3.733,1.411,7.851,7.934,15.785,MCD
1978-05,2.658,3.732,1.592,7.982,8.004,15.986,MCD
1978-06,2.722,3.711,1.394,7.827,8.074,15.901,MCD
1978-07,2.583,3.752,1.361,7.696,8.133,15.829,MCD
1978-08,2.569,3.754,1.12,7.443,8.179,15.622,MCD
1978-09,2.569,3.751,1.57,7.89,8.252,16.142,MCD
1978-10,2.582,3.747,1.931,8.26,8.338,16.598,MCD
1978-11,2.633,3.733,1.971,8.337,8.372,16.709,MCD
1978-12,2.806,3.681,1.856,8.343,8.418,16.761,MCD
1979-01,2.619,3.735,2.036,8.39,8.472,16.861,MCD
1979-02,2.607,3.737,2.042,8.386,8.551,16.937,MCD
1979-03,2.536,3.758,2.123,8.417,8.602,17.019,MCD
1979-04,2.326,3.819,1.805,7.95,8.664,16.614,MCD
1979-05,2.4,3.792,1.927,8.119,8.723,16.842,MCD
1979-06,2.311,3.817,2.04,8.168,8.753,16.921,MCD
1979-07,2.281,3.824,1.937,8.042,8.807,16.848,MCD
1979-08,2.313,3.812,1.666,7.791,8.873,16.664,MCD
1979-09,2.369,3.794,1.601,7.764,8.921,16.686,MCD
1979-10,2.575,3.899,1.403,7.877,8.931,16.807,MCD
1979-11,2.513,3.859,1.828,8.2,8.986,17.186,MCD
1979-12,2.459,3.948,1.572,7.979,9.05,17.028,MCD
1980-01,2.466,3.957,1.867,8.29,9.104,17.394,MCD
1980-02,2.433,3.816,1.88,8.129,9.128,17.257,MCD
1980-03,2.938,4.116,2.556,9.61,9.169,18.779,MCD
1980-04,2.261,4.775,2.219,9.255,9.16,18.416,MCD
1980-05,1.851,4.804,2.177,8.832,9.124,17.956,MCD
1980-06,3.25,4.754,2.381,10.385,9.105,19.49,MCD
1980-07,2.758,4.203,3.006,9.967,8.986,18.952,MCD
1980-08,3.075,4.132,2.804,10.011,8.937,18.947,MCD
1980-09,2.551,4.301,1.904,8.756,8.883,17.64,MCD
1980-10,2.564,4.541,2.243,9.348,8.86,18.208,MCD
1980-11,2.84,4.29,2.282,9.412,8.813,18.225,MCD
1980-12,2.91,4.549,2.858,10.317,8.763,19.079,MCD
1981-01,3.106,4.839,3.08,11.025,8.664,19.689,MCD
1981-02,3.18,4.638,4.261,12.079,8.582,20.661,MCD
1981-03,3.218,4.627,3.514,11.359,8.454,19.812,MCD
1981-04,3.558,4.297,3.202,11.057,8.355,19.412,MCD
1981-05,3.721,4.246,3.451,11.418,8.276,19.694,MCD
1981-06,3.602,4.665,3.129,11.396,8.196,19.593,MCD
1981-07,3.566,4.404,3.638,11.608,8.214,19.822,MCD
1981-08,3.564,4.064,2.543,10.171,8.145,18.316,MCD
1981-09,3.558,4.091,3.317,10.966,8.084,19.05,MCD
1981-10,3.162,4.322,3.962,11.446,7.943,19.389,MCD
1981-11,3.021,4.782,4.307,12.11,7.817,19.927,MCD
1981-12,3.126,4.931,3.511,11.568,7.677,19.245,MCD
1982-01,3.423,4.53,1.961,9.914,7.543,17.457,MCD
1982-02,3.525,4.519,2.426,10.47,7.386,17.857,MCD
1982-03,3.437,4.849,3.438,11.724,7.217,18.942,MCD
1982-04,3.495,4.928,3.483,11.906,7.094,18.999,MCD
1982-05,3.438,4.987,3.727,12.152,7.007,19.159,MCD
1982-06,3.614,4.717,3.828,12.159,6.937,19.096,MCD
1982-07,3.386,4.796,4.812,12.994,6.788,19.782,MCD
1982-08,3.141,5.215,4.066,12.422,6.64,19.062,MCD
1982-09,3.158,5.295,3.328,11.781,6.47,18.251,MCD
1982-10,3.137,5.214,3.002,11.353,6.375,17.728,MCD
1982-11,3.209,5.223,2.636,11.068,6.23,17.297,MCD
1982-12,3.581,4.912,2.627,11.12,6.066,17.186,MCD
1983-01,3.445,4.752,2.455,10.652,5.957,16.609,MCD
1983-02,3.705,4.606,2.719,11.03,5.845,16.875,MCD
1983-03,3.65,4.48,2.364,10.494,5.765,16.258,MCD
1983-04,3.354,4.38,2.101,9.835,5.702,15.537,MCD
1983-05,3.59,4.297,1.41,9.297,5.592,14.89,MCD
1983-06,3.746,4.228,1.141,9.115,5.432,14.546,MCD
1983-07,3.257,4.293,1.327,8.877,5.342,14.219,MCD
1983-08,3.279,4.302,1.24,8.821,5.274,14.095,MCD
1983-09,3.166,4.339,1.587,9.092,5.225,14.317,MCD
1983-10,3.158,4.33,2.157,9.645,5.159,14.804,MCD
1983-11,3.158,4.31,2.104,9.572,5.127,14.699,MCD
1983-12,3.192,4.278,1.805,9.275,5.104,14.379,MCD
1984-01,3.227,4.261,1.194,8.682,5.073,13.754,MCD
1984-02,3.151,4.332,1.156,8.639,5.043,13.682,MCD
1984-03,3.162,4.305,1.578,9.045,4.999,14.045,MCD
1984-04,3.201,4.292,1.372,8.865,4.925,13.79,MCD
1984-05,3.439,4.201,1.805,9.445,4.844,14.289,MCD
1984-06,3.464,4.213,2.086,9.763,4.79,14.554,MCD
1984-07,3.41,4.299,2.9,10.609,4.74,15.349,MCD
1984-08,3.615,4.348,2.576,10.539,4.7,15.239,MCD
1984-09,3.606,4.278,2.045,9.929,4.654,14.584,MCD
1984-10,3.433,4.066,1.748,9.247,4.612,13.859,MCD
1984-11,3.433,4.052,1.709,9.194,4.557,13.751,MCD
1984-12,3.272,4.103,1.694,9.069,4.512,13.581,MCD
1985-01,3.685,3.892,1.936,9.513,4.443,13.956,MCD
1985-02,3.774,3.875,2.181,9.83,4.407,14.237,MCD
1985-03,3.592,3.896,2.077,9.565,4.388,13.953,MCD
1985-04,3.598,3.863,1.512,8.973,4.355,13.329,MCD
1985-05,3.748,4.012,1.605,9.365,4.333,13.698,MCD
1985-06,3.863,4.041,1.936,9.84,4.304,14.144,MCD
1985-07,3.987,4.041,1.723,9.751,4.26,14.011,MCD
1985-08,3.802,4.03,1.38,9.212,4.218,13.43,MCD
1985-09,3.68,3.989,1.055,8.724,4.176,12.9,MCD
1985-10,3.669,3.918,1.322,8.909,4.157,13.066,MCD
1985-11,3.286,4.018,1.916,9.22,4.154,13.374,MCD
1985-12,3.361,3.997,2.284,9.642,4.152,13.794,MCD
1986-01,3.155,3.966,1.986,9.107,4.135,13.242,MCD
1986-02,3.087,4.016,2.06,9.163,4.054,13.217,MCD
