,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1986-11,2.878,3.959,4.269,11.106,3.786,14.893,COST
1986-12,2.895,4.049,4.283,11.227,3.77,14.996,COST
1987-01,2.829,3.928,3.888,10.645,3.797,14.441,COST
1987-02,2.857,3.837,3.86,10.554,3.847,14.401,COST
1987-03,2.9,3.816,3.044,9.76,3.921,13.682,COST
1987-04,2.724,3.809,4.221,10.754,3.983,14.737,COST
1987-05,2.84,3.776,3.815,10.431,3.995,14.426,COST
1987-06,2.764,3.857,4.748,11.369,3.985,15.354,COST
1987-07,2.861,3.875,4.222,10.958,4.012,14.97,COST
1987-08,2.824,3.963,3.765,10.552,4.045,14.597,COST
1987-09,2.879,3.896,2.763,9.538,4.055,13.594,COST
1987-10,3.068,4.25,3.307,10.625,4.074,14.699,COST
1987-11,2.908,4.732,4.806,12.446,4.078,16.524,COST
1987-12,2.614,4.84,5.416,12.87,4.075,16.945,COST
1988-01,2.59,4.879,4.846,12.315,4.05,16.365,COST
1988-02,2.526,4.901,4.668,12.095,4.046,16.141,COST
1988-03,2.632,4.895,5.396,12.923,4.048,16.971,COST
1988-04,2.629,4.91,4.996,12.535,4.051,16.585,COST
1988-05,2.864,4.854,4.13,11.848,4.054,15.902,COST
1988-06,2.868,5.002,2.772,10.642,4.064,14.706,COST
1988-07,2.709,5.061,2.141,9.911,4.08,13.991,COST
1988-08,2.97,4.974,2.73,10.674,4.076,14.751,COST
1988-09,2.959,4.991,3.033,10.983,4.092,15.075,COST
1988-10,2.977,5.051,3.419,11.447,4.102,15.55,COST
1988-11,3.103,4.943,3.68,11.726,4.106,15.832,COST
1988-12,3.183,4.909,3.054,11.146,4.123,15.269,COST
1989-01,3.347,4.918,2.241,10.506,4.145,14.652,COST
1989-02,3.408,4.885,2.193,10.486,4.161,14.647,COST
1989-03,3.419,4.784,1.72,9.923,4.175,14.098,COST
1989-04,3.3,4.82,1.876,9.996,4.187,14.183,COST
1989-05,3.278,4.905,2.318,10.501,4.206,14.707,COST
1989-06,3.245,4.977,2.981,11.203,4.191,15.394,COST
1989-07,3.241,5.018,2.803,11.062,4.175,15.237,COST
1989-08,3.32,5.083,2.671,11.074,4.153,15.226,COST
1989-09,3.389,5.047,2.794,11.23,4.123,15.352,COST
1989-10,3.31,5.075,2.374,10.759,4.131,14.89,COST
1989-11,3.274,5.044,2.084,10.402,4.14,14.542,COST
1989-12,3.315,5.054,2.263,10.632,4.135,14.767,COST
1990-01,3.22,4.991,2.353,10.564,4.173,14.737,COST
1990-02,3.131,4.899,1.759,9.789,4.172,13.961,COST
1990-03,3.271,4.831,2.329,10.431,4.163,14.595,COST
1990-04,3.247,4.775,2.137,10.159,4.117,14.275,COST
