,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1963-01,1.74,5.004,1.788,8.532,1.755,10.287,MRK
1963-02,1.848,4.928,1.753,8.529,1.741,10.271,MRK
1963-03,1.85,4.899,1.57,8.319,1.779,10.098,MRK
1963-04,1.812,4.992,1.391,8.195,1.767,9.961,MRK
1963-05,1.812,5.019,1.213,8.044,1.78,9.825,MRK
1963-06,1.799,5.008,1.237,8.044,1.82,9.864,MRK
1963-07,1.76,4.983,1.398,8.141,1.834,9.975,MRK
1963-08,1.833,5.0,1.719,8.552,1.85,10.402,MRK
1963-09,1.878,4.99,2.054,8.922,1.841,10.763,MRK
1963-10,1.899,4.957,1.934,8.79,1.882,10.673,MRK
1963-11,1.79,4.952,1.599,8.341,1.9,10.241,MRK
1963-12,1.784,4.952,1.402,8.138,1.943,10.081,MRK
1964-01,1.777,4.945,1.026,7.748,1.961,9.709,MRK
1964-02,1.781,4.914,1.002,7.697,1.98,9.677,MRK
1964-03,1.882,4.881,1.063,7.826,1.974,9.799,MRK
1964-04,1.846,4.887,1.335,8.068,1.993,10.062,MRK
1964-05,1.762,4.912,1.824,8.498,2.014,10.512,MRK
1964-06,1.696,4.911,1.866,8.473,2.034,10.508,MRK
1964-07,1.835,4.928,2.084,8.847,2.056,10.903,MRK
1964-08,1.827,4.889,1.46,8.176,2.054,10.23,MRK
1964-09,1.67,4.923,1.287,7.88,2.102,9.982,MRK
1964-10,1.687,4.926,0.985,7.598,2.102,9.699,MRK
1964-11,1.653,4.874,1.335,7.862,2.152,10.014,MRK
1964-12,1.661,4.856,1.536,8.053,2.153,10.207,MRK
1965-01,1.884,4.796,1.398,8.078,2.181,10.259,MRK
1965-02,1.843,4.81,1.122,7.775,2.21,9.985,MRK
1965-03,1.589,4.851,0.988,7.428,2.264,9.692,MRK
1965-04,1.489,4.804,1.138,7.431,2.319,9.751,MRK
1965-05,1.464,4.542,1.169,7.175,2.351,9.526,MRK
1965-06,1.397,4.444,1.448,7.289,2.407,9.696,MRK
1965-07,1.42,4.404,1.198,7.022,2.415,9.437,MRK
1965-08,1.388,4.4,1.48,7.268,2.474,9.742,MRK
1965-09,1.782,4.316,1.462,7.56,2.483,10.044,MRK
1965-10,1.5,4.399,1.953,7.852,2.543,10.395,MRK
1965-11,1.548,4.38,1.585,7.513,2.554,10.067,MRK
1965-12,1.816,4.305,1.325,7.446,2.615,10.061,MRK
1966-01,1.842,4.319,0.889,7.05,2.652,9.702,MRK
1966-02,1.923,4.293,1.296,7.512,2.738,10.25,MRK
1966-03,1.645,4.313,1.789,7.747,2.776,10.523,MRK
1966-04,1.614,4.321,2.122,8.057,2.838,10.895,MRK
1966-05,1.659,4.24,2.224,8.123,2.876,10.999,MRK
1966-06,1.797,4.178,2.118,8.093,2.889,10.982,MRK
1966-07,1.891,4.14,1.911,7.942,2.952,10.894,MRK
1966-08,2.208,3.971,1.643,7.822,3.038,10.86,MRK
1966-09,1.827,4.063,1.562,7.452,3.077,10.529,MRK
1966-10,1.631,4.118,1.553,7.302,3.138,10.44,MRK
1966-11,1.674,4.1,1.911,7.685,3.175,10.86,MRK
1966-12,1.157,4.253,1.863,7.273,3.188,10.461,MRK
1967-01,0.987,4.295,2.383,7.665,3.224,10.889,MRK
1967-02,1.11,4.25,2.028,7.388,3.212,10.6,MRK
1967-03,0.789,4.342,1.817,6.948,3.248,10.196,MRK
1967-04,1.115,4.237,1.184,6.536,3.261,9.796,MRK
1967-05,1.042,4.26,1.14,6.442,3.322,9.764,MRK
1967-06,1.457,4.134,1.291,6.882,3.36,10.242,MRK
1967-07,1.24,4.203,1.448,6.891,3.398,10.289,MRK
1967-08,1.472,4.134,1.267,6.873,3.414,10.287,MRK
1967-09,1.426,4.15,1.27,6.846,3.477,10.323,MRK
1967-10,1.768,4.048,1.059,6.875,3.494,10.369,MRK
