,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1987-03,2.9,3.816,5.093,11.809,3.921,15.731,MSFT
1987-04,2.724,3.809,3.784,10.317,3.983,14.3,MSFT
1987-05,2.84,3.776,4.41,11.026,3.995,15.021,MSFT
1987-06,2.764,3.857,4.347,10.968,3.985,14.953,MSFT
1987-07,2.861,3.875,4.768,11.504,4.012,15.516,MSFT
1987-08,2.824,3.963,5.724,12.511,4.045,16.556,MSFT
1987-09,2.879,3.896,5.722,12.497,4.055,16.553,MSFT
1987-10,3.068,4.25,4.802,12.12,4.074,16.194,MSFT
1987-11,2.908,4.732,3.348,10.988,4.078,15.066,MSFT
1987-12,2.614,4.84,3.65,11.104,4.075,15.179,MSFT
1988-01,2.59,4.879,3.031,10.5,4.05,14.55,MSFT
1988-02,2.526,4.901,3.07,10.497,4.046,14.543,MSFT
1988-03,2.632,4.895,2.027,9.554,4.048,13.602,MSFT
1988-04,2.629,4.91,2.092,9.631,4.051,13.681,MSFT
1988-05,2.864,4.854,2.092,9.81,4.054,13.863,MSFT
1988-06,2.868,5.002,2.31,10.18,4.064,14.243,MSFT
1988-07,2.709,5.061,2.594,10.364,4.08,14.444,MSFT
1988-08,2.97,4.974,2.821,10.765,4.076,14.842,MSFT
1988-09,2.959,4.991,2.157,10.107,4.092,14.199,MSFT
1988-10,2.977,5.051,2.342,10.37,4.102,14.472,MSFT
1988-11,3.103,4.943,1.821,9.867,4.106,13.974,MSFT
1988-12,3.183,4.909,2.199,10.291,4.123,14.414,MSFT
1989-01,3.347,4.918,1.746,10.011,4.145,14.156,MSFT
1989-02,3.408,4.885,1.985,10.278,4.161,14.439,MSFT
1989-03,3.419,4.784,2.838,11.041,4.175,15.215,MSFT
1989-04,3.3,4.82,2.957,11.077,4.187,15.264,MSFT
1989-05,3.278,4.905,2.784,10.967,4.206,15.173,MSFT
1989-06,3.245,4.977,2.47,10.692,4.191,14.883,MSFT
1989-07,3.241,5.018,2.622,10.881,4.175,15.056,MSFT
1989-08,3.32,5.083,2.521,10.924,4.153,15.077,MSFT
1989-09,3.389,5.047,3.002,11.438,4.123,15.561,MSFT
1989-10,3.31,5.075,3.665,12.05,4.131,16.181,MSFT
1989-11,3.274,5.044,3.623,11.941,4.14,16.081,MSFT
1989-12,3.315,5.054,2.759,11.128,4.135,15.264,MSFT
1990-01,3.22,4.991,2.896,11.107,4.173,15.279,MSFT
1990-02,3.131,4.899,3.013,11.043,4.172,15.215,MSFT
1990-03,3.271,4.831,3.019,11.121,4.163,15.285,MSFT
1990-04,3.247,4.775,2.814,10.836,4.117,14.953,MSFT
1990-05,3.101,4.837,3.334,11.272,4.082,15.355,MSFT
1990-06,3.046,4.813,2.934,10.793,4.097,14.89,MSFT
1990-07,2.959,4.789,3.301,11.049,4.1,15.149,MSFT
1990-08,2.752,4.837,3.058,10.647,4.149,14.796,MSFT
1990-09,2.628,4.833,3.158,10.619,4.179,14.798,MSFT
1990-10,2.488,4.381,2.423,9.292,4.176,13.468,MSFT
1990-11,2.555,3.855,2.388,8.798,4.159,12.957,MSFT
1990-12,2.313,3.915,1.993,8.221,4.129,12.351,MSFT
1991-01,2.247,3.944,2.973,9.164,4.076,13.24,MSFT
1991-02,2.302,4.161,2.849,9.312,4.029,13.341,MSFT
1991-03,2.45,4.146,2.613,9.209,3.976,13.185,MSFT
1991-04,2.446,4.136,1.858,8.44,3.952,12.392,MSFT
1991-05,2.475,4.059,1.808,8.342,3.933,12.275,MSFT
1991-06,2.536,3.978,1.672,8.186,3.889,12.075,MSFT
1991-07,2.578,3.958,1.2,7.736,3.844,11.581,MSFT
1991-08,2.471,3.965,1.617,8.053,3.769,11.823,MSFT
1991-09,2.502,3.962,1.951,8.415,3.712,12.127,MSFT
