,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1973-08,1.717,4.079,6.812,12.608,6.419,19.027,WMT
1973-09,1.939,3.971,4.774,10.684,6.479,17.163,WMT
1973-10,1.66,4.051,2.711,8.422,6.572,14.994,WMT
1973-11,1.664,4.242,4.754,10.66,6.665,17.324,WMT
1973-12,1.461,4.377,6.072,11.91,6.756,18.665,WMT
1974-01,1.217,4.397,8.573,14.187,6.865,21.052,WMT
1974-02,1.124,4.407,7.863,13.394,6.971,20.364,WMT
1974-03,1.198,4.394,6.072,11.664,7.055,18.719,WMT
1974-04,1.235,4.413,4.439,10.087,7.085,17.171,WMT
1974-05,1.446,4.382,4.486,10.314,7.183,17.497,WMT
1974-06,1.685,4.304,4.455,10.444,7.242,17.686,WMT
1974-07,1.282,4.862,4.31,10.454,7.337,17.791,WMT
1974-08,1.868,4.737,3.64,10.245,7.333,17.578,WMT
1974-09,1.706,5.054,3.551,10.311,7.46,17.772,WMT
1974-10,1.198,5.234,5.198,11.63,7.509,19.139,WMT
1974-11,1.494,5.16,5.84,12.494,7.554,20.048,WMT
1974-12,1.659,5.051,4.863,11.573,7.593,19.165,WMT
1975-01,1.475,5.244,4.848,11.567,7.577,19.144,WMT
1975-02,1.509,5.488,4.764,11.761,7.555,19.317,WMT
1975-03,1.587,5.516,6.843,13.946,7.501,21.447,WMT
1975-04,1.639,5.507,7.269,14.415,7.514,21.929,WMT
1975-05,1.585,5.634,7.473,14.692,7.472,22.164,WMT
1975-06,1.676,5.628,6.019,13.323,7.478,20.801,WMT
1975-07,1.881,5.57,5.299,12.75,7.512,20.262,WMT
1975-08,2.042,5.576,4.577,12.195,7.436,19.632,WMT
1975-09,2.177,5.542,4.565,12.284,7.392,19.676,WMT
1975-10,2.16,5.613,3.759,11.532,7.363,18.895,WMT
1975-11,2.398,5.482,3.28,11.16,7.365,18.526,WMT
1975-12,2.458,5.447,3.584,11.489,7.339,18.827,WMT
1976-01,2.473,5.653,3.771,11.897,7.329,19.226,WMT
1976-02,2.572,5.651,4.183,12.406,7.304,19.71,WMT
1976-03,2.489,5.68,3.507,11.676,7.296,18.972,WMT
1976-04,2.373,5.716,3.535,11.624,7.303,18.927,WMT
1976-05,2.396,5.694,2.688,10.778,7.325,18.103,WMT
1976-06,2.406,5.681,2.663,10.75,7.318,18.068,WMT
1976-07,2.395,5.691,2.792,10.878,7.284,18.162,WMT
1976-08,2.478,5.647,4.096,12.221,7.325,19.546,WMT
1976-09,2.544,5.631,3.668,11.843,7.325,19.168,WMT
1976-10,2.415,5.664,3.316,11.395,7.339,18.734,WMT
1976-11,2.489,5.525,2.849,10.863,7.315,18.178,WMT
1976-12,2.326,5.475,2.854,10.655,7.334,17.989,WMT
1977-01,2.23,5.498,2.553,10.281,7.383,17.665,WMT
1977-02,2.11,5.524,1.853,9.487,7.462,16.949,WMT
1977-03,2.051,5.511,1.883,9.445,7.531,16.975,WMT
1977-04,2.077,5.446,2.437,9.96,7.6,17.559,WMT
1977-05,2.275,5.348,3.367,10.99,7.613,18.603,WMT
1977-06,2.268,5.349,3.226,10.843,7.654,18.497,WMT
1977-07,2.377,4.905,2.219,9.501,7.681,17.182,WMT
1977-08,2.389,4.837,1.967,9.193,7.695,16.889,WMT
1977-09,2.368,4.429,2.519,9.316,7.723,17.039,WMT
1977-10,2.486,4.413,2.653,9.552,7.737,17.289,WMT
1977-11,2.521,4.382,2.411,9.314,7.793,17.107,WMT
1977-12,2.435,4.227,2.426,9.088,7.822,16.91,WMT
1978-01,2.324,4.157,2.206,8.687,7.863,16.55,WMT
1978-02,2.491,3.825,2.258,8.574,7.864,16.439,WMT
1978-03,2.643,3.74,2.181,8.564,7.906,16.47,WMT
1978-04,2.707,3.733,2.584,9.024,7.934,16.958,WMT
1978-05,2.658,3.732,2.236,8.626,8.004,16.63,WMT
1978-06,2.722,3.711,1.927,8.36,8.074,16.434,WMT
1978-07,2.583,3.752,1.497,7.832,8.133,15.965,WMT
1978-08,2.569,3.754,1.727,8.05,8.179,16.229,WMT
1978-09,2.569,3.751,1.696,8.016,8.252,16.268,WMT
1978-10,2.582,3.747,2.037,8.366,8.338,16.704,WMT
1978-11,2.633,3.733,1.547,7.913,8.372,16.286,WMT
1978-12,2.806,3.681,1.304,7.791,8.418,16.208,WMT
1979-01,2.619,3.735,1.291,7.645,8.472,16.117,WMT
1979-02,2.607,3.737,1.622,7.966,8.551,16.516,WMT
1979-03,2.536,3.758,1.391,7.685,8.602,16.287,WMT
1979-04,2.326,3.819,1.238,7.383,8.664,16.047,WMT
1979-05,2.4,3.792,1.173,7.365,8.723,16.088,WMT
1979-06,2.311,3.817,1.541,7.669,8.753,16.422,WMT
1979-07,2.281,3.824,1.468,7.573,8.807,16.38,WMT
1979-08,2.313,3.812,2.367,8.492,8.873,17.365,WMT
1979-09,2.369,3.794,2.603,8.766,8.921,17.687,WMT
1979-10,2.575,3.899,2.548,9.022,8.931,17.952,WMT
1979-11,2.513,3.859,2.175,8.547,8.986,17.533,WMT
1979-12,2.459,3.948,2.337,8.744,9.05,17.794,WMT
1980-01,2.466,3.957,2.12,8.543,9.104,17.647,WMT
1980-02,2.433,3.816,2.136,8.385,9.128,17.513,WMT
1980-03,2.938,4.116,1.792,8.846,9.169,18.015,WMT
1980-04,2.261,4.775,2.369,9.405,9.16,18.566,WMT
1980-05,1.851,4.804,1.85,8.505,9.124,17.629,WMT
1980-06,3.25,4.754,2.161,10.165,9.105,19.27,WMT
1980-07,2.758,4.203,2.148,9.109,8.986,18.094,WMT
1980-08,3.075,4.132,2.519,9.726,8.937,18.663,WMT
1980-09,2.551,4.301,1.982,8.834,8.883,17.717,WMT
1980-10,2.564,4.541,1.7,8.805,8.86,17.665,WMT
1980-11,2.84,4.29,1.103,8.233,8.813,17.046,WMT
1980-12,2.91,4.549,1.692,9.151,8.763,17.913,WMT
1981-01,3.106,4.839,2.056,10.001,8.664,18.665,WMT
1981-02,3.18,4.638,1.949,9.767,8.582,18.349,WMT
1981-03,3.218,4.627,2.077,9.922,8.454,18.376,WMT
1981-04,3.558,4.297,2.286,10.141,8.355,18.496,WMT
1981-05,3.721,4.246,2.137,10.104,8.276,18.38,WMT
1981-06,3.602,4.665,1.409,9.676,8.196,17.872,WMT
1981-07,3.566,4.404,1.015,8.985,8.214,17.199,WMT
1981-08,3.564,4.064,1.1,8.728,8.145,16.873,WMT
1981-09,3.558,4.091,2.002,9.651,8.084,17.735,WMT
1981-10,3.162,4.322,1.93,9.414,7.943,17.357,WMT
1981-11,3.021,4.782,2.056,9.859,7.817,17.676,WMT
1981-12,3.126,4.931,1.196,9.253,7.677,16.93,WMT
1982-01,3.423,4.53,1.12,9.073,7.543,16.617,WMT
1982-02,3.525,4.519,1.226,9.27,7.386,16.656,WMT
1982-03,3.437,4.849,1.71,9.996,7.217,17.214,WMT
1982-04,3.495,4.928,2.003,10.426,7.094,17.52,WMT
1982-05,3.438,4.987,1.766,10.191,7.007,17.198,WMT
1982-06,3.614,4.717,1.995,10.326,6.937,17.263,WMT
1982-07,3.386,4.796,2.039,10.221,6.788,17.01,WMT
1982-08,3.141,5.215,1.864,10.22,6.64,16.86,WMT
1982-09,3.158,5.295,1.898,10.351,6.47,16.822,WMT
1982-10,3.137,5.214,1.811,10.162,6.375,16.537,WMT
1982-11,3.209,5.223,2.694,11.126,6.23,17.356,WMT
1982-12,3.581,4.912,2.354,10.847,6.066,16.914,WMT
1983-01,3.445,4.752,2.952,11.149,5.957,17.107,WMT
1983-02,3.705,4.606,2.258,10.569,5.845,16.415,WMT
1983-03,3.65,4.48,2.689,10.819,5.765,16.584,WMT
1983-04,3.354,4.38,2.107,9.841,5.702,15.542,WMT
1983-05,3.59,4.297,3.137,11.024,5.592,16.617,WMT
1983-06,3.746,4.228,2.581,10.555,5.432,15.987,WMT
1983-07,3.257,4.293,2.95,10.5,5.342,15.842,WMT
1983-08,3.279,4.302,2.471,10.052,5.274,15.326,WMT
1983-09,3.166,4.339,2.047,9.552,5.225,14.777,WMT
1983-10,3.158,4.33,1.756,9.244,5.159,14.403,WMT
1983-11,3.158,4.31,1.588,9.056,5.127,14.183,WMT
1983-12,3.192,4.278,1.91,9.38,5.104,14.484,WMT
1984-01,3.227,4.261,2.2,9.688,5.073,14.761,WMT
1984-02,3.151,4.332,2.313,9.796,5.043,14.839,WMT
1984-03,3.162,4.305,1.884,9.351,4.999,14.35,WMT
1984-04,3.201,4.292,1.88,9.373,4.925,14.298,WMT
1984-05,3.439,4.201,2.165,9.805,4.844,14.649,WMT
1984-06,3.464,4.213,2.605,10.282,4.79,15.072,WMT
1984-07,3.41,4.299,2.148,9.857,4.74,14.597,WMT
1984-08,3.615,4.348,1.606,9.569,4.7,14.269,WMT
1984-09,3.606,4.278,1.302,9.186,4.654,13.84,WMT
1984-10,3.433,4.066,1.344,8.843,4.612,13.455,WMT
1984-11,3.433,4.052,1.382,8.867,4.557,13.424,WMT
1984-12,3.272,4.103,1.631,9.006,4.512,13.518,WMT
1985-01,3.685,3.892,2.084,9.661,4.443,14.104,WMT
1985-02,3.774,3.875,1.808,9.457,4.407,13.864,WMT
1985-03,3.592,3.896,1.517,9.005,4.388,13.392,WMT
1985-04,3.598,3.863,1.22,8.681,4.355,13.036,WMT
1985-05,3.748,4.012,1.426,9.186,4.333,13.519,WMT
1985-06,3.863,4.041,1.402,9.306,4.304,13.61,WMT
1985-07,3.987,4.041,1.755,9.783,4.26,14.043,WMT
1985-08,3.802,4.03,1.869,9.701,4.218,13.918,WMT
1985-09,3.68,3.989,2.012,9.681,4.176,13.857,WMT
1985-10,3.669,3.918,1.974,9.561,4.157,13.718,WMT
1985-11,3.286,4.018,1.943,9.247,4.154,13.401,WMT
1985-12,3.361,3.997,1.738,9.096,4.152,13.248,WMT
1986-01,3.155,3.966,1.337,8.458,4.135,12.593,WMT
1986-02,3.087,4.016,1.191,8.294,4.054,12.348,WMT
1986-03,3.061,4.075,1.637,8.773,3.967,12.739,WMT
1986-04,3.196,3.974,1.788,8.958,3.895,12.853,WMT
1986-05,3.152,3.773,2.269,9.194,3.868,13.062,WMT
1986-06,3.101,3.783,2.257,9.141,3.871,13.013,WMT
1986-07,3.107,3.852,2.143,9.102,3.843,12.945,WMT
1986-08,2.948,4.031,1.936,8.915,3.831,12.746,WMT
1986-09,2.84,3.881,1.583,8.304,3.834,12.138,WMT
1986-10,2.808,3.95,1.227,7.985,3.806,11.791,WMT
1986-11,2.878,3.959,1.03,7.867,3.786,11.654,WMT
1986-12,2.895,4.049,1.002,7.946,3.77,11.716,WMT
1987-01,2.829,3.928,1.643,8.4,3.797,12.197,WMT
1987-02,2.857,3.837,2.114,8.808,3.847,12.656,WMT
1987-03,2.9,3.816,1.934,8.65,3.921,12.571,WMT
1987-04,2.724,3.809,1.399,7.932,3.983,11.914,WMT
1987-05,2.84,3.776,0.969,7.585,3.995,11.58,WMT
1987-06,2.764,3.857,1.328,7.949,3.985,11.934,WMT
1987-07,2.861,3.875,1.524,8.26,4.012,12.271,WMT
1987-08,2.824,3.963,1.543,8.33,4.045,12.374,WMT
1987-09,2.879,3.896,1.364,8.139,4.055,12.194,WMT
1987-10,3.068,4.25,1.164,8.482,4.074,12.556,WMT
1987-11,2.908,4.732,1.037,8.677,4.078,12.756,WMT
1987-12,2.614,4.84,0.918,8.372,4.075,12.447,WMT
1988-01,2.59,4.879,0.775,8.244,4.05,12.294,WMT
1988-02,2.526,4.901,0.646,8.073,4.046,12.119,WMT
1988-03,2.632,4.895,0.536,8.063,4.048,12.112,WMT
1988-04,2.629,4.91,0.747,8.286,4.051,12.337,WMT
1988-05,2.864,4.854,0.675,8.393,4.054,12.446,WMT
1988-06,2.868,5.002,0.748,8.618,4.064,12.681,WMT
1988-07,2.709,5.061,1.016,8.786,4.08,12.867,WMT
1988-08,2.97,4.974,1.112,9.056,4.076,13.133,WMT
1988-09,2.959,4.991,1.058,9.008,4.092,13.101,WMT
1988-10,2.977,5.051,1.037,9.065,4.102,13.168,WMT
1988-11,3.103,4.943,0.86,8.906,4.106,13.012,WMT
1988-12,3.183,4.909,0.882,8.974,4.123,13.098,WMT
1989-01,3.347,4.918,0.682,8.947,4.145,13.093,WMT
1989-02,3.408,4.885,0.728,9.021,4.161,13.181,WMT
1989-03,3.419,4.784,0.667,8.87,4.175,13.045,WMT
1989-04,3.3,4.82,0.803,8.923,4.187,13.11,WMT
1989-05,3.278,4.905,0.729,8.912,4.206,13.117,WMT
1989-06,3.245,4.977,0.767,8.989,4.191,13.18,WMT
1989-07,3.241,5.018,0.537,8.796,4.175,12.971,WMT
1989-08,3.32,5.083,0.734,9.137,4.153,13.29,WMT
1989-09,3.389,5.047,0.749,9.185,4.123,13.307,WMT
1989-10,3.31,5.075,0.933,9.318,4.131,13.449,WMT
1989-11,3.274,5.044,0.913,9.231,4.14,13.371,WMT
1989-12,3.315,5.054,0.781,9.15,4.135,13.285,WMT
1990-01,3.22,4.991,0.837,9.048,4.173,13.221,WMT
1990-02,3.131,4.899,0.81,8.84,4.172,13.012,WMT
1990-03,3.271,4.831,1.12,9.222,4.163,13.385,WMT
1990-04,3.247,4.775,1.341,9.363,4.117,13.48,WMT
1990-05,3.101,4.837,1.295,9.233,4.082,13.316,WMT
1990-06,3.046,4.813,1.748,9.607,4.097,13.704,WMT
1990-07,2.959,4.789,1.398,9.146,4.1,13.245,WMT
1990-08,2.752,4.837,1.493,9.082,4.149,13.232,WMT
1990-09,2.628,4.833,1.055,8.516,4.179,12.694,WMT
1990-10,2.488,4.381,0.929,7.798,4.176,11.974,WMT
1990-11,2.555,3.855,1.04,7.45,4.159,11.609,WMT
1990-12,2.313,3.915,1.124,7.352,4.129,11.481,WMT
1991-01,2.247,3.944,1.221,7.412,4.076,11.488,WMT
1991-02,2.302,4.161,1.043,7.506,4.029,11.536,WMT
1991-03,2.45,4.146,1.24,7.836,3.976,11.812,WMT
1991-04,2.446,4.136,1.284,7.866,3.952,11.818,WMT
1991-05,2.475,4.059,1.257,7.791,3.933,11.724,WMT
1991-06,2.536,3.978,1.225,7.739,3.889,11.628,WMT
1991-07,2.578,3.958,1.385,7.921,3.844,11.765,WMT
1991-08,2.471,3.965,1.549,7.985,3.769,11.754,WMT
1991-09,2.502,3.962,1.464,7.928,3.712,11.64,WMT
1991-10,2.32,4.005,1.523,7.848,3.65,11.498,WMT
1991-11,2.356,3.959,1.929,8.244,3.63,11.874,WMT
