Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
US589331AD98 MERCK & CO INC 6.4% 01Mar2028,0.0448,1.03213,0.064,2028-03-01,10106800000.0,"1,000.00 USD",,—,Merck & Company Inc
US589331AE71 MERCK & CO INC 5.95% 01Dec2028,0.04505,1.0332,0.0595,2028-12-01,10106800000.0,"1,000.00 USD",,—,Merck & Company Inc
US589331AS67 MERCK & CO INC 3.6% 15Sep2042,0.0572,0.76859,0.036,2042-09-15,10106800000.0,"1,000.00 USD",,—,Merck & Company Inc
US58933YAJ47 MERCK & CO INC NEW 4.15% 18May2043,0.05785,0.81398,0.0415,2043-05-18,10106800000.0,"1,000.00 USD",,—,Merck & Company Inc
US58933YAT29 MERCK & CO INC NEW 3.7% 10Feb2045,0.0583,0.7508,0.037,2045-02-10,10106800000.0,"1,000.00 USD",,—,Merck & Company Inc
