Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
US67059TAE55 NuStar Logistics 5.625% 28apr2027 USD,0.0504,1.00345,0.05625,2027-04-28,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US670346AP04 NUCOR CORP 3.95% 01May2028,0.0444,0.99231,0.0395,2028-05-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US67059TAH86 NUSTAR LOGISTICS L P 6.375% 01Oct2030,0.0551,1.03074,0.06375,2030-10-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US67077MAN83 NUTRIEN LTD 4.125% 15Mar2035,0.0555,0.90135,0.04125,2035-03-15,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US670346AH87 NUCOR CORP 6.4% 01Dec2037,0.0547,1.09502,0.064,2037-12-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US67077MAR97 NUTRIEN LTD 4.9% 01Jun2043,0.061399,0.87107,0.049,2043-06-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US670346AN55 NUCOR CORP 5.2% 01Aug2043,0.0575,0.92817,0.052,2043-08-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US582839AG14 MEAD JOHNSON NUTRITION CO 4.6% 01Jun2044,0.057215,0.87464,0.046,2044-06-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
US670346AQ86 NUCOR CORP 4.4% 01May2048,0.0585,0.81724,0.044,2048-05-01,579027777.78,"1,000.00 USD",,—,Nu Holdings Ltd
