Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
US149123BL43 CATERPILLAR INC 5.3% 15Sep2035,0.0535,0.99027,0.053,2035-09-15,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
US149123BN09 CATERPILLAR INC 6.05% 15Aug2036,0.05375,1.04591,0.0605,2036-08-15,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
US149123BS95 CATERPILLAR INC 5.2% 27May2041,0.0561,0.95403,0.052,2041-05-27,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
US149123CB51 CATERPILLAR INC 3.803% 15Aug2042,0.057607,0.79789,0.03803,2042-08-15,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
US149123CD18 CATERPILLAR INC 4.3% 15May2044,0.05795,0.82186,0.043,2044-05-15,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
US149123CE90 CATERPILLAR INC 4.75% 15May2064,0.05853,0.83253,0.0475,2064-05-15,7221666666.67,"1,000.00 USD",,—,Caterpillar Inc
