Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
CLX6388875Clorox Company 5.25% 15-MAY-2036D,0.0539,0.9888,0.0525,2036-05-15 00:00:00,550 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX6388884Clorox Company 4.95% 15-MAY-2033D,0.0516,0.9878,0.0495,2033-05-15 00:00:00,400 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX5410499Clorox Company 4.6% 01-MAY-2032D,0.0503,0.9782,0.046,2032-05-01 00:00:00,600 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX6388883Clorox Company 4.7% 15-MAY-2031D,0.0492,0.9904,0.047,2031-05-15 00:00:00,550 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX4984489Clorox Company 1.8% 15-MAY-2030D,0.0484,0.8945,0.018,2030-05-15 00:00:00,500 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX5410498Clorox Company 4.4% 01-MAY-2029D,0.0474,0.9911,0.044,2029-05-01 00:00:00,500 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX4547202Clorox Company 3.1% 01-OCT-2027D,0.0464,0.9818,0.031,2027-10-01 00:00:00,400 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
CLX4630732Clorox Company 3.9% 15-MAY-2028D,0.0428,0.9933,0.039,2028-05-15 00:00:00,500 M USD,"1,000.00 USD",BBB,—,The Clorox Co.
