Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
US713448DY13 PEPSICO INC 3% 15Oct2027,0.0423,0.98618,0.03,2027-10-15,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448BP24 PEPSICO INC 5.5% 15Jan2040,0.0546,0.99539,0.055,2040-01-15,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448BZ06 PEPSICO INC 4% 05Mar2042,0.0576,0.81733,0.04,2042-03-05,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448CC02 PEPSICO INC 3.6% 13Aug2042,0.0574,0.77565,0.036,2042-08-13,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448CQ97 PEPSICO INC 4.25% 22Oct2044,0.057548,0.83032,0.0425,2044-10-22,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448DD75 PEPSICO INC 4.45% 14Apr2046,0.0583,0.838821,0.0445,2046-04-14,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
US713448DP06 PEPSICO INC 3.45% 06Oct2046,0.05905,0.710234,0.0345,2046-10-06,7128714285.71,"1,000.00 USD",,—,PepsiCo Inc
