Symbol,YTW %,Price %,Coupon %,Maturity date,Outstanding amt,Face value,S&P rating,Fitch rating,Issuer
US742718EV74 PROCTER & GAMBLE CO 2.85% 11Aug2027,0.0421,0.98682,0.0285,2027-08-11,6827600000.0,"1,000.00 USD",,—,Procter & Gamble Company
US742718CB39 PROCTER & GAMBLE CO 5.5% 01Feb2034,0.05,1.02995,0.055,2034-02-01,6827600000.0,"1,000.00 USD",,—,Procter & Gamble Company
US742718DB20 PROCTER & GAMBLE CO 5.8% 15Aug2034,0.0492,1.05042,0.058,2034-08-15,6827600000.0,"1,000.00 USD",,—,Procter & Gamble Company
US742718DF34 PROCTER & GAMBLE CO 5.55% 05Mar2037,0.0496,1.03949,0.0555,2037-03-05,6827600000.0,"1,000.00 USD",,—,Procter & Gamble Company
US742718FB02 PROCTER & GAMBLE CO 3.5% 25Oct2047,0.0546,0.74329,0.035,2047-10-25,6827600000.0,"1,000.00 USD",,—,Procter & Gamble Company
